,ELUSED,DHUSED,HT2,STUSED,WATR,SQFT,NOCC,YRCON,PBA,MFEXP,COOL,FKUSED,ELHT2,FREESTN,ELWATR,ELCNS,NGUSED,CDD65,HDD65,PUBID,ELHT1,HT1,ELCOOL,HWUSED,ELEXP,MFUSED
320,1,2,1,2,1,90000,1,1991,14,78626.0,1,2,2.0,1.0,2.0,777704.0,1,1535,2594,321,1.0,1,1.0,2,74953.0,1
322,1,2,2,2,1,700000,1,1976,18,1200530.0,1,1,2.0,1.0,2.0,11932052.0,1,4257,1098,323,1.0,1,1.0,2,987597.0,1
323,1,2,2,2,1,1800,1,1956,25,4770.0,1,2,2.0,1.0,1.0,39080.0,2,2438,1093,324,1.0,1,1.0,2,4770.0,1
326,1,2,2,2,1,11000,1,2006,5,3924.0,1,2,2.0,1.0,1.0,23470.0,2,1831,784,327,1.0,1,1.0,2,3924.0,1
330,1,2,2,2,1,205000,4,2008,13,237647.0,1,2,2.0,1.0,1.0,2747661.0,2,1757,2637,331,1.0,1,1.0,2,237647.0,1
334,1,2,2,2,1,4000,1,1994,8,5651.0,1,2,2.0,1.0,1.0,39047.0,2,1636,3646,335,1.0,1,1.0,2,5651.0,1
336,1,2,2,2,2,9500,5,1990,26,7202.0,1,2,2.0,1.0,2.0,76708.0,2,3838,300,337,1.0,1,1.0,2,7202.0,1
340,1,2,2,2,1,5000,1,1995,15,23053.0,1,2,2.0,1.0,2.0,116106.0,1,3602,782,341,1.0,1,1.0,2,17552.0,1
354,1,2,2,2,1,15000,1,1991,15,10446.0,1,2,2.0,1.0,1.0,110380.0,2,3579,455,355,1.0,1,2.0,2,10446.0,1
365,1,2,2,2,1,122000,4,2001,2,284151.0,1,2,2.0,1.0,1.0,3194065.0,2,1678,4551,366,1.0,1,1.0,2,284151.0,1
367,1,2,2,2,1,126000,15,1989,2,299518.0,1,2,2.0,1.0,1.0,3412447.0,2,1770,4056,368,1.0,1,1.0,2,299518.0,1
369,1,2,2,2,1,20250,1,1999,14,119098.0,1,2,2.0,1.0,1.0,761415.0,2,2470,1204,370,1.0,1,1.0,2,119098.0,1
370,1,2,2,2,1,5000,2,1998,8,12177.0,1,2,2.0,1.0,1.0,99857.0,2,1042,2168,371,1.0,1,1.0,2,12177.0,1
373,1,2,1,2,1,56000,1,1969,17,131827.0,1,1,2.0,1.0,2.0,1142671.0,1,2882,1099,374,1.0,1,1.0,2,100087.0,1
377,1,2,2,2,2,2300,1,1970,26,1124.0,1,2,2.0,1.0,2.0,11688.0,2,1814,2283,378,1.0,1,1.0,2,1124.0,1
380,1,2,2,2,1,9400,1,1990,91,22955.0,1,2,2.0,1.0,1.0,206826.0,2,1423,908,381,1.0,1,1.0,2,22955.0,1
382,1,2,2,2,2,29500,2,2012,14,67850.0,1,1,2.0,1.0,2.0,592604.0,2,4326,144,383,1.0,1,1.0,2,53825.0,1
384,1,2,2,2,2,40000,16,1982,5,2584.0,1,2,2.0,1.0,2.0,21498.0,2,4598,69,385,1.0,1,1.0,2,2584.0,1
385,1,2,2,2,1,110000,1,1999,18,187008.0,1,2,2.0,1.0,2.0,1651429.0,1,3166,1802,386,1.0,1,1.0,2,178526.0,1
392,1,2,1,2,1,78000,15,1998,23,133494.0,1,2,2.0,1.0,1.0,1124639.0,1,1718,2384,393,1.0,1,1.0,2,67550.0,1
395,1,2,2,2,1,12000,1,1989,15,77664.0,1,2,2.0,1.0,1.0,566376.0,1,3520,352,396,1.0,1,1.0,2,63563.0,1
397,1,2,1,2,1,68000,1,2004,5,39553.0,1,2,2.0,1.0,1.0,213147.0,1,1240,3599,398,1.0,1,1.0,2,32996.0,1
401,1,2,1,2,1,1800,1,1965,25,722.0,1,2,2.0,1.0,2.0,2866.0,1,1668,2648,402,1.0,1,1.0,2,699.0,1
407,1,2,2,2,1,3800,1,1978,2,4806.0,1,2,2.0,1.0,2.0,37179.0,1,2144,2226,408,1.0,1,1.0,2,4116.0,1
408,1,2,1,2,1,62000,2,2008,18,138065.0,1,2,2.0,1.0,2.0,966772.0,1,1692,2551,409,1.0,1,1.0,2,107995.0,1
414,1,2,2,2,1,490000,15,1989,2,770151.0,1,1,2.0,1.0,1.0,6402835.0,2,2435,2498,415,1.0,1,1.0,2,770151.0,1
416,1,2,2,2,1,4200,1,1973,26,490.0,2,2,2.0,1.0,1.0,6936.0,2,1178,3592,417,1.0,1,2.0,2,490.0,1
417,1,2,2,2,1,106000,1,2004,12,69081.0,1,2,2.0,1.0,1.0,1393534.0,2,2865,1186,418,1.0,1,1.0,2,69081.0,1
420,1,2,2,2,1,102000,3,2000,2,317875.0,1,2,2.0,1.0,1.0,2932027.0,2,3247,579,421,1.0,1,1.0,2,317875.0,1
421,1,2,1,2,1,186000,3,1988,2,302302.0,1,2,2.0,1.0,1.0,3817008.0,1,2114,2350,422,1.0,1,1.0,2,277201.0,1
430,1,2,2,2,1,3200,2,1984,6,20035.0,1,2,2.0,1.0,1.0,227977.0,2,3682,326,431,1.0,1,1.0,2,20035.0,1
431,1,2,2,2,1,350000,75,1978,8,1465318.0,1,2,2.0,1.0,1.0,22164538.0,2,1606,2450,432,1.0,1,1.0,2,1465318.0,1
432,1,2,2,2,1,112000,1,2004,5,9070.0,1,2,2.0,1.0,1.0,71540.0,2,4316,713,433,1.0,1,1.0,2,9070.0,1
434,1,2,1,2,1,75000,1,1986,16,92230.0,1,1,2.0,1.0,2.0,1337930.0,1,2761,2541,435,1.0,1,1.0,2,82565.0,1
435,1,2,2,2,1,4300,1,2003,14,5803.0,1,2,2.0,1.0,1.0,40554.0,2,1700,2645,436,1.0,1,1.0,2,5803.0,1
443,1,2,2,2,1,57000,2,2004,18,64491.0,1,2,2.0,1.0,2.0,754059.0,1,1301,5044,444,1.0,1,1.0,2,54465.0,1
445,1,2,2,2,1,132000,1,1963,2,228548.0,1,1,2.0,1.0,2.0,2661336.0,1,1209,4659,446,1.0,1,1.0,2,216893.0,1
448,1,2,2,2,1,67000,1,1985,14,33686.0,1,2,2.0,1.0,1.0,337055.0,2,1425,3234,449,1.0,1,1.0,2,33686.0,1
449,1,2,1,2,1,2500,1,1991,13,5388.0,1,2,2.0,1.0,2.0,83043.0,1,1580,1011,450,1.0,1,1.0,2,5154.0,1
450,1,2,2,2,1,1100,1,1984,2,8685.0,1,2,2.0,1.0,1.0,59618.0,2,2513,2835,451,1.0,1,1.0,2,8685.0,1
451,1,2,2,2,1,34500,6,1974,2,64060.0,1,1,2.0,1.0,1.0,506765.0,2,814,1591,452,1.0,1,1.0,2,61917.0,1
453,1,2,2,2,1,186000,1,2005,2,132980.0,1,2,2.0,1.0,1.0,1686779.0,2,1933,3619,454,1.0,1,1.0,2,132980.0,1
457,1,2,2,2,1,5000,1,2004,5,2396.0,1,2,2.0,1.0,1.0,36215.0,2,3047,1834,458,1.0,1,1.0,2,2396.0,1
461,1,2,1,2,1,4400,2,2011,5,2951.0,1,2,2.0,1.0,1.0,24270.0,2,1105,5737,462,1.0,1,1.0,2,2951.0,1
462,1,2,2,2,1,4800,1,1980,6,11278.0,1,2,2.0,1.0,1.0,87177.0,2,1429,3312,463,1.0,1,1.0,2,11278.0,1
466,1,2,2,2,1,1800,1,1982,6,17491.0,1,2,2.0,1.0,1.0,205338.0,2,1531,3187,467,1.0,1,1.0,2,17491.0,1
474,1,2,2,2,1,1200,3,1999,26,1208.0,1,2,2.0,1.0,1.0,11726.0,2,2693,1326,475,1.0,1,1.0,2,1208.0,1
479,1,2,2,2,1,2000,1,1996,15,21412.0,1,2,2.0,1.0,1.0,123564.0,1,3421,1577,480,1.0,1,1.0,2,11558.0,1
480,1,2,2,2,1,9200,1,2011,12,4210.0,1,2,2.0,1.0,1.0,58264.0,2,1394,3118,481,1.0,1,1.0,2,4210.0,1
482,1,2,2,2,1,6300,3,1985,2,21334.0,1,2,2.0,0.0,1.0,196482.0,2,3574,216,483,1.0,1,1.0,2,21334.0,1
485,1,2,2,2,1,6000,1,1989,2,6411.0,1,2,2.0,1.0,1.0,58234.0,2,1615,3318,486,1.0,1,1.0,2,6411.0,1
489,1,2,1,2,1,500000,1,1970,14,438357.0,1,1,2.0,1.0,2.0,2665518.0,1,1110,4253,490,1.0,1,1.0,2,416122.0,1
492,1,2,2,2,1,4350,2,2006,13,4814.0,1,2,2.0,1.0,1.0,32179.0,2,3327,831,493,1.0,1,1.0,2,4814.0,1
497,1,2,2,2,1,78000,2,1984,2,45073.0,1,2,2.0,1.0,1.0,451877.0,2,3411,1641,498,1.0,1,1.0,2,45073.0,1
500,1,2,1,2,1,6000,1,1960,6,19926.0,1,2,2.0,1.0,2.0,98788.0,1,936,4999,501,1.0,1,1.0,2,18251.0,1
504,1,2,1,2,1,9000,1,2005,91,19475.0,1,2,2.0,0.0,1.0,114697.0,1,1627,3566,505,1.0,1,1.0,2,13471.0,1
511,1,2,2,2,2,16000,1,2010,25,19031.0,1,2,2.0,1.0,2.0,97361.0,2,1444,1346,512,1.0,1,1.0,2,19031.0,1
515,1,2,2,2,1,1500,1,995,15,4441.0,1,2,2.0,0.0,1.0,15987.0,2,1308,3877,516,1.0,1,1.0,2,4441.0,1
518,1,1,2,1,1,700000,1,995,25,915194.0,1,2,2.0,1.0,1.0,11948479.0,1,164,3915,519,1.0,1,1.0,2,889504.0,1
528,1,2,1,2,1,4000,1,2010,2,7669.0,1,2,2.0,1.0,1.0,83641.0,1,1422,4109,529,1.0,1,1.0,2,7199.0,1
531,1,2,2,2,1,70000,3,1995,17,130939.0,1,1,2.0,1.0,1.0,1305583.0,1,1706,4103,532,1.0,1,1.0,2,123421.0,1
532,1,2,2,2,1,116000,1,2001,25,356694.0,1,1,2.0,1.0,1.0,4117057.0,2,3057,1870,533,1.0,1,1.0,2,355882.0,1
533,1,2,1,2,1,40000,2,1972,17,96511.0,1,2,2.0,1.0,2.0,975923.0,1,1990,3796,534,1.0,1,1.0,2,73331.0,1
535,1,2,2,2,1,40000,1,2001,12,33057.0,1,2,2.0,1.0,1.0,263506.0,2,3466,709,536,1.0,1,1.0,2,33057.0,1
536,1,2,2,2,1,405000,1,2002,2,549098.0,1,2,2.0,1.0,1.0,7203065.0,2,2087,2972,537,1.0,1,1.0,2,549098.0,1
543,1,2,2,2,1,9800,1,1994,15,35168.0,1,2,2.0,1.0,1.0,387899.0,1,1502,2614,544,1.0,1,1.0,2,31148.0,1
546,1,2,1,2,1,10500,4,1948,25,6213.0,1,2,2.0,1.0,2.0,45328.0,1,1150,5887,547,1.0,1,1.0,2,3293.0,1
547,1,2,1,2,1,21000,1,1988,14,42306.0,1,2,2.0,1.0,1.0,460891.0,1,3601,1053,548,1.0,1,1.0,2,40490.0,1
551,1,2,2,2,1,2500,1,1984,2,823.0,1,2,2.0,0.0,1.0,9337.0,2,1730,3095,552,1.0,1,1.0,2,823.0,1
559,1,2,1,2,1,10750,3,2001,23,30716.0,1,2,2.0,1.0,1.0,395055.0,2,3853,1038,560,1.0,1,1.0,2,30716.0,1
560,1,2,2,2,1,100001,20,1980,2,130503.0,1,2,2.0,1.0,1.0,1465534.0,2,4129,723,561,1.0,1,1.0,2,130503.0,1
564,1,2,2,2,1,405000,1,1980,2,471387.0,1,1,2.0,1.0,1.0,6773086.0,1,1130,5500,565,1.0,1,1.0,2,449575.0,1
565,1,2,2,2,1,3000,2,1972,2,2493.0,1,2,2.0,1.0,1.0,15585.0,2,3646,391,566,1.0,1,1.0,2,2493.0,1
567,1,2,2,2,1,17250,8,2006,2,10885.0,1,2,2.0,0.0,1.0,61241.0,2,1856,3789,568,1.0,1,1.0,2,10885.0,1
568,1,2,2,2,2,1400,1,2002,2,1435.0,1,2,2.0,1.0,2.0,12119.0,2,2014,1338,569,1.0,1,1.0,2,1435.0,1
570,1,2,2,2,1,3300,1,2006,2,12461.0,1,2,2.0,1.0,1.0,110660.0,2,3783,806,571,1.0,1,1.0,2,12461.0,1
574,1,2,2,2,1,1000000,2,1995,18,1834478.0,1,1,2.0,1.0,2.0,15772948.0,1,3438,462,575,1.0,1,1.0,2,1582400.0,1
578,1,2,2,2,1,225000,21,1983,2,282559.0,1,1,2.0,1.0,1.0,3027020.0,2,4672,983,579,1.0,1,1.0,2,282068.0,1
580,1,2,2,2,1,42000,2,2000,5,54709.0,1,2,2.0,1.0,1.0,425089.0,2,925,1118,581,1.0,1,1.0,2,54709.0,1
583,1,2,2,2,1,290000,3,2004,2,893814.0,1,1,2.0,1.0,1.0,7284106.0,2,1726,4087,584,1.0,1,1.0,2,893272.0,1
584,1,2,1,2,1,400000,2,1975,18,623799.0,1,2,2.0,1.0,2.0,4966794.0,1,1489,3863,585,1.0,1,1.0,2,583526.0,1
588,1,2,2,2,2,7000,1,1987,14,6851.0,1,2,2.0,1.0,2.0,62459.0,2,4019,1076,589,1.0,1,1.0,2,6851.0,1
594,1,2,2,2,1,60000,1,1982,8,188955.0,1,1,2.0,1.0,2.0,2167114.0,1,3104,921,595,1.0,1,1.0,2,185212.0,1
596,1,2,2,2,1,60000,1,1951,2,25516.0,1,2,2.0,1.0,1.0,171529.0,2,1468,2825,597,1.0,1,1.0,2,25516.0,1
601,1,2,2,2,1,178000,9,1986,23,228436.0,1,2,2.0,1.0,1.0,3170848.0,1,4938,466,602,1.0,1,1.0,2,198673.0,1
602,1,2,2,2,1,460000,1,1979,5,112828.0,1,2,2.0,1.0,2.0,943872.0,1,2197,719,603,1.0,1,1.0,2,111433.0,1
609,1,2,2,2,1,9300,2,1950,2,15224.0,1,2,2.0,1.0,1.0,73282.0,2,1900,963,610,1.0,1,1.0,2,15224.0,1
619,1,2,1,2,2,20000,1,995,5,4627.0,2,2,2.0,1.0,2.0,12154.0,1,1550,2951,620,1.0,1,2.0,2,1729.0,1
620,1,2,2,2,1,5000,1,1980,26,1470.0,1,2,2.0,1.0,1.0,15356.0,2,2997,1065,621,1.0,1,1.0,2,1470.0,1
622,1,2,2,2,1,66000,1,1991,16,430370.0,1,2,2.0,0.0,1.0,5900734.0,2,3838,1037,623,1.0,1,1.0,2,430370.0,1
626,1,2,2,2,1,116000,1,2001,5,28546.0,1,2,2.0,1.0,1.0,196692.0,2,5871,606,627,1.0,1,1.0,2,28546.0,1
627,1,2,2,2,1,3000,1,1953,15,8219.0,1,2,2.0,1.0,1.0,59692.0,1,1666,3166,628,1.0,1,1.0,2,7285.0,1
634,1,2,2,2,1,10000,2,1987,8,50180.0,1,2,2.0,1.0,1.0,475501.0,2,2797,1483,635,1.0,1,1.0,2,50180.0,1
635,1,2,1,2,1,4500,1,995,26,4289.0,1,2,2.0,0.0,1.0,25783.0,1,1669,2517,636,1.0,1,1.0,2,3666.0,1
637,1,2,2,2,1,1800,1,1985,15,7842.0,1,2,2.0,1.0,1.0,71369.0,2,1877,3065,638,1.0,1,1.0,2,7842.0,1
641,1,2,1,2,1,4900,6,995,2,5842.0,1,2,2.0,1.0,2.0,24108.0,1,1096,3981,642,1.0,1,1.0,2,4220.0,1
642,1,2,2,2,1,79000,1,2008,14,49831.0,1,1,2.0,0.0,1.0,733162.0,2,865,5152,643,1.0,1,1.0,2,49730.0,1
643,1,2,2,2,1,5000,1,2000,12,2806.0,1,2,2.0,1.0,1.0,18764.0,2,1599,3031,644,1.0,1,1.0,2,2806.0,1
644,1,2,2,2,1,6300,1,2002,14,13592.0,1,2,2.0,1.0,2.0,109371.0,1,1566,3967,645,1.0,1,1.0,2,12588.0,1
649,1,2,2,2,1,34500,6,1998,23,104233.0,1,2,2.0,1.0,1.0,718874.0,1,817,1242,650,1.0,1,1.0,2,95216.0,1
650,1,2,1,2,1,1500000,180,1970,24,2369226.0,1,2,2.0,1.0,1.0,19879939.0,1,607,1298,651,1.0,1,1.0,2,2296416.0,1
657,1,2,2,2,1,86000,1,1994,5,73872.0,1,2,2.0,1.0,1.0,678596.0,2,5250,528,658,1.0,1,1.0,2,73872.0,1
660,1,2,2,2,2,73000,1,1992,5,25898.0,1,2,2.0,1.0,2.0,328022.0,2,3839,879,661,1.0,1,1.0,2,25898.0,1
664,1,2,2,2,1,1500,2,2002,2,1926.0,1,2,2.0,1.0,1.0,10192.0,2,1600,2697,665,1.0,1,1.0,2,1926.0,1
666,1,2,2,2,1,47000,22,1999,2,63377.0,1,2,2.0,1.0,1.0,421453.0,2,801,1753,667,1.0,1,1.0,2,63377.0,1
669,1,2,2,2,2,1650,1,2009,14,1580.0,1,2,2.0,1.0,2.0,16091.0,2,1692,4212,670,1.0,1,1.0,2,1580.0,1
670,1,2,2,2,1,27500,1,1982,2,54645.0,1,2,2.0,1.0,2.0,561969.0,1,3075,1563,671,1.0,1,1.0,2,54418.0,1
679,1,2,2,2,1,4000,1,1955,25,7183.0,1,2,2.0,1.0,1.0,44902.0,2,2886,846,680,1.0,1,1.0,2,7183.0,1
686,1,2,2,2,1,102000,6,1990,2,179612.0,1,1,2.0,1.0,1.0,1812264.0,2,935,5190,687,1.0,1,1.0,2,173325.0,1
688,1,2,2,2,1,4500,3,1989,26,3197.0,1,2,2.0,1.0,1.0,15415.0,2,1318,841,689,1.0,1,1.0,2,3197.0,1
689,1,2,2,2,1,4300,1,2006,7,12600.0,1,2,2.0,1.0,1.0,162495.0,1,3198,1143,690,1.0,1,1.0,2,12004.0,1
690,1,2,2,2,1,2500,1,1965,5,4953.0,1,2,2.0,0.0,1.0,26256.0,1,1223,1158,691,1.0,1,1.0,2,4617.0,1
697,1,2,2,2,1,305000,12,1983,2,529735.0,1,1,2.0,1.0,1.0,7167259.0,2,1013,6459,698,1.0,1,1.0,2,529735.0,1
698,1,2,1,2,1,116000,1,1997,14,137232.0,1,2,2.0,1.0,2.0,1218863.0,1,3383,365,699,1.0,1,1.0,2,136190.0,1
704,1,2,2,2,1,2000,1,1993,2,5275.0,1,2,2.0,1.0,1.0,45072.0,2,929,1166,705,1.0,1,1.0,2,5275.0,1
705,1,2,2,2,1,37500,1,1999,14,125677.0,1,2,2.0,1.0,1.0,789506.0,1,4892,1123,706,1.0,1,1.0,2,123178.0,1
707,1,2,2,2,1,600000,1,1961,2,1402378.0,1,2,2.0,0.0,1.0,11087351.0,2,1873,3575,708,1.0,1,1.0,2,1402378.0,1
712,1,2,2,2,1,600000,14,1989,2,1121607.0,1,1,2.0,1.0,1.0,8915550.0,2,1796,3307,713,1.0,1,1.0,2,1121144.0,1
717,1,2,2,2,1,6300,1,995,2,19371.0,1,2,2.0,0.0,1.0,94928.0,2,1405,3655,718,1.0,1,1.0,2,19371.0,1
718,1,2,2,2,1,2000,1,1985,5,3648.0,1,2,2.0,1.0,1.0,53353.0,2,790,5723,719,1.0,1,1.0,2,3648.0,1
721,1,2,2,2,1,10250,1,1995,18,21968.0,1,2,2.0,1.0,1.0,220334.0,2,1673,3728,722,1.0,1,1.0,2,21968.0,1
729,1,2,2,2,1,6500,1,2010,12,2856.0,1,2,2.0,1.0,1.0,31371.0,2,1010,6564,730,1.0,1,1.0,2,2856.0,1
730,1,2,2,2,1,335000,1,1983,14,349578.0,1,2,2.0,1.0,1.0,3833779.0,1,3581,296,731,1.0,1,1.0,2,344732.0,1
741,1,2,1,2,1,110000,1,1973,18,225978.0,1,1,2.0,1.0,2.0,2432610.0,1,1525,3895,742,1.0,1,1.0,2,196360.0,1
743,1,2,2,2,1,66000,1,1997,5,19068.0,1,2,2.0,1.0,1.0,150896.0,2,925,1143,744,1.0,1,1.0,2,19068.0,1
744,1,2,2,2,1,500000,8,1999,2,875163.0,1,1,2.0,1.0,1.0,15751005.0,1,1324,3912,745,1.0,1,1.0,2,729745.0,1
748,1,2,1,2,1,25500,1,1991,17,115422.0,1,2,2.0,1.0,2.0,862044.0,1,1656,2905,749,1.0,1,1.0,2,85995.0,1
762,1,2,2,2,1,136000,1,1988,5,7347.0,1,2,2.0,1.0,1.0,60248.0,2,651,1498,763,1.0,1,1.0,2,7347.0,1
775,1,2,2,2,1,3000,1,2000,15,49544.0,1,2,2.0,0.0,2.0,374651.0,1,3270,1454,776,1.0,1,1.0,2,34449.0,1
776,1,2,1,2,1,102000,1,1987,2,698098.0,1,2,2.0,1.0,1.0,6007477.0,1,1285,4331,777,1.0,1,1.0,2,678200.0,1
777,1,2,2,2,1,4500,1,1996,2,13999.0,1,2,2.0,1.0,1.0,103585.0,2,2022,2141,778,1.0,1,1.0,2,13999.0,1
781,1,2,2,2,1,5600,7,1984,2,2902.0,1,2,2.0,1.0,1.0,14610.0,2,519,5300,782,1.0,1,1.0,2,2902.0,1
783,1,2,2,2,1,36000,1,2009,2,39548.0,1,2,2.0,1.0,1.0,407097.0,1,1263,4994,784,1.0,1,1.0,2,36989.0,1
784,1,2,2,2,1,1200,1,1992,6,8956.0,1,2,2.0,1.0,1.0,123140.0,2,1474,3500,785,1.0,1,1.0,2,8956.0,1
785,1,2,2,2,1,54000,14,1995,23,101837.0,1,2,2.0,1.0,1.0,954569.0,2,327,1922,786,1.0,1,1.0,2,101837.0,1
786,1,2,1,2,1,4500,2,2007,15,26253.0,1,1,2.0,1.0,2.0,223714.0,1,3395,451,787,1.0,1,1.0,2,25021.0,1
787,1,2,2,2,1,2600,1,2005,5,5238.0,1,2,2.0,1.0,1.0,52981.0,2,1412,3020,788,1.0,1,1.0,2,5238.0,1
788,1,2,2,2,1,6000,1,995,2,10766.0,1,2,2.0,1.0,1.0,94038.0,2,1408,4361,789,1.0,1,1.0,2,10766.0,1
790,1,2,2,2,1,50000,1,1987,25,118472.0,1,2,2.0,1.0,1.0,1055598.0,2,2569,1339,791,1.0,1,1.0,2,118472.0,1
791,1,2,2,2,1,29500,2,1966,12,23793.0,1,2,2.0,1.0,1.0,202581.0,2,4373,164,792,1.0,1,1.0,2,23793.0,1
793,1,2,2,2,1,78000,1,2000,5,27850.0,1,2,2.0,1.0,1.0,213528.0,2,1294,959,794,1.0,1,1.0,2,27850.0,1
797,1,2,2,2,1,3100,1,1984,14,3506.0,1,2,2.0,1.0,1.0,17715.0,2,1051,2367,798,1.0,1,1.0,2,3506.0,1
799,1,2,2,2,1,6900,2,1985,2,9212.0,1,2,2.0,1.0,1.0,90639.0,2,4476,140,800,1.0,1,1.0,2,9212.0,1
800,1,2,2,2,1,2000,1,2001,15,33994.0,1,2,2.0,1.0,1.0,338376.0,1,1659,3418,801,1.0,1,1.0,2,28397.0,1
813,1,2,2,2,1,3500,1,995,12,976.0,1,2,2.0,1.0,1.0,3780.0,2,1727,2980,814,1.0,1,1.0,2,976.0,1
817,1,2,2,2,1,5000,2,1955,2,4501.0,1,2,2.0,1.0,1.0,46321.0,2,1633,3494,818,1.0,1,1.0,2,4501.0,1
819,1,2,2,2,1,3600,1,1956,5,4060.0,1,2,2.0,0.0,1.0,11752.0,2,1308,4039,820,1.0,1,1.0,2,4060.0,1
823,1,2,2,2,1,1400000,25,1986,2,1031608.0,1,2,2.0,1.0,1.0,14067193.0,1,1293,4959,824,1.0,1,1.0,2,1024681.0,1
826,1,2,1,2,1,6300,3,995,2,2925.0,1,2,2.0,1.0,1.0,22519.0,1,1047,4910,827,1.0,1,1.0,2,2461.0,1
830,1,2,2,2,1,5600,1,2001,6,33829.0,1,2,2.0,1.0,1.0,276303.0,2,1630,3575,831,1.0,1,1.0,2,33829.0,1
832,1,2,2,2,1,3500,1,1965,8,6567.0,1,2,2.0,1.0,2.0,44564.0,2,3732,860,833,1.0,1,1.0,2,6567.0,1
834,1,2,2,2,1,3950,1,995,18,12144.0,1,1,2.0,1.0,2.0,75347.0,2,1665,3018,835,1.0,1,1.0,2,9098.0,1
835,1,2,2,2,1,2400,1,1972,12,271.0,1,2,2.0,1.0,1.0,7241.0,2,1032,5006,836,1.0,1,1.0,2,271.0,1
837,1,2,2,2,1,1800,1,995,2,2107.0,1,2,2.0,1.0,1.0,13792.0,2,1152,5370,838,1.0,1,1.0,2,2107.0,1
841,1,2,2,2,1,9400,1,2001,2,17756.0,1,2,2.0,1.0,1.0,208531.0,2,1895,3983,842,1.0,1,1.0,2,17756.0,1
844,1,2,1,2,1,172000,1,2010,14,114359.0,1,2,2.0,1.0,2.0,1131287.0,1,2409,2049,845,1.0,1,1.0,2,92666.0,1
845,1,2,2,2,1,1550,1,1985,26,547.0,2,2,2.0,1.0,1.0,10179.0,2,1596,5362,846,1.0,1,2.0,2,547.0,1
854,1,2,2,2,1,8000,1,995,26,1517.0,1,2,2.0,1.0,1.0,14068.0,2,2029,1649,855,1.0,1,1.0,2,1517.0,1
859,1,2,2,2,2,45000,1,1997,14,67338.0,1,2,2.0,1.0,2.0,693283.0,2,3076,715,860,1.0,1,2.0,2,67338.0,1
862,1,2,2,2,1,2800,1,1972,8,1749.0,1,2,2.0,1.0,1.0,20168.0,2,3241,1042,863,1.0,1,1.0,2,1749.0,1
866,1,2,2,2,1,1400,1,1984,6,8748.0,1,2,2.0,1.0,1.0,96300.0,2,3243,879,867,1.0,1,1.0,2,8748.0,1
870,1,2,2,2,1,3000,1,995,12,1719.0,1,2,2.0,1.0,1.0,11101.0,2,2113,1986,871,1.0,1,1.0,2,1719.0,1
871,1,2,2,2,1,1250,1,1960,14,1278.0,1,2,2.0,1.0,1.0,14381.0,2,3751,348,872,1.0,1,1.0,2,1278.0,1
872,1,2,2,2,1,2400,1,2007,26,2230.0,1,2,2.0,1.0,1.0,31432.0,2,2756,2337,873,1.0,1,1.0,2,2230.0,1
874,1,2,2,2,1,10250,1,995,2,8246.0,1,2,2.0,1.0,1.0,94189.0,2,2823,1159,875,1.0,1,1.0,2,8246.0,1
875,1,2,2,2,2,6000,1,2000,5,9779.0,1,2,2.0,1.0,2.0,89049.0,2,1695,887,876,1.0,1,1.0,2,9779.0,1
876,1,2,2,2,1,5001,1,1980,5,6756.0,1,2,2.0,1.0,1.0,38847.0,2,1921,689,877,1.0,1,1.0,2,6756.0,1
881,1,2,2,2,1,14000,1,2007,14,23679.0,1,2,2.0,1.0,1.0,221638.0,2,1687,3099,882,1.0,1,1.0,2,23679.0,1
882,1,2,2,2,1,80000,1,2000,12,100489.0,1,1,2.0,1.0,1.0,990658.0,1,3108,1141,883,1.0,1,1.0,2,77378.0,1
885,1,2,2,2,1,14000,1,1995,18,34525.0,1,2,2.0,1.0,2.0,330444.0,1,948,4084,886,1.0,1,1.0,2,24741.0,1
890,1,2,2,2,1,4400,1,2006,14,5182.0,1,2,2.0,1.0,1.0,60473.0,2,3395,851,891,1.0,1,1.0,2,5182.0,1
892,1,2,2,2,1,365000,22,1979,2,655681.0,1,1,2.0,1.0,1.0,9269380.0,2,4225,699,893,1.0,1,1.0,2,632928.0,1
893,1,2,2,2,1,10250,10,1988,2,20927.0,1,2,2.0,1.0,1.0,177393.0,1,1403,4054,894,1.0,1,1.0,2,15774.0,1
900,1,2,2,2,2,5000,2,1959,1,8478.0,1,2,2.0,0.0,2.0,104086.0,2,2321,1752,901,1.0,1,1.0,2,8478.0,1
911,1,2,1,2,1,67000,1,1965,14,75132.0,1,2,2.0,1.0,1.0,665611.0,1,2802,1999,912,1.0,1,1.0,2,73421.0,1
913,1,2,1,2,1,6400,1,1986,25,15300.0,1,2,2.0,1.0,1.0,114301.0,1,874,5141,914,1.0,1,1.0,2,13689.0,1
917,1,2,1,2,1,320000,7,1992,2,636306.0,1,1,2.0,1.0,1.0,6002094.0,1,1337,3772,918,1.0,1,1.0,2,630509.0,1
918,1,2,2,2,1,4900,1,2009,25,7289.0,1,2,2.0,1.0,1.0,60578.0,2,241,2018,919,1.0,1,1.0,2,7289.0,1
920,1,2,2,2,1,18500,1,2006,14,18176.0,1,2,2.0,1.0,1.0,244377.0,2,3871,171,921,1.0,1,1.0,2,18176.0,1
923,1,2,1,2,1,148000,1,1963,13,152205.0,1,2,2.0,1.0,2.0,2326147.0,1,2350,2721,924,1.0,1,2.0,2,150249.0,1
