,ELUSED,DHUSED,HT2,STUSED,WATR,SQFT,NOCC,YRCON,PBA,MFEXP,COOL,FKUSED,ELHT2,FREESTN,ELWATR,ELCNS,NGUSED,CDD65,HDD65,PUBID,ELHT1,HT1,ELCOOL,HWUSED,ELEXP,MFUSED
5443,1,2,2,2,1,280000,1,1963,16,1557774.0,1,1,2.0,1.0,1.0,13410415.0,2,2369,899,5444,1.0,1,1.0,2,1540442.0,1
5445,1,2,2,2,2,4100,1,1988,14,8624.0,1,2,2.0,1.0,2.0,75194.0,2,3563,367,5446,1.0,1,2.0,2,8624.0,1
5452,1,2,2,2,1,12750,4,995,8,4543.0,1,2,2.0,1.0,1.0,37513.0,2,2340,2910,5453,1.0,1,1.0,2,4543.0,1
5453,1,2,2,2,1,65000,1,1965,14,74386.0,1,2,2.0,1.0,1.0,633238.0,1,1023,5163,5454,1.0,1,1.0,2,52322.0,1
5454,1,2,2,2,1,4500,1,995,2,5065.0,1,2,2.0,1.0,1.0,58483.0,2,1627,2917,5455,1.0,1,1.0,2,5065.0,1
5455,1,2,2,2,1,5000,1,1985,1,6505.0,1,2,2.0,1.0,1.0,40275.0,2,1640,928,5456,1.0,1,1.0,2,6505.0,1
5458,1,2,1,2,1,132000,1,2006,25,155765.0,1,2,2.0,1.0,2.0,1963069.0,1,1032,4114,5459,1.0,1,1.0,2,144785.0,1
5461,1,2,2,2,1,1600,1,995,2,3010.0,1,2,2.0,1.0,1.0,20465.0,2,2577,1379,5462,1.0,1,1.0,2,3010.0,1
5466,1,2,2,2,1,2000,1,1987,2,8735.0,1,2,2.0,1.0,1.0,82544.0,2,2260,2832,5467,1.0,1,1.0,2,8735.0,1
5468,1,2,2,2,1,10000,1,2010,2,10543.0,1,1,2.0,1.0,1.0,151831.0,2,1911,1829,5469,1.0,1,1.0,2,9918.0,1
5476,1,2,2,2,2,2400,1,1979,5,9190.0,1,2,2.0,1.0,2.0,67355.0,2,4697,166,5477,1.0,1,1.0,2,9190.0,1
5478,1,2,2,2,1,17500,5,1959,23,48691.0,1,2,2.0,1.0,1.0,465279.0,2,4077,310,5479,1.0,1,1.0,2,48691.0,1
5480,1,2,2,2,2,5000,1,1985,5,1337.0,2,2,2.0,1.0,2.0,8450.0,2,193,6338,5481,1.0,1,2.0,2,1337.0,1
5481,1,2,2,2,1,7000,1,1982,14,7798.0,1,2,2.0,1.0,1.0,61189.0,2,2465,1393,5482,1.0,1,1.0,2,7798.0,1
5486,1,2,1,2,1,32000,6,1953,2,29540.0,1,2,2.0,1.0,1.0,172752.0,1,2581,1212,5487,1.0,1,1.0,2,29320.0,1
5489,1,2,2,2,1,11000,14,995,2,17939.0,1,2,2.0,1.0,1.0,114004.0,2,469,6329,5490,1.0,1,1.0,2,17939.0,1
5493,1,2,2,2,1,4600,1,1971,8,7347.0,1,2,2.0,1.0,1.0,109153.0,2,2210,2077,5494,1.0,1,1.0,2,7347.0,1
5496,1,2,1,2,1,25000,2,1979,2,50807.0,1,2,2.0,1.0,2.0,383964.0,1,1600,910,5497,1.0,1,1.0,2,48412.0,1
5499,1,2,2,2,1,12000,1,2000,2,14791.0,1,2,2.0,1.0,1.0,136012.0,2,1384,3357,5500,1.0,1,1.0,2,14791.0,1
5502,1,2,2,2,1,700000,50,1966,2,9182931.0,1,2,2.0,1.0,2.0,90917428.0,1,1239,1238,5503,1.0,1,1.0,2,9166241.0,1
5503,1,2,2,2,1,29000,1,1960,18,119384.0,1,2,2.0,1.0,2.0,1007889.0,2,609,5425,5504,1.0,1,1.0,2,119384.0,1
5506,1,2,2,2,1,75000,17,1999,2,178122.0,1,2,2.0,1.0,1.0,1841628.0,2,3884,959,5507,1.0,1,1.0,2,178122.0,1
5507,1,2,1,2,2,7000,1,1966,14,5520.0,1,2,2.0,1.0,2.0,29556.0,1,1505,1992,5508,1.0,1,1.0,2,5138.0,1
5513,1,2,1,2,1,26500,2,1954,8,40759.0,1,1,2.0,0.0,1.0,465850.0,1,174,3923,5514,1.0,1,1.0,2,38024.0,1
5526,1,2,2,2,1,5000,1,995,2,12992.0,1,2,2.0,0.0,1.0,147089.0,2,2153,3513,5527,1.0,1,1.0,2,12992.0,1
5528,1,2,1,2,1,56000,1,1997,18,53681.0,1,2,2.0,1.0,2.0,371772.0,1,1770,2456,5529,1.0,1,1.0,2,42907.0,1
5533,1,2,2,2,1,10750,1,1972,18,35282.0,1,1,2.0,1.0,1.0,368211.0,2,3950,147,5534,1.0,1,1.0,2,32472.0,1
5535,1,2,2,2,1,600000,39,1984,2,804142.0,1,2,2.0,1.0,1.0,8177619.0,2,1211,5993,5536,1.0,1,1.0,2,804142.0,1
5538,1,2,2,2,1,20250,1,1950,18,11853.0,1,2,2.0,1.0,1.0,68145.0,1,1803,2503,5539,1.0,1,1.0,2,9482.0,1
5540,1,2,1,2,1,16500,1,995,12,5886.0,1,2,2.0,1.0,1.0,77644.0,1,2995,896,5541,1.0,1,1.0,2,5870.0,1
5544,1,2,2,2,1,5400,1,1986,12,5066.0,1,2,2.0,1.0,1.0,38386.0,2,3440,459,5545,1.0,1,1.0,2,5066.0,1
5545,1,2,2,2,1,5400,1,1977,15,36190.0,1,2,2.0,1.0,2.0,429199.0,1,960,4807,5546,1.0,1,1.0,2,36071.0,1
5546,1,2,1,2,1,4000,1,2007,5,3105.0,1,2,2.0,1.0,2.0,19450.0,1,804,7278,5547,1.0,1,1.0,2,1716.0,1
5554,1,2,2,2,1,1500,3,1985,2,664.0,1,2,2.0,1.0,1.0,8548.0,2,1639,3735,5555,1.0,1,1.0,2,664.0,1
5556,1,2,2,2,2,9000,3,1980,5,17256.0,1,2,2.0,1.0,2.0,104485.0,2,1310,870,5557,1.0,1,1.0,2,17256.0,1
5558,1,2,1,2,1,6100,1,1974,13,3545.0,1,2,2.0,1.0,1.0,26801.0,2,1972,3086,5559,1.0,1,1.0,2,3545.0,1
5560,1,2,2,2,1,7700,1,1960,25,37878.0,1,2,2.0,1.0,1.0,284298.0,1,1486,3716,5561,1.0,1,1.0,2,35498.0,1
5562,1,2,1,2,1,81000,1,1973,14,46434.0,1,2,2.0,0.0,1.0,597846.0,1,1467,3055,5563,1.0,1,1.0,2,43199.0,1
5564,1,2,2,2,1,700000,35,1987,2,1375881.0,1,1,2.0,1.0,1.0,17502724.0,1,802,5798,5565,1.0,1,1.0,2,1370514.0,1
5565,1,2,2,2,1,9200,1,1997,2,6301.0,1,2,2.0,1.0,1.0,89408.0,2,535,5637,5566,1.0,1,1.0,2,6301.0,1
5569,1,2,2,2,1,2000,1,2003,15,25977.0,1,2,2.0,1.0,1.0,276906.0,1,3562,1523,5570,1.0,1,1.0,2,23147.0,1
5570,1,2,2,2,1,19000,1,2002,12,49152.0,1,2,2.0,1.0,1.0,306270.0,2,3337,314,5571,1.0,1,1.0,2,49152.0,1
5572,1,2,2,2,1,1600,1,1987,18,5269.0,1,1,2.0,1.0,2.0,54094.0,2,1281,4186,5573,1.0,1,1.0,2,4446.0,1
5576,1,2,2,2,1,6000,4,2003,2,7640.0,1,2,2.0,1.0,1.0,59801.0,2,3920,1160,5577,1.0,1,1.0,2,7640.0,1
5577,1,2,2,2,1,4800,1,1989,25,10168.0,1,2,2.0,1.0,1.0,83727.0,2,1646,3317,5578,1.0,1,1.0,2,10168.0,1
5579,1,2,2,2,1,700000,5,1991,2,752332.0,1,1,2.0,1.0,1.0,9474891.0,2,1162,4402,5580,1.0,1,1.0,2,752192.0,1
5580,1,2,2,2,1,22000,1,995,2,10057.0,1,2,2.0,0.0,1.0,52429.0,2,54,3413,5581,1.0,1,1.0,2,10057.0,1
5590,1,2,2,2,1,1300,1,1990,14,3430.0,1,2,2.0,1.0,1.0,28160.0,2,2274,1604,5591,1.0,1,1.0,2,3430.0,1
5595,1,2,2,2,1,3000,1,1969,15,3291.0,1,2,2.0,1.0,2.0,14411.0,1,1730,2389,5596,1.0,1,1.0,2,1585.0,1
5599,1,2,2,2,2,3450,1,1985,14,1832.0,1,2,2.0,1.0,2.0,17298.0,2,1288,4344,5600,1.0,1,1.0,2,1832.0,1
5610,1,2,1,2,1,102000,11,2003,2,294949.0,1,2,2.0,1.0,2.0,1683641.0,1,1021,1275,5611,1.0,1,1.0,2,281842.0,1
5614,1,2,2,2,1,23000,1,1980,5,11676.0,2,2,2.0,1.0,1.0,152825.0,2,1132,6304,5615,1.0,1,2.0,2,11676.0,1
5619,1,2,1,2,1,3500,2,1976,26,2622.0,1,2,2.0,1.0,1.0,20754.0,2,2056,3101,5620,1.0,1,1.0,2,2622.0,1
5621,1,2,2,2,1,1700,1,2000,15,12038.0,1,2,2.0,1.0,2.0,135882.0,1,2374,2527,5622,1.0,1,1.0,2,7840.0,1
5636,1,2,2,2,1,6000,1,2007,5,9180.0,1,2,2.0,1.0,1.0,120428.0,2,1817,2408,5637,1.0,1,1.0,2,9180.0,1
5637,1,2,2,2,1,4700,2,2005,5,5238.0,1,2,2.0,0.0,1.0,47994.0,2,1788,617,5638,1.0,1,1.0,2,5238.0,1
5639,1,2,1,2,1,39500,2,2005,2,82398.0,1,2,2.0,1.0,1.0,930458.0,1,2313,3098,5640,1.0,1,1.0,2,80773.0,1
5642,1,2,1,2,1,180000,1,1988,5,41119.0,1,2,2.0,1.0,1.0,237538.0,1,1816,2309,5643,1.0,1,1.0,2,33671.0,1
5643,1,2,2,2,1,196000,1,2007,11,738133.0,1,1,2.0,1.0,1.0,8488191.0,2,3876,131,5644,1.0,1,1.0,2,737329.0,1
5644,1,2,1,2,1,10750,1,1968,14,24964.0,1,2,2.0,0.0,2.0,329841.0,1,1072,5369,5645,1.0,1,1.0,2,24292.0,1
5649,1,2,2,2,1,12000,8,1982,8,12256.0,1,2,2.0,1.0,1.0,112230.0,2,207,6369,5650,1.0,1,1.0,2,12256.0,1
5650,1,2,2,2,2,1200,1,1996,14,4040.0,1,2,2.0,1.0,2.0,22803.0,2,333,2820,5651,1.0,1,1.0,2,4040.0,1
5653,1,2,2,2,1,5500,4,1989,23,5649.0,1,2,2.0,1.0,1.0,79997.0,2,162,7463,5654,1.0,1,1.0,2,5649.0,1
5659,1,2,2,2,1,230000,15,1988,23,530459.0,1,2,2.0,1.0,1.0,4544438.0,2,3490,728,5660,1.0,1,1.0,2,530459.0,1
5667,1,2,2,2,1,5700,2,1986,5,6931.0,1,2,2.0,0.0,1.0,49356.0,2,1622,969,5668,1.0,1,1.0,2,6931.0,1
5669,1,2,2,2,1,6100,2,1996,2,13823.0,1,2,2.0,1.0,2.0,135964.0,1,3710,1730,5670,1.0,1,1.0,2,12999.0,1
5672,1,2,2,2,1,20000,1,1990,14,25453.0,1,2,2.0,1.0,1.0,168958.0,2,1439,1346,5673,1.0,1,1.0,2,25453.0,1
5673,1,2,2,2,1,68000,12,2004,5,4823.0,1,2,2.0,1.0,1.0,57136.0,2,1709,3883,5674,1.0,1,1.0,2,4823.0,1
5674,1,2,2,2,1,7000,2,1995,14,1488.0,1,2,2.0,0.0,1.0,16836.0,2,2256,2577,5675,1.0,1,1.0,2,1488.0,1
5676,1,2,2,2,1,380000,1,2004,16,1442004.0,1,1,2.0,1.0,1.0,15225584.0,1,1504,2735,5677,1.0,1,1.0,2,1426248.0,1
5682,1,2,2,2,1,12250,6,1952,2,40368.0,1,2,2.0,0.0,2.0,219505.0,1,2258,649,5683,1.0,1,1.0,2,40322.0,1
5683,1,2,1,2,1,15000,1,1977,26,15825.0,1,2,2.0,1.0,1.0,149280.0,2,1847,2596,5684,1.0,1,1.0,2,15825.0,1
5685,1,2,2,2,1,17500,1,1975,18,27817.0,1,2,2.0,1.0,1.0,320238.0,2,2332,2653,5686,1.0,1,1.0,2,27817.0,1
5688,1,2,2,2,1,110000,1,1998,5,12968.0,1,2,2.0,1.0,1.0,76779.0,2,777,1436,5689,1.0,1,1.0,2,12968.0,1
5693,1,2,2,2,1,100000,1,1970,18,150536.0,2,2,2.0,1.0,2.0,1289968.0,1,732,6401,5694,1.0,1,2.0,2,117457.0,1
5699,1,2,2,2,1,2000,1,1963,13,5502.0,1,2,2.0,1.0,1.0,63473.0,2,2699,1203,5700,1.0,1,1.0,2,5502.0,1
5703,1,2,2,2,2,2000,3,1995,26,3977.0,1,2,2.0,1.0,2.0,32585.0,2,1985,2004,5704,1.0,1,1.0,2,3977.0,1
5705,1,2,2,2,1,13000,1,1974,18,25072.0,1,2,2.0,1.0,1.0,219472.0,2,1606,2315,5706,1.0,1,1.0,2,25072.0,1
5708,1,2,2,2,1,4200,1,1974,26,5980.0,1,2,2.0,1.0,1.0,86276.0,2,1119,3311,5709,1.0,1,1.0,2,5980.0,1
5709,1,2,1,2,1,2000,1,2000,25,2771.0,1,2,2.0,1.0,1.0,37433.0,1,1003,4983,5710,1.0,1,1.0,2,2712.0,1
5710,1,2,2,2,1,104000,10,1984,2,125427.0,1,2,2.0,1.0,1.0,1331923.0,2,170,4348,5711,1.0,1,1.0,2,125427.0,1
5713,1,2,2,2,1,18000,1,995,11,9786.0,1,2,2.0,1.0,1.0,72245.0,2,1023,5941,5714,1.0,1,1.0,2,9786.0,1
5716,1,2,1,2,1,5200,2,2009,2,4551.0,1,2,2.0,1.0,2.0,41085.0,1,3085,2422,5717,1.0,1,1.0,2,4305.0,1
5722,1,2,2,2,1,186000,3,1983,17,502270.0,1,1,2.0,1.0,2.0,5496445.0,1,4710,147,5723,1.0,1,1.0,2,429832.0,1
5723,1,2,2,2,1,350000,1,1951,5,53853.0,1,2,2.0,1.0,1.0,574073.0,2,1883,2253,5724,1.0,1,1.0,2,53853.0,1
5725,1,2,2,2,1,10250,3,1960,6,44110.0,1,2,2.0,0.0,1.0,301989.0,2,859,4572,5726,1.0,1,1.0,2,44110.0,1
5731,1,2,2,2,1,2400,1,1957,6,19837.0,1,2,2.0,1.0,1.0,258366.0,2,1049,4543,5732,1.0,1,1.0,2,19837.0,1
5732,1,2,2,2,1,54000,15,1980,23,88279.0,1,2,2.0,1.0,2.0,1120274.0,1,1751,3295,5733,1.0,1,1.0,2,84442.0,1
5736,1,2,1,2,1,14000,1,1996,2,16614.0,1,2,2.0,1.0,1.0,135618.0,1,2997,2192,5737,1.0,1,1.0,2,14316.0,1
5740,1,2,1,2,1,42000,1,1980,2,69525.0,1,2,2.0,1.0,1.0,644934.0,1,1885,3722,5741,1.0,1,1.0,2,61168.0,1
5746,1,2,2,2,1,55000,13,1976,2,77652.0,1,2,2.0,0.0,1.0,853699.0,2,1590,4078,5747,1.0,1,1.0,2,77652.0,1
5750,1,2,2,2,1,1800,1,1966,18,4747.0,2,2,2.0,1.0,1.0,63608.0,2,36,9532,5751,1.0,1,2.0,2,4747.0,1
5759,1,2,2,2,1,170000,33,1969,2,226180.0,1,2,2.0,1.0,1.0,3240157.0,2,3806,268,5760,1.0,1,1.0,2,226180.0,1
5762,1,2,2,2,1,8000,1,1977,13,21981.0,1,2,2.0,1.0,2.0,203998.0,2,2654,463,5763,1.0,1,1.0,2,21981.0,1
5763,1,2,2,2,1,8200,2,1950,15,22480.0,1,2,2.0,1.0,2.0,127135.0,1,1367,3992,5764,1.0,1,1.0,2,14336.0,1
5766,1,2,1,2,1,55000,1,1999,26,16949.0,1,2,2.0,1.0,1.0,96906.0,1,2463,2589,5767,1.0,1,1.0,2,13430.0,1
5769,1,2,1,2,1,150000,3,2001,13,306427.0,1,1,2.0,1.0,1.0,3812820.0,2,1936,3796,5770,1.0,1,1.0,2,306036.0,1
5770,1,2,1,2,1,50000,1,2002,18,37439.0,1,2,2.0,1.0,2.0,390393.0,1,616,7617,5771,1.0,1,1.0,2,31949.0,1
5776,1,2,2,2,1,3000,1,2007,2,7704.0,1,2,2.0,1.0,1.0,72276.0,2,1800,3854,5777,1.0,1,1.0,2,7704.0,1
5777,1,2,2,2,2,3400,1,1950,15,5653.0,1,2,2.0,1.0,2.0,36899.0,2,3598,901,5778,1.0,1,1.0,2,5653.0,1
5779,1,2,2,2,1,20000,5,2007,8,1898.0,1,2,2.0,1.0,1.0,22834.0,2,1483,3282,5780,1.0,1,1.0,2,1898.0,1
5781,1,2,2,2,1,5200,1,2004,1,5576.0,1,2,2.0,1.0,1.0,43025.0,1,1503,3038,5782,1.0,1,1.0,2,4443.0,1
5782,1,2,2,2,1,7400,2,1960,26,16424.0,1,2,2.0,1.0,1.0,103250.0,2,1666,2418,5783,1.0,1,1.0,2,16424.0,1
5784,1,2,2,2,1,200000,4,1979,2,260514.0,1,2,2.0,1.0,2.0,3358792.0,1,880,5829,5785,1.0,1,1.0,2,258987.0,1
5785,1,2,1,2,1,10000,1,1986,15,30205.0,1,2,2.0,1.0,2.0,150796.0,1,410,4932,5786,1.0,1,1.0,2,8428.0,1
5786,1,2,2,2,1,67000,3,995,1,98959.0,1,2,2.0,1.0,2.0,811179.0,1,945,5185,5787,1.0,1,1.0,2,97314.0,1
5796,1,2,2,2,2,1200,1,995,12,710.0,1,2,2.0,1.0,2.0,4249.0,2,1607,3239,5797,1.0,1,1.0,2,710.0,1
5797,1,2,1,2,1,270000,1,2008,18,329504.0,1,1,2.0,1.0,2.0,5052557.0,1,1821,2401,5798,1.0,1,1.0,2,288029.0,1
5798,1,2,2,2,1,186000,1,1990,18,121895.0,1,1,2.0,1.0,2.0,916068.0,1,785,1256,5799,1.0,1,1.0,2,106275.0,1
5799,1,2,2,2,2,3850,1,2002,14,3925.0,1,2,2.0,1.0,2.0,29816.0,2,1403,1397,5800,1.0,1,1.0,2,3925.0,1
5804,1,2,2,2,1,5000,1,2001,13,19691.0,1,2,2.0,1.0,1.0,184323.0,2,3054,550,5805,1.0,1,1.0,2,19691.0,1
5807,1,2,2,2,1,70000,4,995,25,28952.0,1,2,2.0,1.0,1.0,309122.0,2,149,4858,5808,1.0,1,1.0,2,28952.0,1
5811,1,2,2,2,1,13500,1,1985,12,6606.0,1,2,2.0,1.0,1.0,72921.0,2,3159,336,5812,1.0,1,1.0,2,6606.0,1
5812,1,2,2,2,1,6800,1,1984,15,30092.0,1,2,2.0,1.0,2.0,176688.0,1,2608,1321,5813,1.0,1,1.0,2,23940.0,1
5819,1,2,1,2,1,7000,1,1989,26,3204.0,2,2,2.0,1.0,2.0,36107.0,1,1939,2185,5820,1.0,1,2.0,2,3091.0,1
5822,1,2,2,2,1,16000,1,995,18,10675.0,1,2,2.0,1.0,1.0,264935.0,2,693,5125,5823,1.0,1,1.0,2,10675.0,1
5823,1,2,2,2,1,96000,1,1984,2,579232.0,1,2,2.0,1.0,1.0,5867001.0,2,3198,1824,5824,1.0,1,1.0,2,579232.0,1
5824,1,2,2,2,1,345000,20,2007,2,613418.0,1,1,2.0,0.0,1.0,6995148.0,2,3258,1822,5825,1.0,1,1.0,2,612224.0,1
5833,1,2,2,2,2,24250,1,995,14,32987.0,1,2,2.0,1.0,2.0,332285.0,2,3516,983,5834,1.0,1,1.0,2,32987.0,1
5841,1,2,1,2,1,100000,1,1967,14,122077.0,1,2,2.0,1.0,2.0,1201376.0,1,1768,2755,5842,1.0,1,1.0,2,108472.0,1
5846,1,2,1,2,1,80000,1,2012,18,85595.0,1,2,2.0,1.0,2.0,758123.0,1,1062,4911,5847,1.0,1,1.0,2,74454.0,1
5850,1,2,1,2,1,5800,1,995,26,2248.0,1,2,2.0,1.0,2.0,13285.0,1,966,6384,5851,1.0,1,1.0,2,1739.0,1
5852,1,2,2,2,1,3400,1,1972,12,6127.0,1,2,2.0,1.0,1.0,56822.0,2,1506,2810,5853,1.0,1,1.0,2,6127.0,1
5853,1,2,1,2,1,4400,1,2000,2,9917.0,1,2,2.0,1.0,1.0,46556.0,1,986,4933,5854,1.0,1,1.0,2,7429.0,1
5869,1,2,1,2,1,25000,1,2004,17,33855.0,1,2,2.0,1.0,2.0,355607.0,1,921,5610,5870,1.0,1,1.0,2,27103.0,1
5871,1,2,1,2,2,4250,1,1972,12,1136.0,1,2,2.0,1.0,2.0,3770.0,1,3029,2385,5872,1.0,1,1.0,2,551.0,1
5874,1,2,2,2,2,1750,2,1985,2,358.0,1,2,2.0,1.0,2.0,4117.0,2,243,2145,5875,1.0,1,1.0,2,358.0,1
5881,1,2,1,2,1,75000,1,1990,13,364753.0,1,2,2.0,1.0,1.0,8426443.0,1,1228,4352,5882,1.0,1,1.0,2,324352.0,1
5883,1,2,2,2,1,33500,4,1983,91,5379.0,1,2,2.0,1.0,1.0,73869.0,2,3347,1082,5884,1.0,1,1.0,2,5379.0,1
5887,1,2,2,2,1,134000,2,1999,12,281176.0,1,1,2.0,1.0,1.0,2798787.0,2,2512,1803,5888,1.0,1,1.0,2,272949.0,1
5889,1,2,2,2,1,60000,1,1970,2,181407.0,1,2,2.0,1.0,1.0,2152728.0,2,1202,4837,5890,1.0,1,1.0,2,181407.0,1
5890,1,2,2,2,2,15750,0,1967,1,1556.0,1,2,2.0,1.0,2.0,6130.0,2,2963,919,5891,1.0,1,1.0,2,1556.0,1
5893,1,2,2,2,1,3500,1,1973,2,1380.0,2,1,2.0,1.0,2.0,5940.0,1,806,2217,5894,1.0,1,2.0,2,1220.0,1
5898,1,2,2,2,1,24000,12,1984,2,22565.0,1,2,2.0,1.0,1.0,160909.0,2,3523,1161,5899,1.0,1,1.0,2,22565.0,1
5901,1,2,2,2,1,30000,1,1965,5,67820.0,1,2,2.0,1.0,1.0,399574.0,2,2255,1302,5902,1.0,1,1.0,2,67820.0,1
5903,1,2,2,2,2,2100,0,1984,1,637.0,2,2,2.0,1.0,2.0,3805.0,2,2541,2874,5904,1.0,1,2.0,2,637.0,1
5904,1,2,2,2,1,80000,7,2004,23,183755.0,1,2,2.0,1.0,1.0,1915996.0,2,2585,2064,5905,1.0,1,1.0,2,183755.0,1
5908,1,2,2,2,1,40500,18,1980,23,46604.0,1,2,2.0,1.0,1.0,933713.0,2,3188,1083,5909,1.0,1,1.0,2,46604.0,1
5917,1,2,2,2,1,61000,8,1988,2,120882.0,1,2,2.0,0.0,2.0,714050.0,1,683,1494,5918,1.0,1,1.0,2,120470.0,1
5918,1,2,2,2,1,96000,2,2000,14,173583.0,1,2,2.0,1.0,1.0,1872419.0,2,1465,4206,5919,1.0,1,1.0,2,173583.0,1
5920,1,2,2,2,1,190000,1,1971,2,289041.0,1,1,2.0,1.0,1.0,3987016.0,2,1408,3412,5921,1.0,1,1.0,2,277560.0,1
5929,1,2,2,2,1,4200,1,1980,5,5617.0,1,2,2.0,0.0,1.0,19721.0,2,1195,1293,5930,1.0,1,1.0,2,5617.0,1
5931,1,2,1,2,1,32000,7,1985,26,4656.0,1,2,2.0,1.0,1.0,20685.0,1,1484,4177,5932,1.0,1,1.0,2,2651.0,1
5932,1,2,2,2,1,5100,1,1981,13,3519.0,1,2,2.0,0.0,1.0,29139.0,2,1552,4228,5933,1.0,1,1.0,2,3519.0,1
5936,1,2,2,2,1,5800,1,2002,15,53008.0,1,2,2.0,1.0,1.0,533102.0,2,1507,2955,5937,1.0,1,1.0,2,53008.0,1
5937,1,2,1,2,1,96000,1,1974,25,163767.0,1,2,2.0,0.0,1.0,1454755.0,1,1965,2796,5938,1.0,1,1.0,2,147477.0,1
5941,1,2,2,2,1,97000,1,1991,2,298249.0,1,1,2.0,1.0,1.0,2756895.0,2,1717,3372,5942,1.0,1,1.0,2,298028.0,1
5945,1,2,2,2,1,1200,2,1980,2,1460.0,1,2,2.0,1.0,1.0,14617.0,2,1820,2337,5946,1.0,1,1.0,2,1460.0,1
5951,1,2,2,2,1,39500,1,995,2,34760.0,1,2,2.0,1.0,1.0,356626.0,2,1802,2607,5952,1.0,1,1.0,2,34760.0,1
5952,1,2,2,2,1,1050,1,1948,5,973.0,1,2,2.0,1.0,1.0,6038.0,2,1605,2947,5953,1.0,1,1.0,2,973.0,1
5957,1,2,2,2,1,1001,1,1975,6,5189.0,1,2,2.0,1.0,1.0,51756.0,2,1800,2683,5958,1.0,1,1.0,2,5189.0,1
5960,1,2,2,2,1,114000,2,1971,1,259583.0,1,2,2.0,1.0,2.0,1888405.0,1,1700,1984,5961,1.0,1,1.0,2,243941.0,1
5965,1,2,2,2,1,10000,1,1970,6,31971.0,1,2,2.0,1.0,1.0,432005.0,2,199,6469,5966,1.0,1,1.0,2,31971.0,1
5967,1,2,2,2,1,4350,2,1982,2,6077.0,1,2,2.0,1.0,1.0,37925.0,2,3675,410,5968,1.0,1,1.0,2,6077.0,1
5969,1,2,2,2,1,8200,1,1996,18,15513.0,1,2,2.0,1.0,1.0,123230.0,2,4328,727,5970,1.0,1,1.0,2,15513.0,1
5971,1,2,2,2,1,7500,1,1996,8,32290.0,1,2,2.0,1.0,1.0,291111.0,2,1542,4496,5972,1.0,1,1.0,2,32290.0,1
5972,1,2,2,2,1,142000,21,1989,2,190314.0,1,1,2.0,1.0,1.0,2328450.0,2,1188,4350,5973,1.0,1,1.0,2,189666.0,1
5975,1,2,2,2,1,69000,2,1991,8,121738.0,1,1,2.0,1.0,1.0,1210045.0,2,1466,2362,5976,1.0,1,1.0,2,117520.0,1
5976,1,2,1,2,1,130000,2,995,13,216137.0,1,2,2.0,1.0,2.0,2024612.0,1,823,5241,5977,1.0,1,1.0,2,198886.0,1
5979,1,2,2,2,1,198000,1,995,14,64408.0,1,2,2.0,1.0,2.0,654279.0,1,1167,1166,5980,1.0,1,1.0,2,62068.0,1
5983,1,2,2,2,1,62000,7,1972,23,111195.0,1,2,2.0,1.0,1.0,934650.0,1,1241,3398,5984,1.0,1,1.0,2,107781.0,1
5989,1,2,2,2,2,6100,2,1992,2,2022.0,1,2,2.0,1.0,2.0,14192.0,2,3611,374,5990,1.0,1,1.0,2,2022.0,1
5990,1,2,2,2,1,21750,1,1980,1,2540.0,1,2,2.0,1.0,1.0,20331.0,2,2927,1247,5991,1.0,1,1.0,2,2540.0,1
5991,1,2,2,2,1,3000,1,1970,8,3083.0,1,2,2.0,1.0,1.0,22426.0,2,3508,1444,5992,1.0,1,1.0,2,3083.0,1
5993,1,2,2,2,1,2700,1,2001,6,16394.0,1,2,2.0,0.0,1.0,217546.0,2,1959,2145,5994,1.0,1,1.0,2,16394.0,1
5995,1,2,2,2,1,2800,1,2007,15,28632.0,1,2,2.0,1.0,1.0,297949.0,1,1422,2999,5996,1.0,1,1.0,2,21256.0,1
5996,1,2,1,2,1,205000,1,1972,16,432442.0,1,2,2.0,1.0,2.0,6832109.0,1,1435,3667,5997,1.0,1,1.0,2,318314.0,1
5997,1,2,2,2,1,5000,1,995,8,3834.0,1,2,2.0,1.0,1.0,31117.0,2,1139,5796,5998,1.0,1,1.0,2,3834.0,1
5998,1,2,2,2,1,110000,1,1964,5,40359.0,1,2,2.0,1.0,1.0,286376.0,2,1611,798,5999,1.0,1,1.0,2,40359.0,1
6001,1,2,2,2,1,5000,1,1990,13,5702.0,1,2,2.0,1.0,2.0,40871.0,1,357,4293,6002,1.0,1,1.0,2,3016.0,1
6006,1,2,2,2,1,245000,6,2009,91,2056507.0,1,1,2.0,1.0,1.0,16633266.0,2,1747,3604,6007,1.0,1,1.0,2,1994092.0,1
6010,1,2,2,2,1,116000,2,995,7,166379.0,1,1,2.0,1.0,1.0,1596350.0,1,1037,4326,6011,1.0,1,1.0,2,145802.0,1
6014,1,2,1,2,1,34000,5,995,2,43720.0,1,2,2.0,0.0,1.0,555104.0,1,1124,4810,6015,1.0,1,1.0,2,40828.0,1
6015,1,2,2,2,1,62000,1,1981,5,42990.0,1,2,2.0,1.0,1.0,462028.0,2,3784,770,6016,1.0,1,1.0,2,42990.0,1
6016,1,2,2,2,1,3000,1,1974,14,7053.0,1,2,2.0,1.0,2.0,51405.0,1,2616,1059,6017,1.0,1,1.0,2,5943.0,1
6037,1,2,1,2,1,380000,1,1986,2,583272.0,1,1,2.0,1.0,1.0,5013457.0,1,1652,3253,6038,1.0,1,1.0,2,541201.0,1
