,TVONWD2,PRKGPLC1,SIZRFRI1,INTERNET,TVTYPE2,WDPELLET,USENOTMOIST,USEEL,SIZEOFGARAGE,TOTSQFT_EN,TOTUCSQFT,OUTGRILLFUEL,OUTLET,WDOTHER,ELWATER,ATTICFIN,ELFOOD,ESCWASH,HDD30YR,CDD80,BEDROOMS,NCOMBATH,DNTHEAT,WASHLOAD,TEMPGONE,HIGHCEIL,FOPAY,TOTROOMS,PERIODEL,YEARMADERANGE,CELLAR,TVONWE2,EMPLOYHH,USECENAC,ROOFTYPE,TEMPNITE,NUMFRIG,WOODLOGS,SWIMPOOL,POOL,INWIRELESS,TYPEHUQ,WHEATAGE,LPWARM,NOTMOIST,ATTIC,BASECOOL,TEMPHOME,EQUIPAUX,COOLTYPE,CWASHER,AGEFRZR,ELCOOL,WASHTEMP,DRYRFUEL,STOVE,GARGHEAT,SDESCENT,WHEATSIZ,ATHOME,AGEDW,SOLWATER,STOVENFUEL,STOVEFUEL,AIRCOND,AGECWASH,AGERFRI2,AGECENAC,TEMPGONEAC,FUELH2O,DRAFTY,FOWATER,USENG,TVTYPE1,STORIES,AGECDRYER,SIZRFRI2,EDUCATION,TVONWD1,FUELPOOL,NHSLDMEM,RECBATH,BASEHEAT,UGWATER,EQUIPAGE,ATTCCOOL,OA_LAT,PERIODFO,WSF,OVENUSE,SOLOTHER,THERMAINAC,PERIODLP,ADQINSUL,DOOR1SUM,RNSETEMP,USEWOOD,HHAGE,MONEYPY,NUMBERAC,TOTCSQFT,EQUIPM,FUELTUB,NUMCFAN,PROTHERMAC,MICRO,STUDIO,WDWATER,ELOTHER,TYPERFR1,AGERFRI1,FUELHEAT,DRYRUSE,WDWARM,FOOTHER,LPGPAY,SIZFREEZ,BASEFIN,NUMFREEZ,ELWARM,UGWARM,FOWARM,NUMMEAL,OUTGRILL,UGOTH,TVSIZE1,ICE,HEATHOME,NHAFBATH,TEMPNITEAC,USEWWAC,STOVEN,AMTMICRO,LPWATER,USESOLAR,LPOTHER,OTHROOMS,PROTHERM,OVENFUEL,CDD30YR,TOPFRONT,LPCOOK,TEMPHOMEAC,WWACAGE,USEFO,FUEL_HEAT,KOWNRENT,USEMOISTURE,WINDOWS,HHSEX,CENACHP,MOISTURE,DISHWASH,WALLTYPE,FUELH2O2,TVSIZE2,THERMAIN,USELP,DRYER,HDD50,COFFEE,TVCOLOR,PERIODNG,TOTUSQFT,TYPEGLASS,ESDISHW,ESFRIG,AUDIT,TOTHSQFT,TVONWE1,GWT,ATTCHEAT,GARGCOOL,UGCOOK,NWEIGHT,OVEN,CDD65,DWASHUSE,HDD65,OCCUPYYRANGE,SWAMPCOL,TYPERFR2,UPRTFRZR,WOODAMT
5244,1,1,5,1,3,-2,-2,1,3,7984,2646,2,1,-2,0,-2,1,1,4851,0,5,5,-2,3,68,1,-2,12,1,8,1,1,1,3,9,72,2,-2,0,-2,1,2,3,0,0,0,1,72,0,1,1,-2,1,2,5,1,0,0,3,5,3,0,-2,5,1,3,3,3,78,2,4,0,0,1,10,3,4,5,3,-2,2,0,1,0,3,-2,5.505,-2,0.44,-2,0,1,1,1,0,3,0,70,8,-2,5988,4,-2,0,1,2,-2,0,1,21,3,5,3,0,0,1,-2,1,0,1,0,0,3,1,0,3,1,1,1,72,-2,0,14,1,0,0,7,1,5,1135,2,0,76,-2,0,5,1,5,60,2,1,1,1,3,2,2,1,1,1,2007,1,3,-2,2646,2,1,1,0,5988,5,53.78,-2,0,0,7397.439604000001,2,1394,2,4532,8,-2,21,-2,-2.0
5245,2,1,4,1,3,-2,-2,1,2,5204,400,2,1,-2,1,0,1,0,6027,0,3,2,-2,3,63,0,-2,13,5,3,1,3,1,4,5,69,1,-2,0,-2,1,2,42,0,0,1,1,71,1,1,1,41,1,3,5,0,0,0,3,1,2,0,5,-2,1,42,-2,42,70,5,3,0,0,3,10,42,-2,5,2,-2,4,0,1,0,42,0,2.898,-2,0.55,7,0,1,-2,2,1,3,0,44,6,-2,5204,3,-2,3,1,1,-2,0,1,23,2,5,0,0,0,-2,4,1,1,1,0,0,3,1,0,3,1,1,0,68,-2,1,10,0,0,0,10,1,-2,918,1,0,68,-2,0,5,1,-2,41,1,0,0,1,1,-2,2,1,0,1,2971,0,4,-2,400,1,1,1,0,5204,3,48.2,0,0,0,22938.78825,0,785,0,6000,8,-2,-2,1,-2.0
5246,-2,0,4,1,-2,-2,5,1,-2,3012,0,2,1,-2,0,-2,0,1,7254,0,4,2,-2,12,64,0,-2,10,1,1,1,-2,1,2,5,64,1,-2,0,-2,1,2,3,0,1,0,1,64,1,1,1,3,1,2,5,0,-2,0,4,1,2,0,2,-2,1,2,-2,3,80,2,2,0,0,3,20,3,-2,5,2,-2,6,0,1,0,3,-2,2.042,-2,0.53,9,0,1,2,2,0,2,0,41,6,-2,3012,4,-2,6,0,1,-2,0,1,23,3,5,7,0,0,1,3,0,4,1,0,0,3,1,0,3,0,1,0,80,-2,1,25,1,0,0,6,0,-2,580,2,1,80,-2,0,5,1,-2,42,2,1,0,1,3,-2,-2,1,1,1,3553,0,1,-2,0,2,1,1,1,3012,2,43.54,-2,-2,0,23748.27894,0,639,5,6713,7,-2,-2,2,-2.0
5250,-2,0,4,1,-2,-2,6,1,-2,1893,0,23,1,-2,1,0,1,0,3720,92,3,2,-2,7,66,0,-2,7,1,3,0,-2,1,1,5,66,1,-2,0,-2,1,2,3,0,1,1,-2,66,1,1,1,-2,1,3,5,1,-2,0,3,0,3,0,5,5,1,41,-2,41,75,5,3,0,0,1,10,41,-2,4,4,-2,4,0,-2,0,41,0,8.539,-2,0.44,10,0,1,-2,2,0,3,0,47,4,-2,1893,3,-2,3,1,1,-2,0,1,22,41,5,7,0,0,-2,-2,-2,0,1,0,0,2,1,0,2,0,1,0,75,-2,1,30,0,0,0,4,1,5,1632,1,0,75,-2,0,5,2,8,41,2,0,1,1,1,-2,-2,1,0,1,1161,1,1,-2,0,2,1,1,0,1893,4,58.42,0,-2,0,28108.29092,1,1950,7,3126,8,-2,-2,-2,-2.0
5251,-2,1,3,1,-2,-2,-2,1,1,1568,250,2,1,-2,0,-2,1,-8,2671,94,2,1,-2,5,60,1,-2,3,1,4,0,-2,1,3,5,70,1,-2,0,-2,1,3,2,0,0,0,-2,70,0,1,1,-2,1,2,5,0,0,0,2,1,3,1,5,-2,1,3,-2,3,90,8,3,0,0,1,20,3,-2,5,2,-2,2,0,-2,0,3,-2,0.003,-2,0.51,0,0,1,-2,2,1,3,0,39,2,-2,1568,4,-2,3,1,1,-2,0,1,21,41,5,1,0,0,-2,-2,-2,0,1,0,0,4,1,0,3,1,1,1,76,-2,1,6,0,1,0,1,1,-2,1059,2,0,76,-2,0,5,1,-2,41,1,1,0,1,2,-2,-2,1,0,1,206,1,1,-2,250,2,-8,-8,0,1568,2,61.72,-2,0,0,8439.403220999999,0,1580,2,2009,8,0,-2,-2,-2.0
5255,2,-2,4,1,3,-2,-2,1,-2,812,0,-2,0,-2,1,-2,1,0,6758,42,3,2,-2,3,68,0,-2,7,1,6,-2,2,1,1,5,68,1,-2,-2,-2,1,4,41,0,0,-2,-2,68,1,1,1,2,1,3,5,0,-2,0,2,2,41,0,5,-2,1,3,-2,42,75,5,3,0,1,3,-2,3,-2,5,2,-2,2,0,-2,0,41,-2,2.701,-2,0.56,5,0,1,-2,2,1,3,0,34,5,-2,812,4,-2,0,0,1,0,0,1,22,3,5,3,0,0,-2,2,-2,1,1,1,0,2,0,0,3,0,1,0,75,-2,1,10,0,0,0,4,0,-2,507,1,0,75,-2,0,5,2,-2,20,1,1,0,1,3,-2,2,1,0,1,3391,1,4,1,0,1,0,0,0,812,3,46.87,-2,-2,0,34621.7199,0,492,3,6747,8,-2,-2,2,-2.0
5256,-2,0,3,0,-2,-2,-2,1,-2,1562,0,23,1,-2,0,0,1,1,4873,23,2,1,-2,7,52,1,-2,5,1,2,0,-2,1,2,5,50,1,-2,0,-2,-2,2,41,0,0,1,-2,62,1,3,1,41,1,3,5,0,-2,0,3,5,3,0,5,-2,1,41,-2,41,80,1,4,0,1,5,10,41,-2,2,4,-2,2,0,-2,1,3,0,0.397,-2,0.52,0,0,1,-2,1,0,3,0,76,4,1,1562,3,-2,1,0,1,-2,0,1,21,3,5,7,0,0,-2,4,-2,2,1,1,0,1,1,0,3,1,1,2,77,1,1,35,0,0,0,3,0,-2,269,2,0,80,1,0,5,1,-2,42,2,1,0,1,2,-2,-2,1,0,1,923,1,1,1,0,1,1,1,0,1562,4,50.31,0,-2,0,15886.52689,0,546,0,4113,4,0,-2,1,-2.0
5265,2,1,4,1,1,-2,-2,1,3,2814,650,23,1,-2,1,-2,1,0,1890,365,5,3,-2,2,60,1,-2,9,1,7,0,2,1,2,5,62,3,-2,0,-2,1,2,41,0,0,0,-2,65,1,3,1,-2,1,2,5,1,0,0,3,2,41,0,-2,2,1,3,3,3,80,5,3,0,0,1,31,3,3,4,2,-2,1,0,-2,0,41,-2,20.39,-2,0.39,-2,0,1,5,1,0,3,0,55,7,3,2814,4,-2,5,1,1,-2,0,1,21,41,5,2,0,0,1,-2,-2,0,1,0,0,4,1,0,3,1,1,0,75,2,0,35,0,0,0,4,1,5,2424,1,1,75,3,0,5,1,-2,41,2,1,0,1,4,-2,2,1,1,1,235,0,8,-2,650,2,0,0,0,2814,2,69.64,-2,0,0,10532.06292,1,2962,3,1376,7,0,22,-2,-2.0
5266,2,1,4,1,2,-2,3,1,3,5516,650,1,1,-2,0,0,1,1,6237,48,5,4,-2,4,68,0,-2,12,1,6,1,3,0,3,5,65,3,-2,0,-2,1,2,3,0,1,1,1,72,1,1,1,5,1,2,5,1,0,0,3,5,3,0,-2,1,1,2,42,5,78,1,4,0,1,3,20,2,3,5,3,-2,4,0,1,1,5,0,4.782,-2,0.58,-2,0,1,-2,1,2,2,0,46,8,-2,5516,3,-2,7,1,1,-2,0,1,21,3,5,6,0,0,-2,4,1,1,1,1,0,2,1,1,3,0,1,1,73,-2,0,25,0,0,0,7,1,5,1059,2,0,78,-2,0,5,1,4,60,1,0,1,1,9,-2,4,1,0,1,2565,1,4,1,650,2,1,1,1,5516,4,49.67,0,0,1,16814.99597,2,1171,7,5415,6,-2,22,1,-2.0
5268,-2,-2,3,1,-2,-2,-2,1,-2,639,0,-2,0,-2,1,-2,1,-2,1957,1155,0,1,-2,-2,50,0,-2,1,5,5,-2,-2,2,4,7,67,1,-2,-2,-2,1,4,3,0,0,-2,-2,70,0,1,0,-2,1,-2,-2,0,-2,0,1,2,-2,0,5,-2,1,-2,-2,2,72,5,4,0,0,5,-2,-2,-2,2,3,-2,2,0,-2,0,2,-2,0.0,-2,0.55,5,0,1,-2,2,0,-2,0,51,1,-2,639,10,-2,2,1,1,1,0,1,22,3,5,-2,0,0,-2,-2,-2,0,1,0,0,4,0,0,2,0,1,0,74,-2,1,9,0,0,0,1,1,-2,3552,-2,0,75,-2,0,5,2,-2,10,2,0,0,0,4,-2,-2,1,0,0,241,1,1,-2,0,1,-2,0,0,639,4,64.62,-2,-2,0,50256.31354,0,4071,-2,1672,5,0,-2,-2,-2.0
5269,3,-2,3,1,1,0,-2,1,-2,609,0,-2,-2,0,1,-2,1,0,2243,575,1,1,-2,1,70,1,-2,4,1,7,-2,3,1,1,-2,74,1,1,-2,-2,1,5,1,0,0,-2,-2,73,1,1,1,-2,1,2,5,0,-2,0,3,1,2,0,5,-2,1,5,-2,3,78,5,2,0,0,2,-2,5,-2,4,3,-2,2,0,-2,0,41,-2,9.085,-2,0.53,4,0,1,-2,2,0,2,1,50,6,-2,609,3,-2,1,0,1,0,0,1,22,41,5,1,1,0,-2,-2,-2,0,1,0,0,2,0,0,3,0,1,1,75,-2,1,7,0,0,0,3,0,-2,2597,1,0,75,-2,0,5,2,-2,20,1,0,0,1,1,-2,2,1,0,1,588,1,2,-2,0,1,0,0,0,609,4,66.85,-2,-2,0,45404.15523,0,3162,0,2040,8,0,-2,-2,0.5
5271,1,-2,3,1,3,-2,-2,1,-2,1140,0,-2,-2,-2,1,-2,1,0,5178,81,3,2,-2,4,70,1,-2,6,1,7,-2,2,2,1,-2,70,1,-2,-2,-2,1,5,41,0,0,-2,-2,70,1,1,1,-2,1,2,5,0,-2,0,3,1,42,0,5,-2,1,2,-2,3,65,5,3,0,0,3,-2,3,-2,2,2,-2,2,0,-2,0,41,-2,5.272,-2,0.54,2,0,1,-2,2,0,2,0,30,1,-2,1140,3,-2,0,1,1,0,0,1,22,3,5,4,0,0,-2,-2,-2,0,1,0,0,4,0,0,3,0,1,0,65,-2,1,6,0,0,0,3,1,-2,1107,1,0,65,-2,0,5,2,4,20,1,0,1,1,1,-2,2,1,0,1,2359,1,2,-2,0,2,-9,0,-9,1140,3,51.63,-2,-2,0,12352.84331,0,964,4,5377,8,-2,-2,-2,-2.0
5275,2,0,3,1,1,-2,-2,1,-2,1680,840,2,1,-2,1,1,1,0,595,398,3,1,-2,2,65,0,-2,6,1,2,0,2,1,2,2,70,1,-2,0,-2,0,2,3,0,0,1,-2,70,0,1,1,-2,1,3,5,0,-2,1,3,5,1,0,5,-2,1,41,-2,2,80,5,3,0,0,1,10,41,-2,3,4,-2,5,0,-2,0,2,0,24.611,-2,0.38,2,0,1,-2,2,0,3,0,51,2,-2,840,5,-2,5,1,1,-2,0,1,21,3,5,2,0,0,-2,-2,-2,0,1,0,0,2,1,0,3,1,1,0,73,-2,1,7,0,0,0,3,1,-2,3452,1,0,73,-2,0,5,1,-2,41,1,1,0,1,7,-2,2,1,0,1,42,1,4,-2,840,1,1,1,0,840,4,74.81,0,-2,0,34233.373510000005,0,3700,1,450,7,0,-2,-2,-2.0
5277,2,1,3,1,3,0,-2,1,2,2054,400,2,1,0,1,-2,1,0,1602,560,3,2,-2,1,72,0,-2,5,1,4,0,2,1,2,5,72,2,1,0,-2,1,2,41,0,0,0,-2,72,1,1,1,-2,1,3,5,0,0,1,2,5,-2,0,5,-2,1,2,42,5,72,5,3,0,0,2,10,41,3,1,3,-2,2,0,-2,0,5,-2,13.434,-2,0.43,0,0,1,-2,2,0,3,1,55,2,-2,2054,3,-2,2,0,1,-2,0,1,21,3,5,1,1,0,-2,-2,-2,0,1,0,0,2,1,0,4,1,1,0,72,-2,1,2,0,0,0,2,0,-2,2767,1,0,72,-2,0,5,1,-2,60,2,0,0,0,3,-2,1,1,0,1,296,1,3,-2,400,1,-2,0,0,2054,3,71.1,-2,0,0,15390.8941,0,3397,-2,1468,7,0,23,-2,0.5
5281,-2,-2,-2,0,-2,-2,-2,1,-2,591,0,-2,-2,-2,0,-2,1,-2,5436,0,1,1,-2,-2,74,0,-2,3,5,6,-2,-2,0,1,-2,74,0,-2,-2,-2,-2,5,2,0,0,-2,-2,74,0,1,0,-2,1,-2,5,0,-2,0,-2,5,-2,0,5,-2,1,-2,-2,41,68,1,4,0,1,1,-2,3,-2,1,3,-2,1,0,-2,1,41,-2,4.508,-2,0.5,2,0,1,-2,2,0,-2,0,85,1,-2,591,3,-2,0,1,1,0,0,1,-2,-2,5,20,0,0,-2,-2,-2,0,1,0,0,3,0,0,2,-2,1,0,68,-2,1,4,0,0,0,2,1,-2,860,-2,0,72,-2,0,5,2,-2,20,1,0,0,0,7,-2,-2,1,0,1,2588,1,1,5,0,1,-2,-2,0,591,3,49.97,-2,-2,0,36101.55336000001,0,969,-2,5428,7,-2,-2,-2,-2.0
5282,-2,-2,4,1,-2,0,-2,1,-2,1664,1331,23,1,0,1,-2,1,1,6925,0,2,1,-2,2,65,1,-2,5,1,4,-2,-2,1,-2,5,69,1,1,-2,-2,1,4,1,0,0,-2,-2,68,1,2,1,-2,1,1,5,0,-2,0,-2,1,3,0,5,-2,1,2,-2,-2,75,5,3,0,0,1,-2,2,-2,5,2,-2,1,1,-2,0,3,-2,2.542,-2,0.65,3,0,-2,-2,2,0,3,1,45,4,1,333,2,-2,5,-2,2,0,0,1,22,1,5,2,1,0,-2,-2,-2,0,1,0,0,3,1,0,2,0,1,1,70,3,1,20,0,0,0,3,1,-2,626,1,0,72,2,0,5,2,-2,42,2,-2,0,1,2,-2,-2,1,0,1,3189,0,1,-2,0,1,1,0,-9,1664,2,46.87,-2,-2,0,29740.27335,0,686,0,6350,8,-2,-2,-2,1.0
5289,2,0,4,1,3,-2,-2,1,-2,1350,0,23,0,-2,0,-2,1,-9,933,2123,3,2,-2,10,75,1,-2,4,1,6,0,3,0,1,5,60,2,-2,0,-2,1,2,2,0,0,0,-2,75,0,1,1,-2,1,3,1,0,-2,0,3,2,2,0,5,-2,1,2,3,1,75,1,3,0,1,1,10,2,1,2,3,-2,5,0,-2,1,1,-2,0.268,-2,0.45,6,0,1,-2,2,1,3,0,30,1,-2,1350,3,-2,1,1,1,-2,0,1,22,2,5,10,0,0,-2,-2,-2,0,1,0,0,2,1,1,4,0,1,1,73,-2,1,25,0,0,0,1,1,-2,4616,1,0,73,-2,0,5,2,-2,30,1,1,0,1,1,-2,3,1,0,1,1,0,3,1,0,1,-9,-9,0,1350,4,71.41,-2,-2,0,26623.252630000006,0,4643,0,766,7,0,-2,-2,-2.0
5294,-2,-2,4,1,-2,-2,-2,1,-2,1325,0,-2,-2,-2,1,-2,1,0,4534,60,3,2,-2,8,65,1,-2,5,1,6,-2,-2,1,3,-2,70,1,-2,-2,-2,1,5,2,0,0,-2,-2,70,0,1,1,-2,1,1,5,0,-2,0,3,0,1,0,5,-2,1,2,-2,2,75,5,4,0,0,3,-2,2,-2,4,1,-2,1,0,-2,0,2,-2,6.2010000000000005,-2,0.53,1,0,1,-2,1,1,3,0,24,2,-2,1325,3,-2,4,1,1,0,0,1,1,1,5,8,0,0,-2,-2,-2,0,1,0,0,2,0,0,3,0,1,0,70,-2,1,10,0,0,0,2,1,-2,1456,1,0,70,-2,0,5,2,-2,30,2,0,0,1,3,-2,-2,1,0,1,1581,1,1,-2,0,1,0,0,-9,1325,2,55.86,-2,-2,0,21155.6937,0,1470,1,4135,8,-2,-2,-2,-2.0
5295,2,1,4,1,3,0,-2,1,2,2000,400,2,1,0,1,-2,1,1,4738,26,4,2,-2,4,70,1,-2,9,1,4,0,2,0,3,5,68,2,1,0,-2,0,2,41,0,0,0,-2,70,1,1,1,-2,1,2,5,1,0,0,3,5,42,0,-2,2,1,2,42,2,68,5,3,0,0,3,20,2,4,3,4,-2,2,1,-2,0,2,-2,0.407,-2,0.52,-2,0,1,5,1,0,3,1,65,8,-2,2000,4,5,1,1,1,-2,0,1,21,42,5,4,1,0,1,-2,-2,0,1,0,0,3,1,0,3,1,1,1,66,-2,0,21,0,0,0,5,1,5,310,2,1,68,-2,0,5,1,-2,50,1,1,0,1,3,-2,2,1,1,1,918,1,3,-2,400,2,1,1,0,2000,4,50.32,-2,0,0,13921.79749,2,595,5,4038,6,0,22,-2,0.5
5299,-2,-2,2,1,-2,-2,-2,1,-2,1080,0,-2,-2,-2,1,-2,0,0,214,386,2,1,-2,4,78,0,-2,6,1,5,-2,-2,1,2,-2,72,1,-2,-2,-2,1,5,3,0,0,-2,-2,76,0,1,1,-2,1,2,5,0,-2,0,2,0,3,0,5,-2,1,5,-2,3,78,5,4,0,0,1,-2,5,-2,4,3,-2,1,0,-2,0,3,-2,29.327,-2,0.41,0,0,1,-2,2,0,3,0,61,4,-2,1080,3,-2,2,0,1,0,0,1,23,3,5,4,0,0,-2,-2,-2,0,1,0,0,6,0,0,2,0,1,1,72,-2,1,2,0,0,0,4,0,-2,4116,1,0,72,-2,0,5,1,-2,20,1,0,0,1,7,-2,-2,1,0,1,37,0,1,-2,0,1,1,1,0,1080,4,78.01,-2,-2,0,32589.570880000007,0,4866,1,89,5,0,-2,-2,-2.0
5301,2,1,4,1,3,-2,-2,1,2,1562,400,2,1,-2,1,-2,1,1,527,251,4,2,-2,3,65,0,-2,7,1,5,0,2,1,1,5,70,1,-2,1,0,0,2,41,0,0,0,-2,70,0,1,1,3,1,3,5,0,0,0,3,5,3,0,5,-2,1,2,-2,3,81,5,4,0,0,4,10,2,-2,3,3,-2,2,0,-2,0,3,-2,27.642,-2,0.35,4,0,1,-2,2,2,3,0,51,3,-2,1562,4,-2,6,1,1,-2,0,1,22,3,5,3,0,0,-2,3,-2,1,1,0,0,3,1,0,3,0,1,0,78,-2,1,20,0,0,0,3,1,-2,3485,2,0,79,-2,0,5,1,-2,30,2,1,0,1,7,-2,2,1,0,1,0,1,2,-2,400,1,0,0,0,1562,4,74.94,-2,0,0,14548.41215,0,3996,1,360,7,0,-2,2,-2.0
5303,2,1,3,1,3,-2,-2,1,2,2180,400,2,1,-2,1,-2,1,0,511,469,3,2,-2,2,69,1,-2,7,1,7,0,2,0,2,5,69,1,-2,0,-2,1,2,41,0,0,0,-2,73,0,1,1,-2,1,3,5,0,0,0,2,5,1,0,5,-2,1,2,-2,41,83,5,3,0,0,3,10,41,-2,4,2,-2,1,0,-2,0,41,-2,24.94,-2,0.34,0,0,1,-2,2,2,3,0,75,4,-2,2180,4,-2,4,1,1,-2,0,1,23,1,5,2,0,0,-2,-2,-2,0,1,0,0,3,1,0,2,1,1,0,79,-2,1,21,0,0,0,4,1,-2,3552,1,0,79,-2,0,5,1,-2,30,2,1,0,1,7,-2,1,1,0,1,13,0,3,-2,400,1,0,0,0,2180,2,76.12,-2,0,0,25896.82903,0,4880,2,245,7,0,-2,-2,-2.0
5304,2,1,4,1,1,-2,-2,1,2,2096,400,-2,1,-2,0,-2,1,1,2591,108,4,2,-2,4,68,0,-2,7,1,7,0,3,1,3,1,68,1,-2,0,-2,1,2,41,0,0,0,-2,68,1,1,1,-2,1,3,1,1,0,1,3,0,3,0,-2,1,1,3,-2,41,80,1,4,0,1,1,10,3,-2,3,3,-2,2,0,-2,1,41,-2,0.003,-2,0.5,-2,0,1,-2,2,1,3,0,40,7,-2,2096,3,-2,2,1,1,-2,0,1,21,3,5,4,0,0,-2,-2,-2,0,1,1,0,3,0,1,3,1,1,0,78,-2,0,14,0,0,0,3,1,5,1457,1,0,78,-2,0,5,1,-2,41,1,0,0,1,4,-2,3,1,0,1,223,1,2,1,400,2,1,1,0,2096,4,62.25,-2,0,1,11593.08828,1,1658,0,2059,7,0,-2,-2,-2.0
5307,2,1,3,1,1,-2,-2,1,2,2728,400,2,1,-2,1,0,1,1,599,451,4,2,-2,5,70,0,-2,7,1,8,0,1,2,2,5,72,1,-2,0,-2,1,2,3,0,0,1,-2,72,0,1,1,-2,1,2,5,0,0,0,3,5,3,0,5,-2,1,2,-2,2,75,5,4,0,0,1,20,2,-2,3,3,-2,4,0,-2,0,2,0,24.622,-2,0.38,5,0,1,-2,2,1,3,0,33,6,-2,2728,4,-2,2,1,1,-2,0,1,23,41,5,5,0,0,-2,-2,-2,0,1,0,0,3,1,0,3,0,1,1,72,-2,1,9,0,0,0,3,1,-2,3428,1,0,72,-2,0,5,2,-2,41,1,1,0,1,4,-2,1,1,0,1,0,1,2,-2,400,2,0,0,-9,2728,3,74.83,0,0,0,8874.583114000001,0,3836,4,431,8,0,-2,-2,-2.0
5308,3,0,4,1,1,-2,1,1,-2,1708,0,2,1,-2,1,-2,1,1,576,411,3,1,-2,8,64,1,-2,7,1,5,0,2,1,2,5,65,2,-2,0,-2,1,2,3,0,1,0,-2,67,1,3,1,-2,1,2,5,0,-2,0,2,5,5,0,5,-2,1,2,3,3,74,5,3,0,0,1,10,1,1,2,3,-2,2,0,-2,0,3,-2,24.709,-2,0.38,1,0,1,-2,2,1,3,0,55,4,1,1708,4,-2,4,0,1,-2,0,1,21,3,5,8,0,0,-2,-2,-2,0,1,0,0,3,1,0,3,1,1,1,74,4,1,10,0,0,0,4,0,-2,3547,1,0,72,2,0,5,1,-2,41,1,1,0,1,2,-2,2,1,0,1,29,1,4,-2,0,1,0,1,0,1708,3,74.89,-2,-2,0,13026.16126,0,4083,1,395,5,0,-2,-2,-2.0
5310,2,0,3,1,1,-2,-2,1,-2,2400,1200,2,0,-2,1,-2,1,0,4080,0,3,1,-2,3,68,0,-2,5,1,5,1,3,0,1,5,68,1,-2,0,-2,1,2,3,0,0,0,0,68,0,1,1,41,1,2,5,0,-2,0,1,2,1,0,5,-2,1,3,-2,3,72,5,4,0,0,1,10,3,-2,5,3,-2,2,0,0,0,3,-2,8.73,-2,0.4,7,0,1,-2,1,0,2,0,59,3,-2,1200,4,-2,5,1,1,-2,0,1,5,1,5,3,0,0,-2,3,0,3,1,0,0,2,1,0,1,1,1,1,72,-2,1,20,0,0,0,2,0,-2,1040,1,0,72,-2,0,5,1,-2,41,2,1,0,1,1,-2,1,1,0,1,1430,1,2,-2,1200,2,1,0,0,1200,4,57.7,-2,-2,0,21855.96293,0,1237,3,3647,5,-2,-2,2,-2.0
5318,2,-2,3,1,1,-2,-2,1,-2,992,0,-2,0,-2,1,-2,1,-2,3748,303,1,1,-2,-2,65,0,-2,3,1,8,-2,3,1,2,5,66,1,-2,-2,-2,1,4,2,0,0,-2,-2,68,0,1,0,-2,1,-2,-2,1,-2,1,1,2,2,0,5,5,1,-2,-2,1,75,5,3,0,0,1,-2,-2,-2,3,2,-2,2,0,-2,0,2,-2,6.598,-2,0.61,1,0,1,-2,3,0,-2,0,29,3,-2,992,3,-2,1,1,1,0,0,1,1,3,5,-2,0,0,-2,-2,-2,0,1,0,0,2,0,0,2,0,1,0,66,-2,1,20,0,0,0,2,1,-2,1863,-2,0,68,-2,0,5,2,-2,20,2,0,0,1,2,-2,4,1,0,0,1075,0,2,-2,0,1,0,0,-9,992,3,61.96,-2,-2,0,31317.27198,0,2272,0,3162,8,0,-2,-2,-2.0
5319,2,0,3,1,3,-2,-2,1,-2,1287,0,23,0,-2,1,0,1,1,560,529,2,1,-2,2,65,0,-2,5,1,4,0,2,0,1,5,65,1,-2,0,-2,1,2,3,0,0,1,-2,67,0,1,1,-2,1,3,5,0,-2,1,2,4,-2,0,5,-2,1,3,-2,3,77,5,4,0,0,3,10,3,-2,2,2,-2,4,0,-2,0,42,0,24.226,-2,0.48,1,0,1,-2,1,6,3,0,41,2,-2,1287,3,-2,3,0,1,-2,0,1,21,2,5,2,0,0,-2,-2,-2,0,1,0,0,2,1,0,3,1,1,0,75,-2,1,3,0,0,0,3,0,-2,3985,1,0,75,-2,0,5,1,-2,30,1,0,0,0,7,-2,2,1,0,1,81,0,2,-2,0,1,-2,1,0,1287,3,76.93,0,-2,0,15809.59651,0,4247,-2,592,8,0,-2,-2,-2.0
5322,3,0,4,1,1,-2,-2,1,-2,3136,0,23,0,-2,1,1,1,0,155,592,4,3,-2,3,77,0,-2,8,1,3,0,2,0,1,2,77,2,-2,0,-2,1,2,2,0,0,1,-2,77,0,1,1,-2,1,1,5,0,-2,0,4,5,41,0,5,-2,1,41,42,41,77,5,4,0,0,2,10,41,1,5,3,-2,2,0,-2,0,41,1,32.532,-2,0.4,6,0,1,-2,2,0,3,0,75,3,-2,3136,3,-2,5,0,2,-2,0,1,21,41,5,1,0,0,-2,-2,-2,0,1,0,0,2,1,0,2,1,1,1,77,-2,1,14,0,0,0,4,0,-2,4217,1,0,77,-2,0,5,1,-2,41,1,1,0,1,7,-2,1,1,0,1,23,1,6,-2,1568,2,0,0,0,1568,2,78.84,0,-2,0,16387.40493,0,5177,2,70,5,0,-2,-2,-2.0
