,ELUSED,STHW,STDNRM,PKGCL,FACIL,COOK,DHUSED,ELNONLU,OTCLEQ,NWKERC,LOHRPC,PRNTYP,COOLP,OPNWE,WKHRS,FAX,ELCOOK,HT2,DHHT1,SOUSED,HEATP,NWKER,FLUORP,FURNAC,RFGEQP,CAPGEN,RCAC,OPEN24,RDCLNF,GOVOWN,CWUSED,ELMANU,MANU,RFCNS,COUSED,MAINT,WINTYP,EVAPCL,LTOHRP,HTPMPC,STUSED,DHCOOL,WATR,SQFT,BOILER,DHOTH,DAYLTP,WLCNS,SERVER,NOCC,DHCNS,YRCON,BULB,PBA,MFEXP,COOL,PCTERM,ACWNWL,MONUSE,PKGHT,AWN,FKUSED,SKYLT,ELHT2,SLFCON,FREESTN,ONEACT,ELWATR,ELCNS,OTLT,DHWATR,ELLOCUT,NGUSED,NFLOOR,CDD65,HDD65,HTPMPH,DHMANU,WOUSED,PUBID,WKHRSC,GENR,DHHT2,ELHT1,TRNGRM,TINT,RDHTNF,REFL,HT1,ELCOOL,DHEXP,WTHTEQ,OTUSED,COPIER,OTHTEQ,PRNTRN,MAINHT,HWUSED,HID,CHWT,ELEXP,DHCOOK,CHILLR,MAINCL,PRUSED,FLUOR,CFLR,STHWP,MFUSED,PCTRMC,HALO,ELOTSRC,OPNMF,HWTRM,OWNOCC
5048,1,1.0,1.0,2.0,1.0,2.0,1,2.0,2.0,8.0,4.0,2.0,100.0,1.0,168.0,1.0,2.0,2,1.0,2.0,100.0,350.0,75.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,6.0,2.0,1.0,2.0,2.0,100.0,2.0,1,2.0,1,188000,2.0,2.0,0.0,2.0,1.0,4,42053.0,1971,1.0,16,1214321.0,1,1.0,2.0,12.0,2.0,2.0,1,2.0,2.0,2.0,1.0,1.0,2.0,5094989.0,2.0,1.0,1.0,1,6.0,1875,2289,2.0,2.0,2.0,5049,7.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1,1.0,785492.0,3.0,2.0,1.0,2.0,5.0,4.0,2,2.0,1.0,415779.0,2.0,1.0,3.0,2.0,1.0,1.0,100.0,1,6.0,2.0,2.0,1.0,1.0,2.0
5075,1,1.0,1.0,1.0,1.0,1.0,1,2.0,2.0,9.0,4.0,2.0,100.0,1.0,168.0,1.0,1.0,2,1.0,2.0,100.0,600.0,80.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,2.0,1.0,3.0,2.0,80.0,2.0,1,2.0,1,800000,2.0,2.0,15.0,1.0,1.0,1,100776.0,1965,1.0,16,3719965.0,1,1.0,2.0,12.0,2.0,2.0,1,2.0,2.0,2.0,1.0,1.0,2.0,20669299.0,2.0,1.0,1.0,2,10.0,1254,5051,2.0,2.0,2.0,5076,7.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1,1.0,1914685.0,3.0,2.0,1.0,2.0,50.0,4.0,2,1.0,1.0,1765473.0,1.0,1.0,4.0,2.0,1.0,1.0,100.0,1,9.0,2.0,2.0,1.0,1.0,1.0
5081,1,1.0,2.0,1.0,1.0,2.0,1,2.0,2.0,3.0,4.0,2.0,12.0,1.0,168.0,1.0,2.0,2,1.0,2.0,100.0,7.0,95.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,6.0,2.0,1.0,2.0,2.0,80.0,2.0,1,2.0,1,91000,2.0,2.0,10.0,1.0,2.0,1,2290.0,1963,2.0,18,102659.0,1,1.0,2.0,12.0,2.0,2.0,2,2.0,2.0,2.0,1.0,1.0,2.0,551154.0,2.0,1.0,2.0,1,8.0,1033,5362,2.0,2.0,2.0,5082,7.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1.0,56547.0,2.0,2.0,1.0,2.0,100.0,4.0,2,2.0,2.0,45785.0,2.0,2.0,2.0,2.0,1.0,1.0,100.0,1,4.0,2.0,1.0,1.0,1.0,1.0
5126,1,1.0,2.0,1.0,1.0,2.0,1,2.0,2.0,11.0,4.0,2.0,85.0,2.0,50.0,1.0,2.0,1,1.0,2.0,100.0,2500.0,95.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,85.0,1.0,1,2.0,1,1400000,2.0,2.0,5.0,3.0,1.0,3,90072.0,1973,2.0,2,2721955.0,1,1.0,1.0,12.0,2.0,1.0,1,2.0,1.0,2.0,1.0,1.0,1.0,13163709.0,2.0,1.0,1.0,2,995.0,1466,4393,1.0,2.0,2.0,5127,4.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1,1.0,1724131.0,3.0,2.0,1.0,2.0,100.0,4.0,2,2.0,1.0,909399.0,2.0,1.0,4.0,2.0,1.0,1.0,100.0,1,8.0,1.0,2.0,1.0,2.0,3.0
5135,1,1.0,2.0,2.0,1.0,1.0,1,2.0,2.0,7.0,4.0,1.0,85.0,2.0,50.0,2.0,1.0,1,1.0,2.0,100.0,175.0,95.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,90.0,2.0,1,2.0,1,66000,2.0,2.0,5.0,3.0,2.0,1,3110.0,1970,2.0,2,59902.0,1,1.0,2.0,12.0,2.0,2.0,2,2.0,1.0,1.0,1.0,1.0,2.0,834445.0,2.0,1.0,2.0,2,4.0,1287,5272,2.0,2.0,2.0,5136,4.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1,1.0,26382.0,1.0,2.0,1.0,2.0,15.0,4.0,2,2.0,2.0,33520.0,2.0,1.0,3.0,2.0,1.0,1.0,100.0,1,6.0,2.0,1.0,1.0,1.0,1.0
5147,1,1.0,-1.0,2.0,1.0,1.0,1,2.0,2.0,3.0,4.0,2.0,85.0,1.0,65.0,1.0,1.0,2,1.0,2.0,100.0,7.0,80.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,2.0,2,2.0,1,9600,2.0,2.0,30.0,3.0,2.0,1,371.0,1962,2.0,15,102487.0,1,1.0,2.0,9.0,2.0,1.0,2,2.0,2.0,2.0,1.0,1.0,2.0,562440.0,2.0,2.0,1.0,1,2.0,1488,1471,2.0,2.0,2.0,5148,5.0,2.0,2.0,2.0,-1.0,2.0,1.0,2.0,1,2.0,7177.0,3.0,2.0,2.0,2.0,1.0,4.0,1,2.0,1.0,93726.0,2.0,2.0,4.0,2.0,1.0,1.0,100.0,1,1.0,2.0,2.0,1.0,1.0,1.0
5161,1,1.0,2.0,1.0,2.0,1.0,1,2.0,2.0,10.0,4.0,2.0,85.0,1.0,168.0,1.0,1.0,1,1.0,2.0,90.0,1500.0,95.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,95.0,2.0,1,2.0,1,450000,2.0,2.0,0.0,1.0,1.0,1,19065.0,995,1.0,2,516532.0,1,1.0,1.0,12.0,2.0,1.0,1,2.0,1.0,1.0,1.0,1.0,2.0,6987666.0,2.0,1.0,1.0,2,12.0,2090,3077,2.0,2.0,2.0,5162,7.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1,1.0,316191.0,1.0,2.0,1.0,2.0,200.0,4.0,2,1.0,2.0,197401.0,2.0,1.0,3.0,2.0,1.0,1.0,100.0,1,9.0,1.0,2.0,1.0,2.0,1.0
5164,1,1.0,2.0,2.0,1.0,2.0,1,1.0,2.0,7.0,4.0,2.0,100.0,1.0,65.0,1.0,2.0,2,1.0,2.0,100.0,200.0,75.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,6.0,2.0,1.0,2.0,1.0,100.0,2.0,2,2.0,1,49000,2.0,2.0,100.0,2.0,1.0,2,4761.0,1989,2.0,2,126003.0,1,1.0,2.0,12.0,2.0,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,418854.0,2.0,1.0,1.0,2,2.0,444,7609,2.0,2.0,2.0,5165,5.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1,1.0,89835.0,3.0,2.0,1.0,2.0,3.0,4.0,1,2.0,2.0,36168.0,2.0,1.0,3.0,2.0,1.0,1.0,100.0,1,6.0,2.0,2.0,1.0,2.0,3.0
5167,1,1.0,1.0,1.0,1.0,1.0,1,2.0,2.0,9.0,4.0,2.0,99.0,1.0,168.0,2.0,2.0,2,1.0,2.0,100.0,800.0,95.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,6.0,2.0,1.0,2.0,2.0,80.0,2.0,1,2.0,1,700000,2.0,2.0,3.0,2.0,1.0,1,125331.0,1978,1.0,16,5646673.0,1,1.0,1.0,12.0,1.0,1.0,1,1.0,2.0,2.0,1.0,1.0,2.0,9557222.0,2.0,1.0,2.0,1,13.0,671,5922,2.0,2.0,2.0,5168,7.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1,1.0,2391223.0,3.0,2.0,1.0,2.0,50.0,4.0,2,1.0,1.0,1769599.0,1.0,2.0,4.0,2.0,1.0,1.0,100.0,1,9.0,1.0,1.0,1.0,1.0,1.0
5190,1,1.0,1.0,2.0,1.0,1.0,1,2.0,2.0,8.0,4.0,1.0,80.0,1.0,168.0,1.0,2.0,1,1.0,2.0,100.0,300.0,100.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,6.0,2.0,1.0,1.0,2.0,100.0,2.0,1,2.0,1,330000,2.0,2.0,0.0,3.0,1.0,10,30887.0,1972,2.0,16,2041425.0,1,1.0,2.0,12.0,1.0,2.0,1,2.0,1.0,2.0,1.0,1.0,2.0,10903246.0,2.0,1.0,1.0,1,7.0,969,5651,1.0,2.0,2.0,5191,7.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1,2.0,583818.0,3.0,2.0,2.0,2.0,50.0,4.0,2,2.0,1.0,1263403.0,2.0,2.0,4.0,2.0,1.0,1.0,100.0,1,6.0,1.0,2.0,1.0,1.0,3.0
5255,1,1.0,2.0,1.0,1.0,2.0,1,1.0,2.0,9.0,3.0,1.0,80.0,1.0,168.0,2.0,2.0,2,1.0,2.0,100.0,500.0,90.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,6.0,2.0,1.0,3.0,2.0,75.0,2.0,1,2.0,1,295000,2.0,2.0,5.0,1.0,2.0,1,18395.0,1991,1.0,8,1828450.0,1,1.0,1.0,12.0,1.0,2.0,1,1.0,2.0,2.0,1.0,1.0,2.0,13803484.0,2.0,1.0,2.0,2,9.0,531,4886,2.0,2.0,2.0,5256,7.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1,1.0,353352.0,1.0,2.0,1.0,2.0,50.0,4.0,2,2.0,1.0,1475098.0,2.0,2.0,4.0,2.0,1.0,1.0,50.0,1,8.0,2.0,2.0,1.0,1.0,1.0
5259,1,1.0,2.0,1.0,1.0,1.0,1,2.0,2.0,11.0,4.0,1.0,85.0,1.0,168.0,2.0,2.0,2,1.0,2.0,100.0,3000.0,75.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,80.0,2.0,1,2.0,1,1400000,2.0,2.0,20.0,1.0,2.0,2,157022.0,1975,1.0,16,5671591.0,1,1.0,2.0,12.0,2.0,2.0,1,2.0,2.0,2.0,1.0,1.0,2.0,46751157.0,2.0,1.0,1.0,2,10.0,1168,5267,2.0,2.0,2.0,5260,7.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1,1.0,2469245.0,1.0,2.0,2.0,2.0,250.0,4.0,2,1.0,2.0,3190115.0,1.0,1.0,3.0,2.0,1.0,1.0,100.0,1,9.0,1.0,2.0,1.0,1.0,3.0
5291,1,1.0,2.0,1.0,1.0,1.0,1,2.0,2.0,11.0,4.0,2.0,100.0,1.0,168.0,1.0,1.0,1,1.0,2.0,100.0,2500.0,95.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,90.0,2.0,2,2.0,1,1400000,2.0,2.0,10.0,3.0,1.0,1,1121.0,1960,1.0,16,1348758.0,1,1.0,2.0,12.0,1.0,2.0,1,2.0,1.0,1.0,0.0,1.0,2.0,9060103.0,2.0,2.0,1.0,1,10.0,4593,79,2.0,2.0,2.0,5292,7.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1,1.0,21017.0,3.0,2.0,1.0,2.0,800.0,4.0,1,2.0,1.0,775540.0,2.0,2.0,4.0,2.0,1.0,1.0,95.0,1,9.0,2.0,2.0,1.0,1.0,1.0
5311,1,1.0,1.0,2.0,1.0,1.0,1,2.0,2.0,10.0,4.0,2.0,100.0,1.0,168.0,1.0,1.0,2,1.0,2.0,100.0,1100.0,90.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,6.0,2.0,1.0,2.0,2.0,100.0,2.0,1,2.0,1,800000,2.0,2.0,5.0,1.0,2.0,1,117836.0,1956,1.0,16,4045635.0,1,1.0,2.0,12.0,2.0,2.0,1,1.0,2.0,2.0,1.0,1.0,2.0,30783786.0,2.0,1.0,1.0,2,9.0,918,7173,2.0,2.0,2.0,5312,7.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1,2.0,2277639.0,1.0,2.0,1.0,2.0,1000.0,4.0,2,2.0,1.0,1564931.0,1.0,2.0,4.0,2.0,1.0,1.0,100.0,1,9.0,2.0,2.0,1.0,1.0,1.0
5313,1,1.0,2.0,2.0,2.0,2.0,1,2.0,2.0,9.0,4.0,2.0,100.0,2.0,60.0,1.0,2.0,2,1.0,2.0,100.0,700.0,100.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,90.0,2.0,2,2.0,1,600000,2.0,2.0,40.0,1.0,1.0,1,3937.0,995,2.0,2,730252.0,1,1.0,2.0,12.0,2.0,2.0,1,2.0,2.0,2.0,1.0,1.0,2.0,4870841.0,2.0,1.0,1.0,2,7.0,2047,2781,2.0,2.0,2.0,5314,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1,1.0,152442.0,1.0,2.0,1.0,2.0,250.0,4.0,1,2.0,1.0,542160.0,2.0,1.0,3.0,2.0,1.0,2.0,100.0,1,8.0,2.0,2.0,1.0,2.0,1.0
5331,1,1.0,2.0,1.0,1.0,1.0,1,2.0,2.0,9.0,4.0,2.0,80.0,1.0,168.0,1.0,1.0,1,1.0,1.0,80.0,900.0,85.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,90.0,1.0,1,2.0,1,275000,2.0,2.0,25.0,1.0,1.0,5,20715.0,995,2.0,16,1100310.0,1,1.0,1.0,12.0,2.0,2.0,1,2.0,1.0,1.0,1.0,1.0,1.0,10230674.0,2.0,1.0,1.0,1,7.0,1863,2614,1.0,2.0,2.0,5332,7.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1,1.0,345876.0,1.0,2.0,1.0,2.0,250.0,4.0,2,1.0,2.0,750913.0,2.0,1.0,3.0,2.0,1.0,1.0,85.0,1,8.0,1.0,2.0,1.0,1.0,3.0
5339,1,1.0,2.0,1.0,1.0,2.0,1,2.0,2.0,6.0,4.0,2.0,75.0,1.0,90.0,2.0,2.0,2,1.0,2.0,100.0,60.0,100.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,80.0,2.0,1,2.0,1,76000,2.0,2.0,0.0,1.0,2.0,3,12460.0,995,2.0,2,233678.0,1,1.0,2.0,12.0,2.0,2.0,2,2.0,2.0,2.0,1.0,1.0,2.0,585468.0,2.0,1.0,1.0,2,3.0,817,5374,2.0,2.0,2.0,5340,6.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1.0,122872.0,1.0,2.0,1.0,2.0,10.0,4.0,2,2.0,2.0,110806.0,2.0,2.0,2.0,2.0,1.0,2.0,100.0,1,4.0,2.0,2.0,1.0,2.0,3.0
