,ELUSED,STHW,STDNRM,PKGCL,FACIL,COOK,DHUSED,ELNONLU,OTCLEQ,NWKERC,LOHRPC,PRNTYP,COOLP,OPNWE,WKHRS,FAX,ELCOOK,HT2,DHHT1,SOUSED,HEATP,NWKER,FLUORP,FURNAC,RFGEQP,CAPGEN,RCAC,OPEN24,RDCLNF,GOVOWN,CWUSED,ELMANU,MANU,RFCNS,COUSED,MAINT,WINTYP,EVAPCL,LTOHRP,HTPMPC,STUSED,DHCOOL,WATR,SQFT,BOILER,DHOTH,DAYLTP,WLCNS,SERVER,NOCC,DHCNS,YRCON,BULB,PBA,MFEXP,COOL,PCTERM,ACWNWL,MONUSE,PKGHT,AWN,FKUSED,SKYLT,ELHT2,SLFCON,FREESTN,ONEACT,ELWATR,ELCNS,OTLT,DHWATR,ELLOCUT,NGUSED,NFLOOR,CDD65,HDD65,HTPMPH,DHMANU,WOUSED,PUBID,WKHRSC,GENR,DHHT2,ELHT1,TRNGRM,TINT,RDHTNF,REFL,HT1,ELCOOL,DHEXP,WTHTEQ,OTUSED,COPIER,OTHTEQ,PRNTRN,MAINHT,HWUSED,HID,CHWT,ELEXP,DHCOOK,CHILLR,MAINCL,PRUSED,FLUOR,CFLR,STHWP,MFUSED,PCTRMC,HALO,ELOTSRC,OPNMF,HWTRM,OWNOCC
3440,1,1.0,2.0,2.0,1.0,1.0,1,1.0,2.0,11.0,4.0,4.0,90.0,2.0,50.0,1.0,1.0,2,1.0,2.0,95.0,4500.0,80.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,5.0,2.0,1.0,1.0,2.0,100.0,2.0,1,1.0,1,1500000,2.0,2.0,40.0,1.0,1.0,65,25901.0,995,1.0,2,3653318.0,1,1.0,2.0,12.0,2.0,2.0,1,2.0,2.0,2.0,0.0,1.0,2.0,17130780.0,2.0,1.0,2.0,1,995.0,1301,3301,2.0,2.0,2.0,3441,4.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1,1.0,657471.0,3.0,2.0,1.0,2.0,700.0,4.0,2,2.0,2.0,2887454.0,2.0,1.0,3.0,2.0,1.0,1.0,100.0,1,10.0,1.0,2.0,1.0,2.0,2.0
3471,1,1.0,2.0,2.0,1.0,1.0,1,2.0,2.0,9.0,4.0,1.0,90.0,1.0,168.0,1.0,1.0,2,1.0,2.0,100.0,500.0,80.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,6.0,2.0,1.0,1.0,2.0,100.0,2.0,1,2.0,1,600000,2.0,2.0,10.0,3.0,1.0,1,69712.0,1989,1.0,16,2498733.0,1,1.0,2.0,12.0,2.0,1.0,1,2.0,2.0,2.0,1.0,1.0,2.0,13942180.0,2.0,1.0,1.0,2,4.0,4762,132,2.0,2.0,2.0,3472,7.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1,2.0,1337154.0,2.0,2.0,1.0,2.0,20.0,4.0,1,2.0,1.0,1093756.0,1.0,2.0,4.0,2.0,1.0,1.0,100.0,1,9.0,1.0,2.0,1.0,1.0,1.0
3474,1,1.0,2.0,1.0,2.0,1.0,1,1.0,2.0,7.0,4.0,4.0,100.0,2.0,45.0,1.0,1.0,2,1.0,2.0,100.0,215.0,100.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,90.0,2.0,1,2.0,1,58000,2.0,2.0,75.0,3.0,1.0,1,1021.0,1955,2.0,2,98788.0,1,1.0,2.0,12.0,2.0,2.0,2,2.0,2.0,2.0,1.0,1.0,1.0,492509.0,2.0,2.0,2.0,2,3.0,634,5918,2.0,2.0,2.0,3475,3.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1,1.0,39207.0,1.0,2.0,1.0,2.0,6.0,4.0,2,2.0,2.0,59581.0,2.0,2.0,2.0,2.0,1.0,1.0,100.0,1,6.0,1.0,2.0,1.0,2.0,1.0
3516,1,1.0,2.0,2.0,1.0,2.0,1,2.0,2.0,7.0,4.0,1.0,100.0,2.0,50.0,1.0,2.0,1,1.0,1.0,100.0,150.0,85.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,6.0,2.0,1.0,1.0,2.0,100.0,2.0,1,2.0,1,138000,2.0,2.0,0.0,2.0,1.0,2,2371.0,1970,2.0,2,338281.0,1,1.0,2.0,12.0,2.0,2.0,1,2.0,1.0,1.0,1.0,1.0,2.0,2020248.0,2.0,1.0,1.0,2,6.0,1165,1134,2.0,2.0,2.0,3517,4.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1,1.0,38160.0,1.0,2.0,1.0,2.0,25.0,4.0,2,2.0,1.0,264123.0,2.0,2.0,4.0,2.0,1.0,1.0,100.0,1,7.0,2.0,2.0,1.0,2.0,3.0
3534,1,1.0,2.0,1.0,2.0,1.0,1,2.0,2.0,10.0,4.0,2.0,100.0,2.0,60.0,1.0,1.0,1,1.0,1.0,100.0,1825.0,97.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,6.0,2.0,1.0,3.0,2.0,100.0,2.0,1,2.0,1,900000,2.0,2.0,0.0,2.0,1.0,1,10978.0,1962,1.0,2,2513082.0,1,1.0,2.0,12.0,2.0,1.0,1,2.0,1.0,1.0,1.0,1.0,2.0,15600705.0,2.0,1.0,1.0,1,11.0,1544,4101,2.0,2.0,2.0,3535,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1,1.0,429128.0,1.0,2.0,1.0,2.0,1200.0,4.0,2,2.0,2.0,1834657.0,1.0,1.0,3.0,2.0,1.0,1.0,100.0,1,9.0,1.0,2.0,1.0,1.0,1.0
3594,1,1.0,1.0,1.0,1.0,1.0,1,2.0,2.0,11.0,4.0,2.0,90.0,1.0,168.0,1.0,1.0,1,1.0,2.0,90.0,3000.0,70.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,98.0,2.0,1,2.0,1,800000,2.0,2.0,0.0,2.0,1.0,2,50789.0,1974,1.0,16,2795002.0,1,1.0,2.0,12.0,2.0,1.0,1,1.0,1.0,1.0,0.0,1.0,1.0,20050248.0,2.0,2.0,1.0,1,8.0,2426,1659,2.0,2.0,2.0,3595,7.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1,1.0,960852.0,3.0,2.0,1.0,2.0,800.0,4.0,2,1.0,1.0,1623616.0,1.0,2.0,4.0,2.0,1.0,1.0,90.0,1,9.0,1.0,2.0,1.0,1.0,1.0
3598,1,1.0,1.0,1.0,2.0,1.0,1,2.0,2.0,9.0,4.0,4.0,85.0,1.0,168.0,1.0,1.0,2,1.0,2.0,100.0,600.0,95.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,100.0,2.0,1,2.0,1,330000,2.0,2.0,0.0,1.0,1.0,1,37884.0,1978,2.0,16,2649118.0,1,1.0,2.0,12.0,2.0,2.0,1,2.0,2.0,2.0,1.0,1.0,2.0,10709417.0,2.0,1.0,2.0,1,994.0,926,4352,2.0,2.0,2.0,3599,7.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1,1.0,1141939.0,1.0,2.0,1.0,2.0,150.0,4.0,2,1.0,2.0,1440122.0,2.0,1.0,3.0,2.0,1.0,1.0,100.0,1,8.0,1.0,1.0,1.0,1.0,1.0
3608,1,1.0,2.0,2.0,1.0,2.0,1,2.0,2.0,8.0,4.0,2.0,90.0,1.0,168.0,1.0,2.0,2,1.0,2.0,90.0,375.0,66.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,100.0,2.0,1,2.0,1,215000,2.0,2.0,10.0,3.0,2.0,10,20335.0,1989,2.0,16,793996.0,1,1.0,2.0,12.0,2.0,2.0,2,1.0,2.0,2.0,1.0,1.0,2.0,3583206.0,2.0,1.0,1.0,2,5.0,293,2284,2.0,2.0,2.0,3609,7.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1,2.0,379875.0,1.0,2.0,1.0,2.0,20.0,4.0,2,2.0,1.0,414121.0,2.0,2.0,4.0,2.0,1.0,1.0,100.0,1,6.0,2.0,2.0,1.0,1.0,3.0
3631,1,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,11.0,4.0,4.0,100.0,1.0,168.0,1.0,1.0,1,1.0,2.0,100.0,4750.0,80.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,100.0,2.0,1,2.0,1,1400000,2.0,2.0,20.0,2.0,1.0,12,97331.0,1972,2.0,13,4730079.0,1,1.0,2.0,12.0,2.0,2.0,2,1.0,1.0,1.0,0.0,1.0,1.0,42383642.0,2.0,2.0,2.0,2,3.0,4030,1601,2.0,2.0,2.0,3632,7.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1,1.0,1811157.0,3.0,2.0,2.0,2.0,500.0,4.0,2,1.0,1.0,2918922.0,2.0,2.0,2.0,2.0,1.0,1.0,90.0,1,7.0,1.0,2.0,1.0,2.0,2.0
3659,1,1.0,2.0,1.0,2.0,1.0,1,2.0,2.0,5.0,4.0,1.0,66.0,1.0,50.0,1.0,1.0,2,1.0,2.0,90.0,45.0,90.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,90.0,2.0,1,2.0,1,12000,2.0,2.0,10.0,3.0,2.0,3,386.0,1955,1.0,25,62280.0,1,1.0,2.0,12.0,2.0,1.0,2,2.0,2.0,2.0,0.0,1.0,1.0,239397.0,2.0,2.0,1.0,2,2.0,565,5227,2.0,2.0,2.0,3660,4.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1,1.0,14926.0,2.0,2.0,2.0,2.0,3.0,4.0,2,2.0,2.0,47354.0,1.0,2.0,2.0,2.0,1.0,1.0,100.0,1,1.0,2.0,2.0,1.0,2.0,2.0
3687,1,1.0,2.0,1.0,1.0,2.0,1,2.0,2.0,5.0,2.0,2.0,35.0,1.0,90.0,1.0,2.0,2,1.0,2.0,100.0,27.0,35.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,6.0,2.0,2.0,2.0,2.0,35.0,2.0,1,2.0,1,39500,2.0,2.0,0.0,1.0,1.0,2,3052.0,995,1.0,14,112366.0,1,1.0,2.0,12.0,2.0,2.0,2,2.0,2.0,2.0,1.0,1.0,2.0,890218.0,2.0,1.0,1.0,2,3.0,1453,4027,2.0,2.0,2.0,3688,6.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1.0,58334.0,1.0,2.0,1.0,2.0,27.0,4.0,2,2.0,2.0,54032.0,2.0,2.0,2.0,2.0,1.0,1.0,100.0,1,5.0,2.0,2.0,1.0,2.0,1.0
3740,1,1.0,2.0,2.0,1.0,1.0,1,1.0,2.0,3.0,4.0,2.0,100.0,1.0,40.0,1.0,1.0,2,1.0,2.0,100.0,5.0,10.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,5.0,2.0,1.0,3.0,2.0,100.0,2.0,1,2.0,1,91000,2.0,2.0,0.0,3.0,2.0,2,6830.0,1948,2.0,13,386461.0,1,1.0,2.0,12.0,2.0,2.0,1,2.0,2.0,2.0,1.0,1.0,2.0,1702287.0,2.0,1.0,2.0,1,3.0,1109,5302,2.0,2.0,2.0,3741,3.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1,2.0,174385.0,1.0,2.0,2.0,2.0,5.0,4.0,2,2.0,1.0,168590.0,2.0,2.0,4.0,2.0,1.0,1.0,100.0,1,2.0,2.0,2.0,2.0,1.0,3.0
3743,1,1.0,1.0,1.0,1.0,2.0,1,1.0,2.0,5.0,4.0,2.0,50.0,1.0,84.0,1.0,2.0,1,1.0,2.0,100.0,42.0,95.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,6.0,2.0,1.0,1.0,2.0,95.0,2.0,1,2.0,1,166000,2.0,2.0,20.0,3.0,2.0,1,8584.0,1967,2.0,13,241071.0,1,1.0,1.0,12.0,1.0,2.0,2,2.0,2.0,2.0,1.0,1.0,2.0,3543805.0,2.0,1.0,2.0,1,2.0,756,5228,2.0,2.0,2.0,3744,5.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1,1.0,80242.0,1.0,2.0,1.0,2.0,50.0,4.0,2,2.0,2.0,146624.0,2.0,1.0,6.0,2.0,1.0,1.0,90.0,1,6.0,2.0,2.0,1.0,1.0,1.0
3747,1,1.0,2.0,1.0,2.0,1.0,1,1.0,2.0,11.0,4.0,4.0,100.0,1.0,70.0,1.0,1.0,2,1.0,2.0,100.0,2500.0,80.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,4.0,2.0,1.0,3.0,2.0,100.0,2.0,1,2.0,1,500001,2.0,2.0,30.0,1.0,1.0,140,21697.0,1969,1.0,25,2348487.0,1,1.0,2.0,12.0,2.0,2.0,2,2.0,2.0,2.0,0.0,1.0,1.0,7799001.0,2.0,1.0,2.0,2,995.0,1191,4907,2.0,2.0,2.0,3748,5.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1,1.0,754407.0,1.0,2.0,1.0,2.0,500.0,4.0,2,2.0,2.0,1594080.0,2.0,1.0,3.0,2.0,1.0,1.0,100.0,1,9.0,1.0,2.0,1.0,2.0,2.0
3748,1,1.0,2.0,2.0,1.0,1.0,1,1.0,2.0,11.0,4.0,1.0,90.0,1.0,168.0,1.0,1.0,1,1.0,2.0,100.0,2500.0,95.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,6.0,2.0,1.0,2.0,2.0,100.0,2.0,1,2.0,1,800000,2.0,2.0,0.0,3.0,2.0,3,76905.0,1976,1.0,16,3386733.0,1,1.0,2.0,12.0,2.0,2.0,1,1.0,2.0,1.0,1.0,1.0,2.0,24848774.0,2.0,1.0,2.0,1,11.0,1558,4182,2.0,2.0,2.0,3749,7.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1,2.0,891158.0,1.0,2.0,1.0,2.0,100.0,4.0,2,2.0,1.0,2444725.0,1.0,2.0,4.0,2.0,1.0,1.0,100.0,1,8.0,1.0,2.0,1.0,1.0,3.0
3751,1,1.0,1.0,2.0,1.0,2.0,1,2.0,2.0,8.0,4.0,4.0,75.0,2.0,50.0,1.0,2.0,1,1.0,1.0,100.0,275.0,75.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,1,2.0,1,600000,2.0,2.0,0.0,9.0,1.0,1,9155.0,1952,1.0,2,963978.0,1,1.0,2.0,12.0,1.0,2.0,1,2.0,1.0,1.0,1.0,2.0,2.0,5449896.0,2.0,1.0,1.0,2,9.0,1718,3898,1.0,2.0,2.0,3752,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1,1.0,358190.0,3.0,2.0,1.0,2.0,125.0,4.0,2,1.0,2.0,605209.0,2.0,1.0,3.0,2.0,1.0,1.0,95.0,1,7.0,1.0,2.0,1.0,1.0,1.0
3793,1,1.0,1.0,2.0,1.0,2.0,1,2.0,2.0,7.0,3.0,1.0,100.0,2.0,108.0,1.0,2.0,2,1.0,2.0,100.0,150.0,95.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,8.0,2.0,1.0,1.0,2.0,70.0,2.0,2,2.0,1,154000,2.0,2.0,15.0,1.0,1.0,1,23999.0,1984,2.0,13,565450.0,1,1.0,2.0,12.0,2.0,2.0,2,1.0,2.0,2.0,1.0,1.0,1.0,1741869.0,2.0,2.0,1.0,2,4.0,1624,2801,2.0,2.0,2.0,3794,6.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1,2.0,462544.0,1.0,2.0,1.0,2.0,20.0,4.0,1,2.0,1.0,102906.0,2.0,2.0,4.0,2.0,1.0,1.0,100.0,1,6.0,2.0,2.0,1.0,2.0,1.0
3825,1,1.0,2.0,1.0,1.0,2.0,1,2.0,2.0,5.0,3.0,4.0,100.0,1.0,70.0,1.0,2.0,1,1.0,2.0,100.0,29.0,30.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,8.0,2.0,1.0,2.0,2.0,75.0,2.0,1,2.0,1,120000,2.0,2.0,15.0,1.0,2.0,2,5298.0,1964,2.0,13,115324.0,1,1.0,2.0,12.0,2.0,2.0,2,2.0,1.0,1.0,0.0,1.0,1.0,401922.0,2.0,1.0,1.0,2,5.0,2256,3675,1.0,2.0,2.0,3826,5.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1,1.0,72880.0,3.0,2.0,2.0,2.0,5.0,4.0,2,2.0,2.0,42444.0,2.0,1.0,3.0,2.0,1.0,1.0,94.0,1,4.0,2.0,2.0,1.0,2.0,1.0
3842,1,1.0,2.0,2.0,1.0,2.0,1,2.0,2.0,8.0,4.0,4.0,75.0,1.0,50.0,1.0,2.0,2,1.0,2.0,100.0,350.0,90.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,6.0,2.0,1.0,2.0,2.0,80.0,2.0,2,2.0,1,310000,2.0,2.0,10.0,3.0,1.0,1,6736.0,1950,2.0,2,624079.0,1,1.0,2.0,12.0,2.0,2.0,1,1.0,2.0,2.0,1.0,1.0,2.0,2673577.0,2.0,1.0,1.0,2,13.0,1509,3912,2.0,2.0,2.0,3843,4.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1,1.0,239073.0,1.0,2.0,1.0,2.0,50.0,4.0,1,1.0,2.0,366143.0,2.0,1.0,3.0,2.0,1.0,1.0,100.0,1,8.0,1.0,2.0,1.0,2.0,1.0
3845,1,1.0,2.0,2.0,1.0,2.0,1,2.0,2.0,5.0,4.0,2.0,100.0,1.0,104.0,1.0,2.0,2,1.0,1.0,100.0,31.0,70.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,6.0,2.0,1.0,1.0,2.0,80.0,2.0,1,2.0,1,215000,2.0,2.0,0.0,9.0,2.0,1,32727.0,1984,1.0,13,837501.0,1,1.0,2.0,12.0,2.0,2.0,2,2.0,2.0,2.0,1.0,1.0,2.0,3620673.0,2.0,2.0,1.0,1,4.0,1846,3629,2.0,2.0,2.0,3846,6.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1,2.0,622809.0,1.0,2.0,1.0,2.0,5.0,4.0,2,1.0,1.0,214369.0,2.0,2.0,4.0,2.0,1.0,1.0,100.0,1,6.0,1.0,2.0,1.0,1.0,1.0
3847,1,1.0,1.0,1.0,1.0,1.0,1,2.0,2.0,11.0,4.0,4.0,95.0,1.0,168.0,1.0,1.0,1,1.0,2.0,100.0,2500.0,80.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,90.0,2.0,1,1.0,1,1500000,2.0,2.0,25.0,2.0,1.0,2,187411.0,1973,1.0,16,11557239.0,1,1.0,2.0,10.0,2.0,2.0,1,1.0,1.0,1.0,1.0,1.0,2.0,37999961.0,2.0,1.0,1.0,2,994.0,914,4799,2.0,2.0,2.0,3848,7.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1,1.0,6445920.0,3.0,2.0,1.0,2.0,2000.0,4.0,2,1.0,2.0,5006181.0,2.0,1.0,3.0,2.0,1.0,1.0,100.0,1,10.0,1.0,2.0,1.0,1.0,3.0
3863,1,1.0,-1.0,-1.0,1.0,2.0,1,2.0,-1.0,1.0,-1.0,-1.0,-1.0,2.0,0.0,-1.0,2.0,2,1.0,2.0,100.0,0.0,-1.0,2.0,2.0,2.0,-1.0,2.0,-1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,-1.0,-1.0,-1.0,2,2.0,2,5200,2.0,2.0,0.0,1.0,-1.0,0,3.0,1986,-1.0,1,2848.0,2,-1.0,-1.0,0.0,2.0,2.0,2,2.0,2.0,2.0,1.0,1.0,2.0,13654.0,-1.0,2.0,1.0,2,1.0,1099,3141,2.0,2.0,2.0,3864,1.0,2.0,2.0,2.0,-1.0,2.0,1.0,2.0,1,2.0,60.0,-1.0,2.0,-1.0,2.0,-1.0,4.0,1,-1.0,-1.0,2788.0,2.0,-1.0,-1.0,2.0,-1.0,-1.0,100.0,1,-1.0,-1.0,2.0,3.0,-1.0,-1.0
3877,1,1.0,2.0,1.0,2.0,1.0,1,2.0,2.0,10.0,4.0,2.0,90.0,1.0,168.0,1.0,1.0,1,1.0,2.0,90.0,2000.0,95.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,6.0,2.0,1.0,2.0,2.0,100.0,2.0,1,2.0,1,800000,2.0,2.0,10.0,1.0,1.0,6,8672.0,1989,1.0,2,1252884.0,1,1.0,2.0,12.0,2.0,2.0,1,2.0,1.0,2.0,1.0,1.0,1.0,3896799.0,2.0,2.0,1.0,2,995.0,1146,4916,2.0,2.0,2.0,3878,7.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1,1.0,440646.0,2.0,2.0,1.0,2.0,300.0,4.0,2,2.0,2.0,762649.0,2.0,2.0,2.0,2.0,1.0,1.0,100.0,1,9.0,2.0,2.0,1.0,2.0,2.0
3908,1,1.0,2.0,2.0,1.0,1.0,1,2.0,2.0,11.0,4.0,2.0,93.0,1.0,168.0,1.0,2.0,1,1.0,2.0,93.0,3500.0,95.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,100.0,1.0,1,2.0,1,1400000,2.0,2.0,5.0,2.0,1.0,4,167289.0,1990,1.0,16,7832100.0,1,1.0,2.0,12.0,2.0,2.0,1,2.0,1.0,1.0,1.0,1.0,2.0,44903290.0,2.0,1.0,1.0,1,9.0,883,6185,2.0,2.0,2.0,3909,7.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1,1.0,3929058.0,1.0,2.0,1.0,2.0,2000.0,4.0,2,2.0,1.0,3765069.0,1.0,2.0,4.0,2.0,1.0,1.0,100.0,1,10.0,1.0,2.0,1.0,1.0,3.0
3913,1,1.0,1.0,1.0,2.0,1.0,1,1.0,2.0,10.0,4.0,4.0,75.0,1.0,168.0,1.0,1.0,1,1.0,2.0,75.0,1800.0,100.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,100.0,2.0,1,2.0,1,1400000,2.0,2.0,10.0,3.0,1.0,1,57012.0,1990,1.0,16,2818041.0,1,1.0,1.0,12.0,2.0,2.0,1,1.0,1.0,1.0,1.0,1.0,2.0,22538701.0,2.0,1.0,2.0,1,12.0,2163,3194,2.0,2.0,2.0,3914,7.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1,1.0,936477.0,1.0,2.0,1.0,2.0,700.0,4.0,2,1.0,2.0,1875447.0,2.0,1.0,3.0,2.0,1.0,1.0,100.0,1,9.0,2.0,2.0,1.0,1.0,1.0
3942,1,1.0,1.0,2.0,1.0,2.0,1,2.0,2.0,7.0,4.0,4.0,90.0,1.0,70.0,1.0,2.0,2,1.0,2.0,90.0,200.0,80.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,6.0,2.0,1.0,3.0,2.0,100.0,2.0,1,1.0,1,200000,2.0,2.0,10.0,1.0,1.0,1,23662.0,995,1.0,14,1044967.0,1,1.0,2.0,12.0,2.0,2.0,1,2.0,2.0,2.0,1.0,1.0,2.0,5866839.0,2.0,1.0,1.0,2,5.0,1326,3292,2.0,2.0,2.0,3943,5.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1,2.0,823181.0,1.0,2.0,1.0,2.0,200.0,4.0,2,2.0,2.0,221635.0,2.0,1.0,3.0,2.0,1.0,1.0,100.0,1,7.0,1.0,2.0,1.0,2.0,1.0
3984,1,1.0,1.0,2.0,1.0,2.0,1,1.0,2.0,7.0,4.0,1.0,90.0,1.0,168.0,1.0,2.0,2,1.0,2.0,100.0,100.0,95.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,90.0,2.0,1,2.0,1,200001,2.0,2.0,2.0,2.0,1.0,1,27983.0,1962,1.0,13,815304.0,1,1.0,2.0,12.0,2.0,1.0,2,2.0,2.0,2.0,1.0,1.0,2.0,2998574.0,2.0,1.0,2.0,2,10.0,1522,4134,2.0,2.0,2.0,3985,7.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1,2.0,540562.0,1.0,2.0,1.0,2.0,20.0,4.0,2,1.0,1.0,274742.0,2.0,2.0,4.0,2.0,1.0,1.0,100.0,1,6.0,1.0,2.0,1.0,2.0,1.0
3990,1,1.0,2.0,2.0,2.0,1.0,1,2.0,2.0,10.0,4.0,4.0,100.0,1.0,60.0,1.0,1.0,2,1.0,2.0,100.0,1000.0,90.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,6.0,2.0,1.0,2.0,2.0,90.0,2.0,1,2.0,1,500000,2.0,2.0,0.0,2.0,1.0,10,19845.0,1963,2.0,2,1065712.0,1,1.0,2.0,12.0,2.0,2.0,2,2.0,2.0,2.0,0.0,1.0,1.0,8861047.0,2.0,2.0,1.0,2,995.0,1354,5222,2.0,2.0,2.0,3991,4.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1,1.0,327704.0,1.0,2.0,2.0,2.0,500.0,4.0,2,1.0,2.0,738008.0,2.0,1.0,3.0,2.0,1.0,1.0,100.0,1,9.0,1.0,2.0,1.0,2.0,2.0
4007,1,1.0,2.0,2.0,1.0,1.0,1,2.0,2.0,9.0,4.0,2.0,95.0,1.0,56.0,2.0,1.0,2,1.0,2.0,100.0,910.0,80.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,100.0,2.0,1,2.0,1,395000,2.0,2.0,50.0,2.0,1.0,1,34409.0,1995,2.0,4,1657722.0,1,1.0,2.0,12.0,2.0,2.0,1,1.0,2.0,2.0,1.0,1.0,2.0,14093254.0,2.0,1.0,1.0,2,6.0,1080,4291,2.0,2.0,2.0,4008,4.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1,1.0,654194.0,1.0,2.0,1.0,2.0,600.0,4.0,2,2.0,2.0,979153.0,2.0,1.0,3.0,2.0,1.0,1.0,100.0,1,8.0,2.0,2.0,1.0,2.0,1.0
4015,1,1.0,1.0,1.0,1.0,1.0,1,2.0,2.0,5.0,4.0,2.0,100.0,1.0,168.0,2.0,1.0,1,1.0,1.0,100.0,20.0,50.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,100.0,2.0,2,2.0,1,120000,2.0,2.0,0.0,1.0,1.0,1,6299.0,2009,1.0,14,253255.0,1,1.0,2.0,12.0,1.0,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1119138.0,2.0,2.0,1.0,1,4.0,1140,4156,2.0,2.0,2.0,4016,7.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1,1.0,118475.0,1.0,2.0,1.0,2.0,6.0,4.0,1,2.0,1.0,117298.0,2.0,2.0,4.0,2.0,1.0,1.0,100.0,1,6.0,2.0,2.0,1.0,2.0,1.0
