,ELUSED,NGCNS,STHW,STDNRM,NGSRC,PKGCL,FACIL,FKHT2,COOK,DHUSED,ELNONLU,OTCLEQ,NWKERC,LOHRPC,PRNTYP,COOLP,OPNWE,WKHRS,FAX,ELCOOK,HT2,FKHT1,SOUSED,HEATP,NWKER,NGMANU,FLUORP,NGCOOL,FURNAC,RFGEQP,CAPGEN,RCAC,NGGENR,NGHT2,OPEN24,RDCLNF,FKEXP,GOVOWN,CWUSED,FKCOOL,FKCNS,ELMANU,NGWATR,MANU,RFCNS,COUSED,MAINT,WINTYP,EVAPCL,NGHT1,LTOHRP,HTPMPC,STUSED,WATR,SQFT,BOILER,DAYLTP,WLCNS,FKGENR,SERVER,NOCC,YRCON,BULB,PBA,MFEXP,COOL,PCTERM,ACWNWL,MONUSE,PKGHT,AWN,FKUSED,SKYLT,ELHT2,SLFCON,FREESTN,NGEXP,NGCOOK,ONEACT,ELWATR,ELCNS,OTLT,ELLOCUT,NGUSED,NFLOOR,CDD65,HDD65,HTPMPH,WOUSED,PUBID,FKMANU,WKHRSC,GENR,ELHT1,TRNGRM,TINT,RDHTNF,REFL,HT1,ELCOOL,WTHTEQ,OTUSED,COPIER,OTHTEQ,PRNTRN,MAINHT,HWUSED,HID,FKTYPE,CHWT,ELEXP,CHILLR,MAINCL,PRUSED,FLUOR,FKWATR,CFLR,FKCOOK,MFUSED,PCTRMC,HALO,ELOTSRC,OPNMF,HWTRM,OWNOCC
2252,1,48582.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2,2.0,2.0,5.0,4.0,2.0,35.0,1.0,168.0,1.0,2.0,1,2.0,2.0,100.0,22.0,2.0,100.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,360.0,2.0,2.0,2.0,102.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,85.0,1.0,2,1,91000,2.0,0.0,2.0,2.0,1.0,1,1996,2.0,5,115617.0,1,1.0,2.0,12.0,1.0,2.0,1,2.0,1.0,1.0,1.0,29420.0,2.0,2.0,1.0,1456317.0,2.0,2.0,1,1.0,1011,5180,1.0,2.0,2253,2.0,7.0,2.0,2.0,2.0,1.0,1.0,2.0,1,1.0,1.0,2.0,1.0,2.0,9.0,6.0,2,2.0,2.0,2.0,85837.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1,3.0,2.0,1.0,1.0,2.0,1.0
2254,1,52126.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2,2.0,2.0,7.0,4.0,2.0,95.0,1.0,60.0,1.0,2.0,1,2.0,2.0,100.0,140.0,2.0,100.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,5597.0,1.0,2.0,2.0,1650.0,2.0,1.0,2.0,6.0,2.0,1.0,2.0,2.0,1.0,100.0,2.0,2,1,182000,1.0,0.0,1.0,2.0,1.0,1,1991,2.0,14,141239.0,1,1.0,2.0,12.0,2.0,2.0,1,2.0,2.0,2.0,0.0,28999.0,1.0,1.0,2.0,1581670.0,2.0,1.0,1,2.0,1034,6704,2.0,2.0,2255,2.0,4.0,2.0,2.0,2.0,1.0,1.0,2.0,1,1.0,1.0,2.0,1.0,2.0,10.0,3.0,2,1.0,1.0,2.0,106643.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1,7.0,2.0,2.0,1.0,1.0,1.0
2273,1,547329.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2,2.0,2.0,9.0,4.0,2.0,90.0,1.0,168.0,1.0,1.0,1,2.0,2.0,100.0,528.0,2.0,60.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,97575.0,1.0,2.0,2.0,29119.0,2.0,1.0,2.0,6.0,2.0,1.0,3.0,2.0,1.0,95.0,2.0,2,1,1000000,1.0,75.0,3.0,1.0,1.0,1,1994,1.0,7,2939386.0,1,1.0,1.0,12.0,2.0,2.0,1,2.0,2.0,2.0,0.0,450795.0,1.0,1.0,2.0,12576166.0,2.0,2.0,1,9.0,1394,3500,2.0,2.0,2274,2.0,7.0,1.0,2.0,1.0,1.0,1.0,2.0,1,1.0,1.0,2.0,1.0,2.0,200.0,3.0,2,2.0,2.0,2.0,2391016.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,1,5.0,1.0,1.0,1.0,1.0,1.0
2278,1,38631.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2,2.0,2.0,9.0,4.0,4.0,100.0,1.0,168.0,1.0,2.0,1,2.0,2.0,100.0,600.0,2.0,60.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,4650.0,2.0,2.0,2.0,1278.0,2.0,2.0,2.0,4.0,2.0,1.0,3.0,2.0,1.0,95.0,2.0,2,1,190000,1.0,0.0,1.0,2.0,2.0,60,995,1.0,2,550281.0,1,1.0,2.0,12.0,2.0,2.0,1,1.0,2.0,2.0,0.0,43219.0,2.0,1.0,1.0,3763531.0,2.0,1.0,1,994.0,1277,3836,2.0,2.0,2279,2.0,7.0,2.0,2.0,2.0,1.0,1.0,1.0,1,1.0,2.0,2.0,2.0,2.0,200.0,3.0,2,2.0,1.0,2.0,502412.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1,8.0,1.0,2.0,1.0,2.0,2.0
2281,1,86956.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2,1.0,2.0,8.0,4.0,4.0,100.0,1.0,168.0,1.0,2.0,1,2.0,2.0,100.0,400.0,2.0,95.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,829.0,2.0,2.0,2.0,204.0,2.0,1.0,2.0,6.0,2.0,1.0,2.0,2.0,1.0,80.0,2.0,2,1,400000,2.0,20.0,4.0,1.0,1.0,40,1965,1.0,8,617571.0,1,1.0,2.0,12.0,1.0,2.0,1,2.0,1.0,2.0,1.0,56599.0,1.0,2.0,1.0,9815270.0,2.0,2.0,1,3.0,1568,3237,2.0,2.0,2282,2.0,7.0,1.0,2.0,1.0,2.0,1.0,1.0,1,1.0,2.0,2.0,1.0,2.0,300.0,2.0,2,2.0,2.0,2.0,560143.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1,7.0,2.0,2.0,1.0,1.0,2.0
2288,1,23810.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2,2.0,2.0,7.0,1.0,2.0,70.0,1.0,65.0,2.0,2.0,1,2.0,1.0,75.0,100.0,2.0,95.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,112559.0,2.0,2.0,2.0,33247.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,20.0,2.0,2,1,430000,1.0,0.0,4.0,1.0,1.0,2,1985,1.0,2,3851330.0,1,1.0,2.0,12.0,2.0,1.0,1,1.0,1.0,1.0,1.0,28710.0,2.0,1.0,1.0,41663734.0,2.0,2.0,1,4.0,1112,3823,2.0,2.0,2289,2.0,5.0,1.0,2.0,2.0,1.0,1.0,1.0,1,1.0,1.0,2.0,2.0,2.0,25.0,3.0,2,1.0,2.0,2.0,3710061.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1,7.0,2.0,1.0,1.0,2.0,2.0
2318,1,92012.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2,2.0,2.0,9.0,4.0,2.0,90.0,2.0,40.0,2.0,2.0,2,2.0,2.0,90.0,900.0,2.0,95.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,15118.0,2.0,2.0,2.0,4439.0,2.0,1.0,2.0,6.0,2.0,1.0,3.0,2.0,1.0,95.0,2.0,2,1,240000,1.0,75.0,3.0,1.0,1.0,2,1974,1.0,7,489323.0,1,1.0,2.0,12.0,2.0,2.0,1,2.0,2.0,2.0,1.0,43673.0,2.0,1.0,2.0,6210465.0,2.0,1.0,1,14.0,2672,2190,2.0,2.0,2319,2.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1,1.0,1.0,2.0,2.0,2.0,60.0,3.0,2,2.0,2.0,2.0,430532.0,1.0,3.0,2.0,1.0,2.0,1.0,2.0,1,8.0,2.0,2.0,1.0,2.0,3.0
2325,1,1370368.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2,2.0,2.0,10.0,4.0,2.0,100.0,1.0,168.0,1.0,1.0,1,2.0,2.0,100.0,1600.0,2.0,100.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,43333.0,2.0,2.0,2.0,12590.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,100.0,2.0,2,1,700000,1.0,30.0,3.0,1.0,1.0,2,1971,1.0,16,4061209.0,1,1.0,2.0,12.0,1.0,1.0,1,1.0,1.0,2.0,1.0,1960262.0,1.0,1.0,2.0,23953600.0,2.0,1.0,1,7.0,1940,2208,2.0,2.0,2326,2.0,7.0,1.0,2.0,1.0,1.0,1.0,1.0,1,1.0,1.0,2.0,1.0,2.0,800.0,3.0,2,2.0,2.0,2.0,2057614.0,1.0,3.0,2.0,1.0,2.0,1.0,2.0,1,10.0,1.0,2.0,1.0,1.0,1.0
2340,1,48187.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,2,1.0,2.0,8.0,4.0,2.0,86.0,1.0,65.0,1.0,1.0,1,2.0,2.0,100.0,400.0,2.0,95.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,3408.0,2.0,2.0,2.0,1076.0,2.0,1.0,2.0,6.0,2.0,1.0,2.0,2.0,1.0,95.0,2.0,2,1,215000,1.0,0.0,1.0,1.0,1.0,22,1989,2.0,2,528735.0,1,1.0,1.0,12.0,2.0,2.0,1,2.0,1.0,1.0,1.0,60672.0,1.0,1.0,2.0,2587607.0,2.0,2.0,1,994.0,918,4996,2.0,2.0,2341,2.0,5.0,1.0,2.0,2.0,1.0,1.0,2.0,1,1.0,3.0,2.0,1.0,2.0,400.0,3.0,2,2.0,2.0,2.0,464655.0,1.0,3.0,2.0,1.0,2.0,1.0,2.0,1,7.0,1.0,1.0,1.0,2.0,2.0
2342,1,93354.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2,2.0,2.0,7.0,4.0,3.0,50.0,1.0,97.0,1.0,1.0,1,2.0,2.0,100.0,130.0,2.0,80.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,0.0,1.0,2.0,2.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,100.0,1.0,2,1,255000,1.0,0.0,3.0,1.0,1.0,1,1955,2.0,14,340181.0,1,1.0,2.0,12.0,2.0,2.0,1,1.0,1.0,2.0,1.0,92417.0,1.0,1.0,2.0,2883506.0,2.0,1.0,1,2.0,876,6041,1.0,2.0,2343,2.0,6.0,1.0,2.0,1.0,2.0,1.0,2.0,1,1.0,1.0,2.0,1.0,2.0,90.0,3.0,2,1.0,4.0,2.0,247764.0,1.0,3.0,2.0,1.0,2.0,1.0,2.0,1,3.0,1.0,1.0,1.0,1.0,1.0
2345,1,300499.0,2.0,2.0,3.0,2.0,1.0,2.0,1.0,2,2.0,2.0,9.0,4.0,2.0,90.0,1.0,168.0,1.0,1.0,2,2.0,2.0,100.0,600.0,2.0,90.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,3529.0,2.0,2.0,2.0,995.0,2.0,1.0,2.0,6.0,2.0,1.0,2.0,2.0,1.0,100.0,2.0,2,1,260000,1.0,10.0,1.0,1.0,1.0,1,1987,1.0,16,1324148.0,1,1.0,2.0,12.0,2.0,2.0,1,1.0,2.0,2.0,1.0,101794.0,1.0,1.0,2.0,15497894.0,2.0,1.0,1,5.0,5493,568,2.0,2.0,2346,2.0,7.0,1.0,2.0,2.0,1.0,2.0,2.0,1,1.0,1.0,2.0,1.0,2.0,110.0,3.0,2,2.0,2.0,2.0,1218825.0,1.0,3.0,2.0,1.0,2.0,1.0,2.0,1,8.0,1.0,2.0,1.0,1.0,1.0
2356,1,495350.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2,2.0,2.0,10.0,4.0,2.0,100.0,1.0,168.0,2.0,1.0,1,2.0,2.0,100.0,1800.0,2.0,75.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,13008.0,2.0,2.0,2.0,3766.0,2.0,1.0,2.0,6.0,2.0,1.0,2.0,2.0,1.0,100.0,2.0,2,1,600000,1.0,40.0,1.0,1.0,1.0,2,2011,1.0,16,1529632.0,1,1.0,2.0,12.0,2.0,1.0,1,1.0,2.0,2.0,0.0,160460.0,1.0,1.0,2.0,16854655.0,2.0,1.0,1,8.0,786,5418,2.0,2.0,2357,2.0,7.0,1.0,2.0,1.0,1.0,1.0,1.0,1,1.0,1.0,2.0,1.0,2.0,100.0,3.0,2,2.0,2.0,2.0,1356164.0,1.0,3.0,2.0,1.0,2.0,1.0,2.0,1,9.0,1.0,2.0,1.0,1.0,3.0
2359,1,80705.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2,2.0,2.0,7.0,4.0,1.0,95.0,2.0,55.0,1.0,1.0,1,2.0,2.0,95.0,125.0,2.0,90.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,17847.0,1.0,2.0,2.0,5382.0,2.0,1.0,2.0,6.0,2.0,1.0,2.0,2.0,1.0,95.0,2.0,2,1,295000,1.0,10.0,3.0,1.0,2.0,1,1980,1.0,14,172779.0,1,1.0,2.0,12.0,1.0,1.0,1,1.0,1.0,1.0,1.0,58993.0,2.0,1.0,2.0,2792752.0,2.0,1.0,1,2.0,1398,4296,2.0,2.0,2360,2.0,4.0,1.0,2.0,1.0,2.0,1.0,2.0,1,1.0,1.0,2.0,1.0,2.0,100.0,3.0,2,1.0,2.0,2.0,95939.0,1.0,3.0,2.0,1.0,2.0,1.0,2.0,1,7.0,1.0,2.0,1.0,1.0,1.0
2373,1,21888.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2,2.0,2.0,7.0,4.0,1.0,30.0,2.0,80.0,1.0,2.0,1,2.0,2.0,90.0,200.0,2.0,100.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,30972.0,2.0,2.0,2.0,9151.0,2.0,1.0,2.0,6.0,2.0,1.0,1.0,2.0,1.0,100.0,2.0,2,1,500000,1.0,0.0,4.0,1.0,1.0,1,1974,1.0,5,216172.0,1,1.0,2.0,12.0,2.0,1.0,1,1.0,1.0,1.0,1.0,19237.0,2.0,1.0,2.0,2192058.0,2.0,1.0,1,2.0,2097,2365,2.0,2.0,2374,2.0,5.0,1.0,2.0,1.0,1.0,1.0,2.0,1,1.0,1.0,2.0,2.0,2.0,38.0,3.0,2,1.0,2.0,2.0,165963.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,1,6.0,1.0,2.0,1.0,2.0,2.0
2375,1,90211.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2,2.0,2.0,10.0,4.0,2.0,90.0,2.0,60.0,1.0,1.0,2,2.0,2.0,90.0,1300.0,2.0,78.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,33544.0,2.0,2.0,2.0,10100.0,2.0,1.0,2.0,6.0,2.0,1.0,2.0,2.0,1.0,95.0,2.0,2,1,600000,1.0,25.0,6.0,1.0,1.0,1,1987,1.0,2,1187002.0,1,1.0,2.0,12.0,2.0,2.0,1,2.0,2.0,2.0,1.0,76079.0,1.0,1.0,2.0,16781892.0,2.0,1.0,1,10.0,1219,4087,2.0,2.0,2376,2.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1,1.0,3.0,2.0,1.0,2.0,300.0,3.0,2,2.0,2.0,2.0,1077379.0,1.0,3.0,2.0,1.0,2.0,1.0,2.0,1,8.0,2.0,2.0,1.0,1.0,2.0
2387,1,829312.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,2,2.0,2.0,10.0,4.0,2.0,97.0,1.0,168.0,1.0,1.0,2,2.0,2.0,97.0,1800.0,2.0,95.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,12564.0,2.0,2.0,2.0,2478.0,2.0,1.0,2.0,6.0,2.0,1.0,2.0,2.0,1.0,100.0,2.0,2,1,800000,1.0,0.0,1.0,1.0,1.0,3,1972,1.0,16,3185473.0,1,1.0,2.0,12.0,2.0,1.0,1,2.0,2.0,2.0,1.0,370871.0,1.0,1.0,2.0,29433977.0,2.0,1.0,1,5.0,4385,1668,2.0,2.0,2388,2.0,7.0,1.0,2.0,1.0,1.0,2.0,2.0,1,1.0,1.0,2.0,1.0,2.0,1000.0,3.0,2,1.0,2.0,2.0,2802038.0,1.0,3.0,2.0,1.0,2.0,1.0,2.0,1,9.0,1.0,2.0,1.0,1.0,3.0
2389,1,144994.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2,2.0,2.0,6.0,4.0,2.0,95.0,1.0,168.0,1.0,2.0,2,2.0,2.0,90.0,75.0,2.0,100.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,1.0,2.0,2.0,0.0,2.0,1.0,2.0,6.0,2.0,1.0,2.0,2.0,1.0,90.0,2.0,2,1,116000,1.0,50.0,2.0,1.0,1.0,2,2009,2.0,4,607286.0,1,1.0,2.0,12.0,2.0,2.0,1,1.0,2.0,2.0,1.0,113561.0,2.0,2.0,1.0,5338214.0,2.0,1.0,1,3.0,1747,3112,2.0,2.0,2390,2.0,7.0,1.0,2.0,2.0,1.0,1.0,2.0,1,1.0,1.0,2.0,1.0,2.0,15.0,3.0,2,2.0,2.0,2.0,493725.0,1.0,3.0,2.0,1.0,2.0,1.0,2.0,1,2.0,1.0,2.0,1.0,1.0,1.0
2405,1,719280.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2,2.0,2.0,9.0,4.0,4.0,100.0,1.0,168.0,1.0,1.0,1,2.0,2.0,100.0,600.0,2.0,75.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,40918.0,1.0,2.0,2.0,11868.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,80.0,2.0,2,1,420000,1.0,0.0,3.0,1.0,1.0,1,1976,1.0,16,1374611.0,1,1.0,2.0,12.0,2.0,2.0,1,2.0,1.0,2.0,0.0,463456.0,2.0,1.0,2.0,12367625.0,2.0,1.0,1,7.0,1369,3718,2.0,2.0,2406,2.0,7.0,1.0,2.0,1.0,1.0,1.0,2.0,1,1.0,3.0,2.0,1.0,2.0,85.0,3.0,2,1.0,4.0,2.0,870237.0,1.0,3.0,2.0,1.0,2.0,1.0,2.0,1,6.0,1.0,2.0,1.0,2.0,1.0
2417,1,83790.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2,2.0,2.0,5.0,4.0,2.0,100.0,2.0,100.0,1.0,2.0,2,2.0,2.0,100.0,30.0,2.0,80.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,6183.0,1.0,2.0,2.0,1848.0,2.0,1.0,2.0,6.0,2.0,1.0,2.0,2.0,1.0,100.0,2.0,2,1,102000,1.0,0.0,1.0,1.0,1.0,1,2000,1.0,14,240304.0,1,1.0,2.0,12.0,2.0,2.0,1,2.0,2.0,2.0,1.0,65631.0,2.0,1.0,2.0,2880776.0,2.0,1.0,1,3.0,2750,2821,2.0,2.0,2418,2.0,6.0,1.0,2.0,1.0,1.0,1.0,2.0,1,1.0,3.0,2.0,1.0,2.0,100.0,3.0,2,2.0,2.0,2.0,168490.0,1.0,3.0,2.0,1.0,2.0,1.0,2.0,1,7.0,1.0,2.0,1.0,2.0,1.0
2433,1,304602.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2,2.0,2.0,10.0,4.0,4.0,100.0,1.0,168.0,2.0,1.0,1,2.0,2.0,100.0,1250.0,2.0,100.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,4125.0,2.0,2.0,2.0,984.0,2.0,1.0,2.0,6.0,2.0,1.0,2.0,1.0,1.0,100.0,2.0,2,1,335000,1.0,0.0,1.0,1.0,1.0,1,1995,1.0,4,1190502.0,1,1.0,2.0,12.0,2.0,2.0,1,1.0,1.0,1.0,1.0,207015.0,1.0,1.0,2.0,14743351.0,2.0,1.0,1,3.0,1569,4725,2.0,2.0,2434,2.0,7.0,1.0,2.0,1.0,2.0,1.0,1.0,1,1.0,3.0,2.0,1.0,2.0,403.0,3.0,2,2.0,2.0,2.0,979362.0,1.0,7.0,2.0,1.0,2.0,1.0,2.0,1,10.0,1.0,2.0,1.0,1.0,2.0
2447,1,3583.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2,2.0,2.0,4.0,3.0,2.0,66.0,1.0,168.0,1.0,2.0,2,2.0,2.0,100.0,10.0,2.0,98.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2090.0,1.0,2.0,2.0,610.0,2.0,1.0,2.0,6.0,2.0,1.0,2.0,2.0,1.0,75.0,2.0,2,1,8000,2.0,60.0,3.0,1.0,2.0,1,1972,1.0,7,31919.0,1,1.0,2.0,12.0,2.0,2.0,1,2.0,2.0,2.0,1.0,3192.0,1.0,1.0,2.0,249464.0,2.0,1.0,1,1.0,2075,2069,2.0,2.0,2448,2.0,7.0,1.0,2.0,2.0,2.0,2.0,2.0,1,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2,2.0,9.0,2.0,26637.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1,1.0,2.0,2.0,1.0,1.0,1.0
2464,1,41288.0,2.0,2.0,1.0,-1.0,2.0,1.0,1.0,2,2.0,-1.0,6.0,4.0,1.0,-1.0,2.0,45.0,1.0,1.0,1,2.0,2.0,100.0,90.0,2.0,80.0,2.0,2.0,1.0,2.0,-1.0,2.0,2.0,2.0,-1.0,17887.0,1.0,2.0,2.0,6055.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,-1.0,1.0,100.0,-1.0,2,1,69000,1.0,0.0,1.0,2.0,1.0,1,995,1.0,14,87044.0,2,1.0,-1.0,10.0,2.0,2.0,1,2.0,2.0,2.0,1.0,37678.0,2.0,1.0,2.0,426661.0,2.0,1.0,1,4.0,1221,3622,2.0,2.0,2465,2.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,1,2.0,1.0,2.0,1.0,2.0,30.0,3.0,2,2.0,1.0,-1.0,31479.0,-1.0,-1.0,2.0,1.0,2.0,1.0,2.0,1,5.0,2.0,2.0,1.0,2.0,1.0
2470,1,154629.0,2.0,1.0,-1.0,1.0,1.0,1.0,1.0,2,-1.0,2.0,7.0,4.0,4.0,100.0,1.0,72.0,1.0,1.0,1,2.0,2.0,100.0,196.0,2.0,89.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,4557.0,2.0,2.0,2.0,1340.0,2.0,1.0,2.0,6.0,2.0,1.0,3.0,2.0,1.0,96.0,2.0,2,1,128000,1.0,8.0,1.0,2.0,1.0,11,2004,1.0,23,495238.0,1,1.0,2.0,12.0,1.0,1.0,1,1.0,1.0,2.0,1.0,97787.0,1.0,1.0,1.0,4672344.0,2.0,-1.0,1,1.0,900,6124,2.0,2.0,2471,2.0,5.0,1.0,2.0,2.0,1.0,1.0,1.0,1,1.0,1.0,2.0,1.0,2.0,35.0,3.0,2,2.0,9.0,2.0,392894.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1,5.0,1.0,-1.0,1.0,1.0,2.0
2474,1,150707.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2,2.0,2.0,6.0,2.0,2.0,100.0,1.0,168.0,1.0,1.0,2,2.0,2.0,100.0,80.0,2.0,25.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,2.0,2.0,2.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,35.0,2.0,2,1,335000,1.0,0.0,9.0,1.0,1.0,1,1990,1.0,18,479820.0,1,1.0,2.0,12.0,2.0,2.0,1,1.0,2.0,1.0,1.0,79233.0,1.0,1.0,2.0,4358065.0,2.0,1.0,1,10.0,892,7634,2.0,2.0,2475,2.0,7.0,1.0,2.0,2.0,1.0,1.0,2.0,1,1.0,1.0,2.0,1.0,2.0,10.0,3.0,2,1.0,2.0,2.0,400587.0,1.0,3.0,2.0,1.0,2.0,1.0,2.0,1,4.0,1.0,2.0,1.0,1.0,1.0
2492,1,170206.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2,2.0,2.0,8.0,4.0,2.0,100.0,1.0,168.0,1.0,2.0,1,2.0,2.0,100.0,300.0,2.0,89.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1094.0,2.0,2.0,2.0,255.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,100.0,2.0,2,1,150000,1.0,0.0,1.0,1.0,1.0,2,1973,1.0,16,320996.0,1,1.0,2.0,12.0,1.0,2.0,1,2.0,1.0,2.0,1.0,114251.0,1.0,1.0,2.0,3261549.0,2.0,1.0,1,4.0,205,7912,2.0,2.0,2493,2.0,7.0,1.0,2.0,1.0,1.0,2.0,2.0,1,1.0,3.0,2.0,1.0,2.0,100.0,3.0,2,2.0,2.0,2.0,205651.0,1.0,3.0,2.0,1.0,2.0,1.0,2.0,1,8.0,1.0,2.0,1.0,1.0,3.0
2493,1,29021.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2,2.0,2.0,9.0,4.0,2.0,100.0,2.0,50.0,1.0,2.0,2,2.0,2.0,100.0,720.0,2.0,100.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,3047.0,2.0,2.0,2.0,997.0,2.0,1.0,2.0,6.0,2.0,1.0,2.0,2.0,1.0,100.0,2.0,2,1,310000,1.0,35.0,1.0,1.0,1.0,1,1986,1.0,2,538252.0,1,1.0,2.0,12.0,1.0,2.0,1,2.0,2.0,2.0,1.0,21385.0,2.0,1.0,1.0,3960272.0,2.0,1.0,1,4.0,1381,4836,2.0,2.0,2494,2.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,2.0,200.0,2.0,2,2.0,9.0,2.0,513820.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1,6.0,2.0,2.0,1.0,2.0,2.0
2502,1,275267.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2,2.0,2.0,9.0,4.0,4.0,100.0,1.0,168.0,1.0,1.0,2,2.0,2.0,100.0,500.0,2.0,93.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,3539.0,2.0,2.0,2.0,791.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,100.0,2.0,2,1,305000,1.0,5.0,3.0,1.0,1.0,1,1984,2.0,16,1376437.0,1,1.0,2.0,12.0,2.0,1.0,1,1.0,2.0,2.0,1.0,259915.0,1.0,1.0,2.0,14601634.0,2.0,1.0,1,5.0,4142,183,2.0,2.0,2503,2.0,7.0,1.0,2.0,2.0,1.0,1.0,2.0,1,1.0,1.0,2.0,1.0,2.0,226.0,3.0,2,2.0,2.0,2.0,1112983.0,1.0,3.0,2.0,1.0,2.0,1.0,2.0,1,8.0,2.0,2.0,1.0,1.0,1.0
