,STORIES,TYPEHUQ,TOTHSQFT,TOTCSQFT,HDD65,CDD65
10888,10,2,2416,674,6721,366
10889,-2,5,870,870,5051,1054
10890,-2,5,695,278,8533,333
10891,10,2,2050,2050,1236,3524
10892,10,2,1808,1808,5007,1067
10893,40,2,3425,3425,1940,3740
10894,20,2,1355,0,3137,1671
10895,-2,4,235,0,4559,438
10896,10,2,886,886,594,3609
10897,31,2,4046,1100,5156,988
10898,10,3,1160,1160,6424,851
10899,-2,5,228,228,5877,607
10900,-2,4,641,0,5078,320
10901,31,2,4925,4925,3146,1665
10902,20,2,1600,1600,6787,315
10903,20,2,1260,756,3155,1754
10904,-2,4,1186,712,7026,427
10905,20,2,4528,6552,5114,769
10906,10,3,742,0,878,1357
10907,10,2,805,805,4725,1065
10908,10,2,2250,2250,1609,2679
10909,10,2,2040,156,5444,696
10910,10,2,1500,1500,4233,1266
10911,20,2,1089,654,5401,816
10912,20,2,2248,0,1561,507
10913,10,1,1440,1440,628,3462
10914,10,3,1338,1338,4835,949
10915,-2,5,739,0,922,1313
10916,10,2,154,0,2263,291
10917,10,2,994,795,4200,412
10918,-2,4,951,475,5904,526
10919,-2,4,2622,0,6725,412
10920,-2,5,1088,1088,4958,1025
10921,-2,4,791,791,4744,1138
10922,-2,5,1100,1100,4623,1278
10923,20,2,2347,469,4702,1022
10924,20,3,2663,0,5568,662
10925,10,2,900,225,3749,999
10926,20,3,1850,1986,3650,1459
10927,-2,4,792,396,5478,718
10928,-2,5,1164,1164,6356,635
10929,10,2,0,231,0,4397
10930,10,2,1712,1712,2323,2484
10931,10,2,1498,1498,720,5202
10932,-2,4,1466,1466,4811,1009
10933,10,2,1508,1508,2678,2117
10934,10,2,6332,5540,4332,943
10935,10,2,1840,460,5588,229
10936,20,2,3076,0,10086,34
10937,-2,4,1132,0,5503,697
10938,10,1,0,1184,1009,4280
10939,10,2,2400,2400,3858,1373
10940,10,2,1309,1309,1263,1814
10941,20,2,2028,869,6960,413
10942,20,2,2991,2991,6220,323
10943,20,2,2944,1963,4572,1064
10944,20,2,1276,0,1187,820
10945,-2,4,200,599,4512,1505
10946,10,2,1508,1508,6316,425
10947,-2,5,950,238,133,4456
10948,10,2,1752,264,6601,579
10949,10,2,1650,0,854,1381
10950,32,2,1374,1374,5404,707
10951,20,2,1512,1209,5491,761
10952,-2,5,1279,1279,1154,617
10953,-2,4,806,806,3703,1824
10954,10,1,240,600,996,4318
10955,10,2,1295,1295,4973,1117
10956,10,2,1198,599,3087,2011
10957,10,2,1300,1300,4046,1370
10958,-2,4,499,0,4772,872
10959,10,2,1227,0,7349,304
10960,20,2,1933,1123,5401,644
10961,20,3,3578,0,4682,320
10962,10,2,2574,936,8998,183
10963,-2,5,567,567,3030,1873
10964,20,2,1792,248,7619,425
10965,10,2,1177,1177,3393,1625
10966,-2,5,581,194,2935,1933
10967,10,2,3875,3875,2546,2411
10968,10,2,2260,195,5661,637
10969,-2,5,613,0,4724,1015
10970,20,2,2102,2102,5088,810
10971,20,2,1805,1805,8211,364
10972,10,2,1250,1250,1964,3693
10973,10,2,1780,1780,2754,2071
10974,20,2,1854,0,7812,336
10975,20,2,4176,1577,5867,671
10976,10,1,952,952,4118,1235
10977,20,3,341,0,1186,821
10978,10,2,2030,2030,5662,649
10979,20,2,1664,185,5753,609
10980,-2,5,744,186,4583,870
10981,10,2,2259,2259,1425,1239
10982,10,2,1200,1200,1046,3244
10983,-2,5,0,247,1372,696
10984,10,2,1120,0,5953,651
10985,20,2,2896,1888,4589,1480
10986,-2,4,824,228,7509,304
10987,10,2,936,936,3111,2050
10988,-2,5,956,478,5701,507
10989,-2,4,814,814,1059,4736
10990,10,2,845,169,7365,323
10991,10,3,1069,1069,4167,1424
10992,20,2,3428,3428,4951,1017
10993,10,2,2241,2241,2544,2379
10994,-2,5,766,0,2420,92
10995,20,2,4203,4203,3425,1609
10996,-2,5,750,0,9985,19
10997,-2,5,731,244,7156,375
10998,20,2,3165,3165,5470,743
10999,10,2,4053,4053,6860,546
11000,-2,5,1004,1004,4752,1339
11001,-2,5,870,174,6582,439
11002,10,2,921,921,6742,547
11003,-2,5,382,0,5795,713
11004,10,2,1836,1836,5328,963
11005,10,2,2364,2216,4800,1324
11006,10,3,295,246,5939,481
11007,10,2,4140,4140,3632,1497
11008,10,3,1780,1780,1899,3770
11009,10,2,925,925,5970,638
11010,10,2,419,838,2461,2381
11011,-2,5,640,480,1950,2543
11012,10,2,1350,1350,1277,3583
11013,20,2,2040,255,6775,377
11014,10,2,1126,1126,4318,1484
11015,10,2,758,758,4677,1346
11016,20,2,2073,0,6945,405
11017,10,2,1007,504,2436,1324
11018,20,2,800,200,6844,362
11019,10,1,1280,1280,4768,943
11020,-2,4,303,0,852,1383
11021,-2,5,605,605,4847,849
11022,10,2,254,0,792,1720
11023,10,2,1924,1924,1200,1226
11024,10,2,1075,215,4539,1066
11025,-2,5,1257,1257,1095,2630
11026,10,2,690,690,5763,579
11027,-2,4,181,702,4737,914
11028,10,2,1299,2078,1661,2592
11029,-2,4,826,0,6850,348
11030,20,2,1426,1426,3385,1599
11031,20,2,3600,3600,5690,740
11032,-2,5,942,942,2788,1859
11033,20,2,741,0,1610,1825
11034,20,2,1907,1678,5339,834
11035,-2,5,1081,1081,4883,924
11036,20,2,2181,2181,2706,1919
11037,10,2,2124,1868,7612,636
11038,10,2,2307,2307,6007,714
11039,10,2,0,1551,731,3517
11040,-2,4,567,189,2709,1736
11041,10,2,1529,1019,2239,2507
11042,10,1,1155,1155,556,3485
11043,20,2,1900,1900,5652,657
11044,20,2,1725,288,6434,506
11045,-2,5,931,233,4589,1083
11046,20,2,3400,3400,4638,1172
11047,10,2,0,0,1112,1601
11048,20,2,5446,4456,7236,390
11049,10,2,2006,2006,3426,1281
11050,20,2,4038,2463,6618,520
11051,-2,4,846,282,5023,930
11052,-2,4,595,198,1364,3019
11053,10,3,3926,3926,4957,1025
11054,20,2,2090,348,2659,186
11055,-2,5,1197,299,6714,378
11056,10,3,2100,2100,5198,812
11057,10,1,940,940,1607,2856
11058,10,2,1000,1000,5125,925
11059,10,3,1200,1200,635,3689
11060,10,2,0,1175,290,4187
11061,10,2,2185,2185,1003,4499
11062,-2,5,978,978,781,1959
11063,10,2,750,750,6212,568
11064,10,2,915,915,3302,1646
11065,10,2,672,0,7607,273
11066,20,2,5536,5536,3004,1682
11067,10,3,348,348,5140,320
11068,10,2,1404,1404,205,4365
11069,-2,5,1280,1280,1066,4341
11070,20,2,2580,2580,1398,2845
11071,10,2,1353,1331,9152,313
11072,10,2,2200,2200,1076,2663
11073,-2,5,797,797,5898,658
11074,10,1,980,980,4241,1218
11075,10,2,2126,0,5091,229
11076,20,2,2944,2944,219,4294
11077,10,2,1688,0,2806,417
11078,10,1,1280,256,9341,416
11079,-2,5,0,139,182,4434
11080,20,2,2070,2070,1049,2712
11081,-2,5,494,494,558,3695
11082,10,2,3344,3344,5851,766
11083,10,2,2800,2800,4856,1306
11084,20,2,2850,2850,6346,443
11085,20,2,1470,0,6224,557
11086,10,2,774,774,611,3502
11087,10,2,750,750,258,4275
11088,10,2,2384,1589,564,3682
11089,10,2,2744,2744,6632,572
11090,10,2,1667,0,7706,202
11091,20,2,2556,2556,7068,407
11092,-2,5,967,0,5669,711
11093,10,2,1258,1258,2001,2902
11094,10,2,960,960,2591,2003
11095,20,2,1624,203,6561,533
11096,20,2,2072,2072,1119,1335
11097,-2,5,529,529,6959,545
11098,10,2,268,0,844,1391
11099,-2,5,590,590,6096,887
11100,-2,5,2016,2016,891,2142
11101,20,2,2500,2500,7409,324
11102,-2,5,1213,1213,5659,534
11103,20,2,1768,0,4678,248
11104,10,2,744,446,1728,2654
11105,20,3,1093,656,5574,678
11106,20,2,1320,293,5146,720
11107,-2,4,0,630,204,4305
11108,-2,5,636,636,1091,3698
11109,20,2,3838,3838,5029,993
11110,10,2,4076,4476,862,3409
11111,20,2,1232,411,7570,232
11112,20,2,1785,893,4313,1237
11113,10,2,1784,1784,2259,2562
11114,10,2,753,188,6307,678
11115,10,2,2852,2852,4533,1128
11116,10,2,1024,1024,2347,2134
11117,20,3,3132,3132,7062,639
11118,20,2,1700,638,6504,387
11119,20,2,1740,1740,5813,522
11120,10,2,1434,1434,2233,1560
11121,10,2,1998,1998,8713,297
11122,20,2,2589,1095,8325,360
11123,20,2,1380,1380,4439,1256
11124,20,2,2216,831,6465,414
11125,10,2,1355,1355,3487,1730
11126,10,2,1320,1320,3117,1681
11127,40,2,2641,2641,6563,434
11128,-2,4,1125,0,5807,687
11129,10,2,2678,2678,4157,774
11130,-2,5,770,770,5247,833
11131,20,3,1350,1620,3101,1752
11132,10,2,1572,1572,514,3860
11133,10,1,2128,2128,4462,1522
11134,-2,5,664,332,4900,877
11135,20,2,2240,320,6308,475
11136,31,3,1821,2277,4761,906
11137,20,2,1232,1232,4955,753
11138,-2,4,687,687,5100,1091
11139,10,2,2146,2146,3226,1594
11140,-2,5,1173,1173,9522,338
11141,10,2,1784,1784,6384,818
11142,-2,5,100,0,4577,1062
11143,20,2,6001,1240,5522,907
11144,20,2,1184,1184,5353,737
11145,10,2,1164,1164,2213,2867
11146,10,2,648,486,2404,2190
11147,-2,5,821,0,5329,811
11148,10,2,769,0,6850,354
11149,-2,4,1980,288,8282,239
11150,10,2,2160,2160,3775,1528
11151,10,1,293,1171,400,4062
11152,-2,5,1137,1137,3956,1321
11153,-2,4,1385,0,4599,438
11154,20,3,1019,764,6832,362
11155,20,2,1710,2280,4950,1079
11156,-2,5,1114,1114,4120,1429
11157,10,1,68,68,4703,453
11158,10,2,0,0,1338,510
11159,-2,5,815,815,1064,1270
11160,10,2,1200,800,4538,1354
11161,20,3,1488,170,6580,237
11162,20,2,3234,2217,6178,568
11163,10,2,2168,907,8564,322
11164,-2,5,698,233,4044,1544
11165,-2,5,770,385,5806,460
11166,10,1,1288,1288,2326,2263
11167,-2,4,0,1932,265,4245
11168,10,2,1332,1332,2319,1858
11169,20,2,0,0,870,1365
11170,20,3,1245,1245,8473,333
11171,20,2,3060,2225,5392,754
11172,10,1,2040,408,6194,603
11173,20,2,3136,3136,2336,1923
11174,20,2,4688,803,10366,138
11175,10,2,1920,1920,1045,2719
11176,10,2,1224,204,1148,1186
11177,-2,5,515,515,1220,3561
11178,31,2,1604,0,9214,167
11179,10,2,2051,2051,4545,1219
11180,10,1,1482,1482,1467,3392
11181,10,2,980,980,5513,705
11182,10,2,1922,1922,1375,2926
11183,-2,4,913,456,4543,1073
11184,20,2,6707,6707,5350,1028
11185,10,2,1512,1512,3789,944
11186,-2,4,1056,1056,3603,1516
11187,10,2,1590,1325,1562,2022
11188,10,2,750,188,4579,1181
11189,40,2,2810,3050,6788,334
11190,20,3,1987,1987,5353,712
11191,-2,4,1600,1200,5871,580
11192,10,2,950,380,1204,1505
11193,20,2,3668,0,1239,836
11194,10,2,1125,563,3880,1357
11195,10,2,1520,1520,1993,3638
11196,10,2,0,0,233,4283
11197,10,1,691,1152,2648,1969
11198,10,2,2263,0,8253,378
11199,10,2,5648,4514,7030,484
11200,20,2,3273,3273,2489,2248
11201,10,2,1310,1310,2103,2746
11202,20,2,1620,324,4965,843
11203,20,2,2268,2268,2712,1967
11204,10,2,1292,0,7743,280
11205,10,2,1872,1872,6869,650
11206,20,2,1225,980,7928,337
11207,20,2,4228,0,6359,229
11208,-2,5,942,942,1585,1854
11209,10,1,202,202,1324,3014
11210,20,2,0,2480,618,3551
11211,20,3,1584,1584,1628,2820
11212,10,2,1075,1075,4474,1242
11213,10,2,1428,1428,721,1531
11214,-2,5,961,961,4610,1052
11215,10,2,1168,0,5331,703
11216,20,2,1871,1871,3968,1578
11217,20,3,1034,197,6071,510
11218,10,2,1421,1421,4238,1180
11219,-2,4,844,169,5678,579
11220,-2,5,720,240,9262,367
11221,20,2,1319,1319,4795,897
11222,10,2,1606,1606,4943,293
11223,20,2,2640,3080,3364,1799
11224,10,2,1770,1770,2026,2786
11225,10,2,840,840,4361,1127
11226,-2,5,799,799,864,3446
11227,-2,4,717,478,4819,857
11228,20,2,3635,3635,3338,1744
11229,-2,5,1024,1024,4713,1188
11230,10,2,1851,988,5057,970
11231,10,1,1236,1236,2945,1842
11232,10,2,3185,1743,4480,1240
11233,20,2,1421,406,7764,443
11234,20,3,2400,0,4692,1047
11235,-2,5,450,0,4234,995
11236,10,2,380,380,2230,2517
11237,10,2,1061,0,5873,510
11238,-2,5,951,951,3979,1429
11239,-2,4,964,964,1212,4070
11240,10,2,2700,2700,4227,1188
11241,20,2,1568,1568,5470,727
11242,-2,4,0,0,1260,1166
11243,10,2,627,0,5825,565
11244,10,1,659,282,5061,723
11245,20,2,4758,3161,8690,328
11246,10,2,960,960,1061,3416
11247,10,2,752,752,4403,1462
11248,-2,4,1300,433,7325,365
11249,10,2,840,140,6411,629
11250,20,2,6571,6571,2448,2492
11251,-2,5,701,701,6210,592
11252,10,1,546,364,3298,1725
11253,10,2,903,0,4669,1365
11254,20,2,2178,2178,6385,654
11255,20,2,7548,2903,3144,1667
11256,10,2,1868,1868,2399,2136
11257,-2,4,1120,448,6748,323
11258,20,2,1642,205,6348,559
11259,10,2,2223,0,2399,2136
11260,10,2,0,988,527,3552
11261,10,1,1134,1134,5190,928
11262,10,2,2890,2890,4871,865
11263,10,2,1879,1131,8215,389
11264,20,3,1036,1036,6199,401
11265,10,3,662,110,7407,406
11266,10,2,1370,1370,840,3503
11267,40,3,1605,963,5299,905
11268,10,2,851,851,4370,1465
11269,20,3,409,409,5194,813
11270,-2,4,540,108,6689,423
11271,-2,5,514,514,1085,3711
11272,-2,4,889,222,5512,695
11273,10,3,622,207,5600,733
11274,-2,5,515,0,2396,709
11275,20,2,742,0,1105,1229
11276,10,2,2361,2361,2626,2508
11277,20,2,4142,4142,6398,400
11278,40,2,2669,0,6042,743
11279,40,2,1892,0,1045,1099
11280,40,2,1872,1872,4534,1227
11281,20,2,2006,0,5479,774
11282,20,2,3003,1214,7081,303
11283,10,2,1176,235,1131,1203
11284,-2,5,411,0,2780,138
11285,10,2,4040,4040,4867,1103
11286,-2,5,727,727,579,3693
11287,10,2,1352,1352,4020,1365
11288,20,2,1422,380,5455,776
11289,10,1,742,742,1983,2241
11290,10,2,4209,526,4922,960
11291,10,2,1938,1938,2522,2092
11292,10,2,1144,1144,644,3488
11293,10,2,1008,504,6940,391
11294,10,2,1664,1664,2375,2003
11295,-2,4,3780,630,8162,391
11296,20,2,291,291,2324,608
11297,10,2,455,455,2281,2476
11298,-2,4,763,763,4218,1520
11299,10,1,1620,1620,3574,1348
11300,10,2,626,418,3422,1588
11301,-2,5,1046,419,6790,440
11302,20,2,6449,4390,6158,498
11303,10,2,1408,1408,4291,1097
11304,20,3,994,0,1167,1100
11305,-2,5,484,161,6454,634
11306,10,2,2304,2304,6221,509
11307,10,2,1008,0,862,1342
11308,10,1,752,150,8285,391
11309,20,2,2480,2480,471,3950
11310,10,2,0,1024,1087,2644
11311,10,2,1973,1204,4211,1355
11312,-2,5,660,660,3762,1561
11313,20,2,2664,1776,6116,882
11314,20,2,3072,3072,2381,2074
11315,-2,4,570,285,3002,1763
11316,20,2,2172,2172,5710,581
11317,10,3,2601,2601,4891,1035
11318,20,2,1136,284,2253,2735
11319,-2,5,761,190,6975,627
11320,-2,4,569,759,1999,2224
11321,10,2,1112,1112,5314,900
11322,20,2,2098,459,5142,992
11323,10,3,3205,2805,6802,367
11324,10,2,1194,299,4786,367
11325,-2,5,637,0,4852,847
11326,10,2,0,0,182,4434
11327,10,2,800,800,4813,1320
11328,10,1,898,224,5447,910
11329,20,2,6329,6329,2995,2071
11330,-2,5,592,296,6489,602
11331,10,2,1620,1620,3447,1576
11332,10,2,969,727,1953,2800
11333,-2,5,866,578,5483,702
11334,10,2,617,154,11506,45
11335,-2,5,355,355,5704,582
11336,10,2,1521,1521,2313,1505
11337,40,2,1702,1702,1568,2746
11338,20,2,1922,1922,6191,681
11339,10,2,336,336,2600,1961
11340,20,2,2804,2804,2260,1531
11341,10,1,896,896,4512,893
11342,10,2,1982,1982,7652,361
11343,10,2,1072,736,1503,2668
11344,10,2,1512,504,5482,622
11345,-2,4,951,0,3309,1327
11346,20,3,1600,1600,4671,1054
11347,20,2,1616,0,3813,35
11348,-2,5,358,0,6597,436
11349,10,2,1363,1363,2875,1972
11350,10,2,1436,1436,2757,2418
11351,10,2,471,471,6889,520
11352,20,2,1784,1784,6074,709
11353,-2,4,1000,200,5552,755
11354,-2,5,900,900,7038,350
11355,20,2,1703,1419,4263,1255
11356,10,1,1540,1540,5295,899
11357,10,1,185,370,1310,3046
11358,-2,4,486,162,5376,1022
11359,10,2,1741,1741,1696,2055
11360,-2,5,1031,258,7433,670
11361,20,3,1618,324,4938,350
11362,10,2,1836,1836,397,4068
11363,-2,5,1129,0,5949,625
11364,10,2,3378,579,5809,713
11365,10,2,937,187,7701,539
11366,20,2,4558,4558,6208,726
11367,20,2,1604,1604,6546,656
11368,-2,5,1054,1054,1753,1437
11369,10,2,2124,2124,214,4252
11370,10,2,2250,2250,589,3620
11371,10,2,1728,1728,472,3949
11372,-2,4,430,0,5811,458
11373,10,2,1112,1112,3185,1587
11374,20,2,2824,2824,1848,2947
11375,-2,4,850,850,1686,4233
11376,-2,4,928,928,1792,2556
11377,20,2,3461,3090,6648,438
11378,40,2,1625,1625,5570,712
11379,10,2,2114,2114,2679,704
11380,10,2,365,730,1894,2873
11381,20,2,885,2360,1199,1227
11382,10,2,1262,1262,5778,577
11383,-2,4,0,962,221,4262
11384,10,2,1049,0,2279,322
11385,10,3,0,0,1139,1480
11386,10,2,1248,1248,2323,2110
11387,10,2,1728,1728,4516,1094
11388,10,1,616,154,624,3536
11389,10,1,980,980,2400,2539
11390,10,2,1400,1400,2374,2432
11391,10,2,1392,1392,4636,1360
11392,10,2,2488,2488,2701,2102
11393,20,2,834,0,7114,386
11394,20,2,3010,3010,1214,1212
11395,10,2,1761,1761,8363,225
11396,10,2,3685,1750,8162,514
11397,-2,5,880,293,5572,613
11398,-2,5,1268,1268,3317,1323
11399,20,3,2496,2496,9431,352
11400,-2,4,992,248,796,1439
11401,20,2,3858,3858,7574,333
11402,20,2,5540,5540,1113,3425
11403,10,2,720,120,4398,1285
11404,10,2,2075,1046,7653,531
11405,10,2,2742,2742,2438,2516
11406,-2,5,866,866,1216,2737
11407,10,2,3759,3759,2410,2543
11408,10,2,870,145,4413,1167
11409,-2,4,705,352,5468,641
11410,10,2,120,60,2590,2036
11411,20,2,3405,3405,3196,1609
11412,10,2,1683,0,6039,532
11413,10,2,1270,1270,590,3618
11414,10,2,1288,1288,5087,335
11415,20,2,1680,480,5563,752
11416,10,2,784,784,1275,3376
11417,10,1,1064,1064,3484,1429
11418,-2,4,770,193,4505,1086
11419,20,2,2425,1750,7945,413
11420,10,2,1480,1480,3573,1523
11421,20,2,2556,2556,3944,1291
11422,-2,5,411,206,8741,176
11423,10,2,1842,1842,8053,159
11424,10,2,972,972,2314,2362
11425,40,2,2093,1548,5158,916
11426,-2,4,957,0,6708,360
11427,-2,4,1608,1608,5095,935
11428,10,2,370,925,4060,462
11429,10,2,1806,1806,5024,1261
11430,10,2,1856,0,1320,1158
11431,-2,5,0,0,866,1369
11432,10,1,372,0,3754,997
11433,10,2,6713,6063,5811,589
11434,10,3,964,0,325,4180
11435,10,2,1147,1147,1383,2313
11436,20,2,3099,3099,1383,934
11437,31,2,460,0,2558,259
11438,10,2,1610,1610,1724,2543
11439,10,2,1409,1409,2516,1083
11440,-2,5,1070,0,4760,295
11441,-2,5,642,0,1236,765
11442,10,2,1247,935,5538,622
11443,10,2,870,652,2143,2693
11444,10,1,1403,1403,4509,1272
11445,-2,5,392,0,2694,184
11446,-2,4,1118,1118,5866,1003
11447,-2,4,1053,1053,3197,1794
11448,10,2,1980,1560,6359,538
11449,10,2,2196,1190,6652,587
11450,10,2,2127,2127,1224,2723
11451,20,3,3206,3206,6869,297
11452,-2,4,952,0,7748,606
11453,-2,4,792,792,1075,2666
11454,10,2,1190,714,1487,2334
11455,-2,5,659,659,1123,3402
11456,10,2,1835,827,4749,1064
11457,10,2,1910,0,2871,62
11458,10,2,2900,813,5780,575
11459,10,2,730,1216,2730,1954
11460,-2,4,321,214,6143,541
11461,20,2,2017,1261,5593,673
11462,10,2,1748,1748,3525,1604
11463,-2,4,751,300,4463,1099
11464,10,2,1920,1920,2133,2803
11465,20,2,1128,0,4175,683
11466,10,2,5023,4373,6941,336
11467,10,2,1458,1458,1261,1217
11468,10,2,1378,230,263,4128
11469,10,2,587,745,4116,1556
11470,10,2,2029,2029,5855,546
11471,10,2,1550,113,5856,582
11472,-2,5,581,0,1258,590
11473,20,2,2032,2032,3347,1739
11474,31,3,2765,2765,8047,456
11475,10,2,943,189,1284,3042
11476,10,2,667,0,6589,343
11477,10,2,1441,1441,2491,2247
11478,10,2,1997,1664,3262,1514
11479,10,2,2700,2700,4296,1320
11480,-2,5,770,257,3244,1669
11481,20,3,621,1088,6953,278
11482,-2,5,1026,1026,4716,1186
11483,20,2,2497,0,4733,383
11484,-2,5,803,803,3184,1645
11485,20,2,4040,0,6506,546
11486,-2,5,300,300,134,4451
11487,10,2,1254,1254,4947,394
11488,-2,5,691,691,2555,1996
11489,20,3,1816,1816,5567,561
11490,10,3,1042,1042,465,3838
11491,10,2,6042,5190,6426,548
11492,10,2,1080,1080,2321,2469
11493,20,2,2384,0,3119,1842
11494,-2,4,918,918,2594,594
11495,10,2,3144,3144,495,3648
11496,40,2,4124,4124,8377,345
11497,20,2,1556,3500,1089,4363
11498,10,2,1830,1830,6488,525
11499,20,2,1728,0,5669,503
11500,10,3,0,0,1342,2008
11501,20,2,2340,0,6741,517
11502,-2,5,759,506,6713,364
11503,20,2,3020,0,856,1379
11504,10,2,1614,1614,2269,1535
11505,10,2,1422,0,2019,2085
11506,20,2,2328,2328,1319,3334
11507,10,3,648,216,6605,202
11508,10,2,1740,1740,6724,820
11509,10,3,807,202,792,1945
11510,31,3,2304,2304,4752,685
11511,-2,5,677,169,3310,1702
11512,-2,5,1152,1152,687,3681
11513,20,2,1766,785,4728,1061
11514,-2,5,922,0,6997,346
11515,-2,5,553,553,2172,2665
11516,10,2,2164,2164,1742,2516
11517,20,3,2022,1074,4613,1051
11518,20,2,2261,1978,3685,1025
11519,10,2,1416,0,6328,549
11520,10,2,1938,1938,4507,1427
11521,20,2,1920,1920,4679,1176
11522,20,2,4985,4985,1647,2616
11523,31,3,1155,1155,4267,1331
11524,20,2,2760,0,4715,696
11525,20,2,1266,178,8853,207
11526,-2,5,835,835,3632,1559
11527,-2,5,854,214,8756,289
11528,10,2,2000,667,7509,294
11529,10,2,1872,1872,6000,715
11530,20,2,2247,197,6574,362
11531,-2,4,1910,819,5902,526
11532,-2,5,517,0,7148,289
11533,20,2,2332,2332,5395,889
11534,31,2,1840,1840,6624,412
11535,10,2,839,0,1614,1820
11536,20,2,1120,0,5459,461
11537,-2,4,0,0,738,1783
11538,20,2,1477,1477,5665,208
11539,10,2,1064,1064,3118,1698
11540,-2,4,854,171,6409,395
11541,20,2,3200,800,5211,808
11542,10,2,818,818,2277,2380
11543,20,2,2658,329,7466,282
11544,20,2,6990,3288,6864,326
11545,20,3,1112,1112,3598,1327
11546,10,2,2050,0,2704,119
11547,10,2,939,939,704,5407
11548,20,2,1029,257,6104,706
11549,-2,5,459,153,2452,2390
11550,10,2,1479,1479,2991,1909
11551,10,2,1700,1700,463,3992
11552,10,1,897,0,5244,889
11553,10,2,624,0,4542,292
11554,10,2,1040,1040,1127,3513
11555,10,2,2652,2856,4633,1377
11556,31,2,4680,0,4165,1538
11557,20,2,1512,567,5627,603
11558,10,2,2445,2445,1294,3391
11559,-2,4,1302,0,7453,339
11560,10,2,1440,0,1950,2542
11561,20,2,814,0,4472,1166
11562,10,2,0,0,805,1591
11563,10,2,234,1640,981,2697
11564,20,2,4450,4450,3606,1291
11565,-2,5,851,340,4809,280
11566,20,3,1182,0,2289,556
11567,-2,5,756,504,4310,969
11568,-2,5,1490,1490,3039,1868
11569,10,2,949,949,1104,1610
11570,10,2,2287,1633,1829,2586
11571,-2,5,1188,1188,6635,571
11572,10,2,986,959,7272,342
11573,10,1,1280,1280,1942,2467
11574,20,2,3280,3280,3949,1290
11575,-2,5,969,969,6797,421
11576,-2,4,187,187,6485,420
11577,20,2,2764,2764,6558,503
11578,-2,5,1824,608,4711,891
11579,10,3,1089,1089,5137,961
11580,10,2,3796,3796,2624,1956
11581,10,2,1450,1450,1940,3740
11582,20,2,4498,2699,2760,1877
11583,-2,5,1259,0,4906,249
11584,10,2,4460,0,6648,289
11585,20,2,1820,0,7312,564
11586,20,3,2178,1778,9461,128
11587,10,2,966,0,5664,495
11588,20,2,1780,0,5639,677
11589,10,2,3708,3058,9343,364
11590,10,2,1458,1458,513,3757
11591,20,3,1560,0,7148,289
11592,20,2,3016,3016,4545,1124
11593,-2,5,199,0,6928,552
11594,10,1,840,210,5243,1060
11595,40,2,1960,280,6267,385
11596,20,2,1335,668,4539,1074
11597,10,2,2240,2240,3501,1249
11598,20,2,2110,1688,3568,1339
11599,20,2,2064,2064,2404,1012
11600,-2,4,1471,1471,3489,1521
11601,20,2,2464,2464,3497,1336
11602,10,2,4126,4126,4413,1286
11603,-2,4,1152,1152,6198,499
11604,-2,4,658,219,3323,1831
11605,10,2,912,228,4959,921
11606,10,2,1120,1960,5094,1093
11607,-2,5,1120,560,6126,601
11608,10,2,692,173,908,1296
11609,10,2,1498,0,5303,640
11610,-2,4,1055,527,4733,1034
11611,-2,5,613,306,4899,982
11612,10,2,3830,3830,648,3699
11613,10,2,1988,0,5554,745
11614,10,1,2016,1512,1314,2789
11615,10,3,761,761,6235,897
11616,10,2,2550,1275,6005,950
11617,-2,5,702,702,809,1426
11618,-2,5,727,242,1210,1216
11619,10,2,600,600,4316,1156
11620,10,1,240,120,2075,2194
11621,10,1,1008,1008,1547,2568
11622,-2,4,841,841,4912,1099
11623,20,3,1274,0,6869,538
11624,-2,4,0,0,0,3960
11625,10,1,924,462,5575,742
11626,10,3,914,914,3172,1620
11627,-2,5,803,803,4702,1355
11628,10,2,902,0,10079,35
11629,10,2,1404,1804,880,1324
11630,20,2,2940,0,5093,304
11631,20,2,2168,482,6080,591
11632,-2,4,627,1045,2572,1541
11633,-2,5,1764,1764,1076,2664
11634,20,3,928,928,4995,885
11635,10,2,1456,0,5286,179
11636,10,2,776,0,4800,439
11637,20,2,4479,2047,7382,354
11638,10,3,753,1130,4640,1093
11639,-2,5,841,841,4960,1082
11640,20,3,1256,0,11615,0
11641,31,2,2348,293,5921,430
11642,20,3,1685,1685,7599,655
11643,-2,4,867,0,1247,594
11644,-2,5,623,208,5997,712
11645,10,2,1617,1617,2319,2269
11646,-2,4,1007,0,7163,257
11647,-2,4,1492,0,6122,602
11648,-2,5,0,0,1231,1156
11649,20,2,2786,3191,4463,1521
11650,10,2,2244,2244,2573,1994
11651,-2,5,382,382,4420,1277
11652,-2,5,0,0,5557,934
11653,-2,5,616,0,7787,461
11654,10,2,0,0,1199,1493
11655,10,1,2284,2284,580,3792
11656,20,2,2160,2160,1241,3697
11657,-2,5,1106,1106,175,4391
11658,10,2,1179,1179,2531,2172
11659,10,2,1722,1722,5408,885
11660,10,2,2444,2444,2381,2424
11661,10,2,1440,1440,3545,1339
11662,10,2,1021,1021,1345,2004
11663,10,2,0,0,12,4317
11664,20,2,3080,3080,2249,2574
11665,-2,5,900,900,7102,336
11666,20,2,2856,816,4994,849
11667,10,3,0,0,21,2959
11668,-2,4,1259,755,990,1914
11669,10,2,3278,0,11679,23
11670,20,2,4752,4752,3680,1260
11671,10,2,1688,1688,2322,2049
