,TVONWD2,PRKGPLC1,SIZRFRI1,INTERNET,TVTYPE2,WDPELLET,USENOTMOIST,USEEL,SIZEOFGARAGE,TOTSQFT_EN,TOTUCSQFT,OUTGRILLFUEL,OUTLET,WDOTHER,ELWATER,ATTICFIN,ELFOOD,ESCWASH,HDD30YR,CDD80,BEDROOMS,NCOMBATH,DNTHEAT,WASHLOAD,TEMPGONE,HIGHCEIL,FOPAY,TOTROOMS,PERIODEL,YEARMADERANGE,CELLAR,TVONWE2,EMPLOYHH,USECENAC,ROOFTYPE,TEMPNITE,NUMFRIG,WOODLOGS,SWIMPOOL,POOL,INWIRELESS,TYPEHUQ,WHEATAGE,LPWARM,NOTMOIST,ATTIC,BASECOOL,TEMPHOME,EQUIPAUX,COOLTYPE,CWASHER,AGEFRZR,ELCOOL,WASHTEMP,DRYRFUEL,STOVE,GARGHEAT,SDESCENT,WHEATSIZ,ATHOME,AGEDW,SOLWATER,STOVENFUEL,STOVEFUEL,AIRCOND,AGECWASH,AGERFRI2,AGECENAC,TEMPGONEAC,FUELH2O,DRAFTY,FOWATER,USENG,TVTYPE1,STORIES,AGECDRYER,SIZRFRI2,EDUCATION,TVONWD1,FUELPOOL,NHSLDMEM,RECBATH,BASEHEAT,UGWATER,EQUIPAGE,ATTCCOOL,OA_LAT,PERIODFO,WSF,OVENUSE,SOLOTHER,THERMAINAC,PERIODLP,ADQINSUL,DOOR1SUM,RNSETEMP,USEWOOD,HHAGE,MONEYPY,NUMBERAC,TOTCSQFT,EQUIPM,FUELTUB,NUMCFAN,PROTHERMAC,MICRO,STUDIO,WDWATER,ELOTHER,TYPERFR1,AGERFRI1,FUELHEAT,DRYRUSE,WDWARM,FOOTHER,LPGPAY,SIZFREEZ,BASEFIN,NUMFREEZ,ELWARM,UGWARM,FOWARM,NUMMEAL,OUTGRILL,UGOTH,TVSIZE1,ICE,HEATHOME,NHAFBATH,TEMPNITEAC,USEWWAC,STOVEN,AMTMICRO,LPWATER,USESOLAR,LPOTHER,OTHROOMS,PROTHERM,OVENFUEL,CDD30YR,TOPFRONT,LPCOOK,TEMPHOMEAC,WWACAGE,USEFO,FUEL_HEAT,KOWNRENT,USEMOISTURE,WINDOWS,HHSEX,CENACHP,MOISTURE,DISHWASH,WALLTYPE,FUELH2O2,TVSIZE2,THERMAIN,USELP,DRYER,HDD50,COFFEE,TVCOLOR,PERIODNG,TOTUSQFT,TYPEGLASS,ESDISHW,ESFRIG,AUDIT,TOTHSQFT,TVONWE1,GWT,ATTCHEAT,GARGCOOL,UGCOOK,NWEIGHT,OVEN,CDD65,DWASHUSE,HDD65,OCCUPYYRANGE,SWAMPCOL,TYPERFR2,UPRTFRZR,WOODAMT
5158,-2,-2,2,1,-2,-2,-2,1,-2,464,348,-2,-2,-2,0,-2,0,-2,6748,0,2,1,-2,-2,70,0,-2,4,1,3,-2,-2,2,-2,-2,70,1,-2,-2,-2,1,5,2,0,0,-2,-2,70,0,2,0,-2,1,-2,-2,0,-2,0,-2,4,-2,0,1,-2,1,-2,-2,-2,76,1,4,0,1,3,-2,-2,-2,3,2,-2,3,0,-2,1,5,-2,2.5540000000000003,-2,0.65,5,0,-2,-2,2,0,-2,0,21,1,1,116,3,-2,0,-2,1,0,0,1,22,41,1,-2,0,0,-2,-2,-2,0,0,1,0,1,0,0,2,0,1,0,65,4,1,12,0,0,0,2,-2,-2,709,-2,0,65,3,0,1,2,4,20,1,-2,1,0,1,-2,-2,0,0,0,3327,1,1,5,0,2,-2,0,-9,464,2,46.87,-2,-2,1,21485.58478,0,553,-2,6641,8,-2,-2,-2,-2.0
5162,2,1,3,0,3,-2,-2,1,2,1707,400,-2,1,-2,0,0,1,1,5141,104,3,1,-2,2,72,0,-2,6,1,3,0,2,0,3,5,66,1,-2,0,-2,-2,2,41,0,0,1,-2,72,0,1,1,-2,1,2,5,0,0,0,1,5,5,0,5,-2,1,2,-2,5,82,1,3,0,1,2,10,41,-2,2,4,-2,1,0,-2,1,5,0,6.909,-2,0.52,2,0,1,-2,2,0,3,0,85,2,-2,1707,3,-2,0,1,1,-2,0,1,22,42,1,2,0,0,-2,-2,-2,0,0,1,0,2,0,0,3,0,1,1,70,-2,1,7,0,0,0,3,1,-2,1299,1,0,80,-2,0,1,1,-2,41,1,0,0,1,2,-2,1,1,0,1,1818,0,2,1,400,1,0,0,0,1707,4,55.41,0,0,0,27467.11674,0,1262,1,4546,3,-2,-2,-2,-2.0
5168,1,-2,3,1,5,-2,-2,1,-2,1915,957,23,0,-2,0,-2,0,0,4680,122,2,1,-2,4,69,0,-2,6,1,1,-2,1,2,-2,9,64,1,-2,-2,-2,1,4,3,0,0,-2,-2,69,0,2,1,-2,1,3,1,0,-2,0,2,5,3,0,1,-2,1,41,-2,-2,75,1,4,0,1,2,-2,41,-2,5,3,-2,2,0,-2,1,42,-2,5.314,-2,0.58,1,0,-2,-2,2,0,3,0,64,6,3,958,2,-2,5,-2,1,0,0,1,23,3,1,2,0,0,-2,-2,-2,0,0,1,0,2,1,1,3,0,1,1,72,1,1,7,0,0,0,4,1,-2,1199,1,0,72,3,0,1,1,3,41,2,-2,1,1,1,-2,2,1,0,1,1873,1,2,1,0,2,1,1,0,1915,3,52.98,-2,-2,1,27516.65646,0,1541,7,4458,5,-2,-2,-2,-2.0
5170,1,0,3,0,1,-2,-2,1,-2,2967,2684,23,0,-2,1,0,0,0,6368,42,3,1,-2,3,68,1,-2,7,1,1,1,1,0,-2,5,69,1,-2,0,-2,-2,2,3,0,0,1,0,70,1,2,1,-2,1,2,1,0,-2,0,1,5,5,0,5,-2,1,42,-2,-2,70,5,3,0,1,1,20,42,-2,3,4,-2,1,0,1,0,42,0,4.777,-2,0.58,0,0,-2,-2,2,0,3,0,66,1,1,283,3,-2,2,-2,1,-2,0,1,22,41,1,5,0,0,-2,-2,1,0,1,1,0,2,1,1,1,0,1,0,68,2,1,35,0,0,0,4,1,-2,872,1,0,70,5,0,1,1,-2,41,1,-2,0,1,2,-2,1,1,0,1,2910,1,2,1,494,2,0,1,0,2473,3,50.24,0,-2,0,23891.20835,0,1020,0,5842,5,-2,-2,-2,-2.0
5172,-2,1,3,1,-2,-2,-2,1,2,1589,400,2,0,-2,0,-2,1,0,4454,60,3,2,-2,4,65,1,-2,5,1,6,0,-2,2,4,9,60,1,-2,0,-2,1,3,3,0,0,0,-2,65,1,3,1,-2,1,2,-2,0,0,0,2,3,2,0,5,-2,1,2,-2,3,70,1,4,0,1,3,20,-2,-2,5,2,-2,2,0,-2,1,3,-2,0.0,-2,0.54,1,0,0,-2,2,3,3,0,55,8,1,1589,3,-2,2,-2,1,-2,0,1,23,3,1,-2,0,0,-2,-2,-2,0,0,1,0,2,1,0,3,0,1,1,65,4,1,14,0,0,0,2,0,-2,1223,2,0,70,2,0,1,1,6,30,1,0,1,1,4,-2,-2,1,0,0,1195,0,1,1,400,2,0,0,0,1589,2,56.06,-2,0,0,18461.10027,0,1340,6,3900,8,1,-2,-2,-2.0
5175,1,1,4,1,5,-2,6,1,2,5086,1333,23,1,-2,0,-2,0,-9,4569,136,4,2,-2,5,66,0,-2,8,1,2,1,2,1,2,5,64,1,-2,0,-2,1,2,3,0,1,0,1,66,0,3,1,41,1,2,5,0,0,0,3,0,3,0,1,-2,1,1,-2,3,76,1,4,0,1,1,20,3,-2,5,3,-2,2,0,1,1,41,-2,8.042,-2,0.54,5,0,1,-2,2,1,2,0,63,8,1,4153,3,-2,7,1,1,-2,0,1,23,1,1,6,0,0,-2,4,1,1,0,1,0,2,1,0,3,0,1,1,76,4,1,10,0,0,0,4,1,-2,1585,1,0,74,2,0,1,1,5,42,2,0,1,1,3,-2,2,1,0,1,1748,1,2,1,1333,1,-9,-9,0,4153,3,54.86,-2,0,1,13694.85475,0,1588,5,4145,7,-2,-2,2,-2.0
5176,2,0,4,1,5,-2,-2,1,-2,2372,0,2,1,-2,0,-2,0,0,5890,36,3,2,-2,5,64,0,-2,6,1,2,1,1,1,3,5,66,1,-2,0,-2,1,2,42,0,0,0,1,66,1,1,1,41,1,3,1,0,-2,0,3,5,42,0,1,-2,1,42,-2,5,85,1,3,0,1,5,10,42,-2,2,3,-2,2,0,1,1,42,-2,4.468,-2,0.56,1,0,1,-2,3,1,3,0,59,6,-2,2372,3,-2,4,1,1,-2,0,1,21,41,1,5,0,0,-2,4,1,1,1,1,0,3,1,1,2,1,1,0,75,-2,1,8,0,0,0,3,1,-2,1131,1,0,78,-2,0,1,1,8,41,2,0,1,1,1,-2,1,1,0,1,2587,0,3,1,0,2,0,0,0,2372,3,48.72,-2,-2,1,25940.05521,0,1036,4,5598,6,-2,-2,1,-2.0
5178,2,-2,2,1,5,-2,-2,1,-2,854,0,-2,-2,-2,0,-2,1,0,5764,109,2,1,-2,2,61,0,-2,4,1,2,-2,2,0,2,-2,64,1,-2,-2,-2,1,5,5,0,0,-2,-2,67,0,1,1,-2,1,2,5,0,-2,0,1,5,3,0,5,-2,1,41,-2,1,75,1,3,0,1,3,-2,41,-2,4,3,-2,3,0,-2,1,41,-2,0.0,-2,0.61,3,0,1,-2,2,0,3,0,27,5,-2,854,3,-2,0,0,1,0,0,1,22,3,1,2,0,0,-2,-2,-2,0,0,1,0,3,0,0,3,0,1,0,68,-2,1,7,0,0,0,2,0,-2,1110,1,0,70,-2,0,1,2,-2,20,1,0,0,1,4,-2,1,1,0,1,1817,0,2,1,0,1,0,0,0,854,3,46.48,-2,-2,0,29144.36571,0,1312,3,4887,8,0,-2,-2,-2.0
5180,2,1,3,1,1,-2,-2,1,2,2058,400,2,1,-2,0,0,0,1,6003,73,3,2,-2,2,68,0,-2,7,1,6,1,2,1,3,5,69,2,-2,0,-2,1,2,2,0,0,1,1,70,0,1,1,-2,1,3,1,0,0,0,2,0,41,0,1,-2,1,41,41,42,80,1,3,0,1,1,31,41,2,3,2,-2,2,0,1,1,42,0,4.688,-2,0.56,2,0,1,-2,2,1,3,0,60,5,-2,2058,3,-2,4,1,1,-2,0,1,22,41,1,2,0,0,-2,-2,1,0,0,1,0,4,1,1,3,0,1,0,77,-2,1,7,0,0,0,4,1,-2,1033,2,0,78,-2,0,1,1,3,41,1,0,1,1,1,-2,1,1,0,1,2446,1,3,1,400,2,0,0,0,2058,2,49.35,0,0,1,26644.08905,0,1073,1,5552,7,-2,22,-2,-2.0
5181,3,1,4,1,2,-2,-2,1,2,1631,400,2,0,-2,0,-2,1,1,4541,0,4,2,-2,4,68,1,-2,8,1,4,0,3,0,1,5,68,2,-2,0,-2,1,2,2,0,0,0,-2,68,0,1,1,-2,1,3,5,0,0,1,3,5,41,0,5,-2,1,3,41,3,72,1,4,0,1,2,20,3,3,1,4,-2,2,0,-2,1,3,-2,0.0,-2,0.55,3,0,1,-2,1,2,3,0,65,3,-2,1631,3,-2,1,1,1,-2,0,1,21,2,1,4,0,0,-2,-2,-2,0,0,1,0,2,1,0,4,1,1,0,72,-2,1,14,0,0,0,4,1,-2,117,1,0,72,-2,0,1,1,-2,30,1,0,0,1,2,-2,3,1,0,1,328,1,2,1,400,2,0,1,0,1631,4,59.91,-2,0,0,12237.22429,0,411,0,2804,5,0,1,-2,-2.0
5182,1,1,4,1,3,-2,-2,1,2,3204,400,-2,0,-2,0,-2,0,0,2545,0,4,3,-2,1,60,1,-2,7,1,4,0,1,0,1,2,65,1,-2,1,-2,1,2,41,0,0,0,-2,70,0,1,1,-2,1,2,1,1,0,0,4,5,2,0,-2,1,1,1,-2,1,82,1,4,0,1,3,20,1,-2,5,3,-2,4,0,-2,1,41,-2,0.0,-2,0.47,-2,0,1,-2,1,4,3,0,32,8,-2,3204,3,-2,2,1,1,-2,0,1,5,2,1,1,0,0,-2,-2,-2,0,0,1,0,3,0,1,3,1,1,0,78,-2,0,20,0,0,0,3,1,5,285,1,0,75,-2,0,1,1,-2,42,1,0,0,1,4,-2,2,1,0,1,134,0,2,1,400,2,0,1,1,3204,1,60.15,-2,0,1,9136.860809,1,476,4,1986,8,0,-2,-2,-2.0
5184,-2,-2,3,1,-2,-2,-2,1,-2,570,380,-2,0,-2,0,-2,1,-2,6367,43,2,1,-2,-2,72,0,-2,3,1,4,-2,-2,1,-2,5,72,1,-2,-2,-2,1,4,1,0,0,-2,-2,72,0,2,0,-2,1,-2,-2,0,-2,0,-2,5,5,0,5,-2,1,-2,-2,-2,77,1,2,0,1,1,-2,-2,-2,5,1,-2,2,0,-2,1,41,-2,3.341,-2,0.6,1,0,-2,-2,2,0,-2,0,25,4,1,190,2,-2,0,-2,1,0,0,1,22,1,1,-2,0,0,-2,-2,-2,0,0,1,0,3,0,0,3,0,1,0,73,4,1,5,0,0,0,1,0,-2,762,-2,0,75,5,0,1,2,-2,20,2,-2,0,1,3,-2,-2,1,0,0,3094,0,1,5,0,2,-8,-8,0,570,1,46.32,-2,-2,0,27729.96703,0,650,4,6351,8,-2,-2,-2,-2.0
5185,2,1,4,1,3,-2,-2,1,2,5300,2300,2,0,-2,1,1,1,1,1523,244,4,3,-2,5,70,0,-2,8,1,8,0,2,0,4,1,68,1,-2,0,-2,1,2,3,0,0,1,-2,72,0,1,1,-2,1,3,5,1,0,0,4,5,3,0,1,1,1,1,-2,3,85,5,4,0,1,3,20,41,-2,4,5,-2,4,0,-2,0,3,0,0.05,-2,0.45,4,0,1,-2,1,1,3,0,44,5,-2,3400,3,-2,3,1,1,-2,0,1,21,3,1,5,0,0,-2,-2,-2,0,0,1,0,2,1,0,3,1,1,0,75,-2,1,5,0,0,0,4,1,5,1786,1,0,78,-2,0,1,1,1,42,1,0,1,1,4,-2,3,1,0,1,27,1,3,1,2300,2,1,1,0,3400,3,60.74,0,0,1,8761.748423000001,1,2413,2,1046,8,0,-2,-2,-2.0
5187,-2,1,3,1,-2,-2,3,1,2,842,400,1,1,-2,0,-2,0,0,6168,35,3,2,-2,2,70,0,-2,7,1,4,1,-2,0,4,5,70,2,-2,0,-2,1,2,41,0,1,0,1,70,0,1,1,1,1,3,1,0,0,0,1,5,41,0,1,-2,1,3,5,41,74,1,3,0,1,4,10,41,2,2,4,-2,2,0,1,1,41,-2,2.917,-2,0.55,5,0,1,-2,2,1,3,0,72,4,-2,842,3,-2,0,0,1,-2,0,1,21,3,1,3,0,0,-2,2,1,1,0,1,0,2,1,1,4,1,1,0,70,-2,2,5,0,0,0,4,0,-2,824,1,0,78,-2,0,1,1,3,30,2,0,1,1,1,-2,-2,1,0,1,2838,0,1,1,400,2,0,1,0,842,4,48.27,-2,0,1,24307.00136,0,773,4,6040,4,-2,21,1,-2.0
5189,2,1,4,1,1,-2,-2,1,3,4090,650,2,0,-2,0,0,1,1,6156,77,6,3,-2,4,68,1,-2,10,1,6,1,2,2,1,5,66,2,-2,0,-2,1,2,3,0,0,1,1,68,1,1,1,5,1,3,5,0,0,0,3,5,2,0,5,-2,1,1,41,5,78,1,3,0,1,1,20,41,3,4,2,-2,4,0,1,1,2,0,0.0,-2,0.61,3,0,1,-2,2,0,3,0,57,8,-2,4090,3,-2,1,1,1,-2,0,1,23,2,1,5,0,0,-2,3,1,1,1,1,0,1,1,0,2,1,1,1,76,-2,1,23,0,0,0,4,1,-2,988,1,0,76,-2,0,1,1,-2,50,1,0,0,1,4,-2,1,1,0,1,2005,1,4,1,650,2,1,1,0,4090,3,45.9,0,0,0,12321.7893,0,1243,7,5096,7,0,21,2,-2.0
5190,2,1,4,1,1,-2,-2,1,1,2543,250,2,1,-2,0,0,0,1,4696,84,4,2,-2,25,68,0,-2,10,1,3,0,3,1,2,5,68,3,-2,1,0,1,2,3,0,0,1,-2,72,0,1,1,-2,1,3,1,0,0,0,2,4,1,0,1,-2,1,41,41,2,76,1,4,0,1,1,20,41,4,3,4,-2,3,0,-2,1,2,0,6.021,-2,0.52,0,0,1,-2,2,2,3,0,59,8,-2,2543,3,-2,3,1,1,-2,0,1,23,3,1,25,0,0,-2,-2,-2,0,0,1,0,4,1,1,3,0,1,0,72,-2,1,20,0,0,0,6,1,-2,1311,2,0,72,-2,0,1,1,5,42,1,1,1,1,3,-2,1,1,0,1,2060,1,7,1,250,2,1,1,1,2543,5,52.4,0,0,1,23445.53097,0,1537,5,4628,7,-2,21,-2,-2.0
5195,2,1,3,1,1,-2,-2,1,2,2030,400,2,0,-2,0,-2,0,1,3411,10,3,2,-2,3,66,0,-2,5,1,7,0,1,2,4,7,73,2,-2,0,-2,1,2,41,0,0,0,-2,70,0,1,1,1,1,2,5,0,0,1,3,1,41,0,1,-2,1,41,3,41,79,1,4,0,1,3,10,41,1,3,2,-2,3,0,-2,1,41,-2,0.0,-2,0.55,2,0,1,-2,1,2,3,0,34,7,-2,2030,7,-2,4,1,1,-2,0,1,21,41,1,4,0,0,-2,2,-2,1,0,1,0,2,1,0,4,1,1,0,79,-2,1,5,0,0,0,2,1,-2,218,2,0,73,-2,0,1,2,1,30,1,1,1,1,4,-2,2,1,0,1,306,1,2,1,400,2,1,1,0,2030,2,60.28,-2,0,1,21385.37738,0,331,3,2933,8,0,-2,2,-2.0
5196,4,1,4,1,1,-2,-2,1,3,5630,2054,2,1,-2,0,0,1,0,4710,58,5,4,-2,3,72,1,-2,13,1,6,1,3,1,1,5,72,3,-2,0,-2,1,2,41,0,0,1,1,72,0,1,1,-2,1,2,5,1,0,0,2,5,41,0,-2,1,1,3,42,3,74,1,3,0,1,1,20,3,3,5,2,-2,2,0,1,1,5,0,8.08,-2,0.48,-2,0,1,-2,1,0,2,0,58,8,-2,4226,3,-2,9,1,1,-2,0,1,21,41,1,3,0,0,-2,-2,1,0,0,1,0,3,1,0,2,0,1,1,74,-2,0,10,0,0,0,8,1,5,1388,2,0,74,-2,0,1,1,5,50,2,0,1,1,3,1,1,1,0,1,1850,1,5,1,1586,2,0,0,0,4694,3,54.39,0,0,1,21377.69257,2,1431,4,4454,7,-2,22,-2,-2.0
5198,1,1,5,1,1,-2,-2,1,3,2912,650,2,1,-2,0,0,0,1,5388,103,6,3,-2,15,65,1,-2,12,1,7,1,1,2,3,5,68,1,-2,0,-2,1,2,3,0,0,1,1,70,0,1,1,3,1,3,5,0,0,0,3,5,3,0,1,-2,1,2,-2,3,65,1,4,0,1,1,40,3,-2,4,2,-2,7,0,1,1,3,0,0.0,-2,0.56,5,0,1,-2,2,0,3,0,38,5,-2,2912,3,-2,4,1,1,-2,0,1,23,2,1,15,0,0,-2,2,1,1,0,1,0,1,1,0,3,1,1,0,61,-2,1,7,0,0,0,6,1,-2,1227,2,0,65,-2,0,1,1,-2,50,1,0,0,1,4,-2,3,1,0,1,1850,0,2,1,650,2,0,1,0,2912,2,45.71,0,0,1,10693.95777,0,1696,14,3736,8,0,-2,2,-2.0
5199,2,1,4,1,4,-2,2,1,2,5710,1285,2,1,-2,0,0,1,1,4783,53,5,4,-2,1,67,1,-2,10,1,6,1,3,1,3,5,68,2,-2,1,0,1,2,41,0,1,1,1,68,0,1,1,-2,1,2,5,1,0,0,3,3,3,0,-2,5,1,41,3,1,72,1,4,0,1,1,20,41,3,4,3,-2,3,0,1,1,1,0,8.068999999999999,-2,0.48,-2,0,1,-2,1,0,3,0,59,7,-2,4825,3,-2,1,1,2,-2,0,1,23,3,1,1,0,0,-2,-2,1,0,0,1,0,3,1,0,2,1,1,2,70,-2,0,25,0,0,0,5,1,5,1358,1,0,72,-2,0,1,1,2,50,2,0,1,1,1,1,4,1,0,1,1857,1,5,1,1285,1,1,1,0,4825,3,54.4,0,0,0,21377.69257,2,1460,5,4414,8,-2,1,-2,-2.0
5201,2,0,4,1,2,-2,-2,1,-2,988,0,2,0,-2,0,0,1,1,5119,0,3,1,-2,4,70,1,-2,6,1,5,0,3,1,1,5,71,1,-2,0,-2,1,2,1,0,0,1,-2,72,1,1,1,-2,1,3,1,0,-2,0,2,2,41,0,5,-2,1,3,-2,3,72,1,4,0,1,5,10,3,-2,2,3,-2,3,0,-2,1,2,0,7.069,-2,0.52,3,0,1,-2,1,1,3,0,55,2,-2,988,3,-2,5,1,1,-2,0,1,21,2,1,5,0,0,-2,-2,-2,0,1,1,0,2,1,1,1,1,1,1,70,-2,1,6,0,0,0,3,1,-2,862,1,0,70,-2,0,1,1,-2,30,2,0,0,1,3,-2,3,1,0,1,2175,0,4,1,0,2,1,1,-9,988,3,54.77,0,-2,0,31334.1237,0,1454,0,4669,5,-2,-2,-2,-2.0
5204,2,0,3,1,3,0,-2,1,-2,1600,0,2,1,0,0,0,1,1,3013,194,3,1,-2,4,65,0,-2,7,1,1,0,2,1,2,5,65,1,1,0,-2,1,2,2,0,0,1,-2,68,1,1,1,-2,1,2,5,0,-2,0,2,4,3,0,13,-2,1,2,-2,3,75,1,3,0,1,5,10,2,-2,4,3,-2,1,0,-2,1,41,0,8.704,-2,0.39,4,0,1,-2,3,0,3,1,58,7,-2,1600,3,-2,4,1,1,-2,0,1,23,3,1,4,1,0,-2,-2,-2,0,0,1,0,2,1,0,2,1,1,0,70,-2,1,7,0,0,0,4,1,-2,1685,2,0,70,-2,0,1,1,-2,50,1,0,0,1,1,-2,1,1,0,1,720,1,3,1,0,1,1,1,0,1600,2,62.47,0,-2,1,16799.928519999998,0,1960,2,2615,5,0,-2,-2,0.5
5205,3,1,3,1,1,-2,-2,1,2,2385,400,2,1,-2,0,-2,1,0,5497,58,4,2,-2,5,70,0,-2,8,1,3,0,5,2,2,5,68,2,-2,0,-2,1,2,3,0,0,0,-2,70,0,1,1,5,1,2,5,0,0,0,1,1,-2,0,5,-2,1,41,5,3,70,1,4,0,1,3,31,5,1,3,3,-2,2,0,-2,1,3,-2,5.769,-2,0.54,1,0,1,-2,2,1,3,0,69,2,-2,2385,3,-2,2,1,1,-2,0,1,22,42,1,3,0,0,-2,4,-2,1,0,1,0,4,1,0,3,0,1,1,72,-2,1,6,0,0,0,4,1,-2,839,1,0,70,-2,0,1,1,-2,41,1,0,0,0,1,-2,2,1,0,1,2140,1,3,1,400,2,-2,0,1,2385,1,52.75,-2,0,0,13148.48452,0,1325,-2,4785,5,-2,-2,2,-2.0
5209,2,1,3,1,2,-2,3,1,2,3828,4228,2,0,-2,0,-2,0,1,6494,18,3,3,-2,4,72,0,-2,13,1,1,1,2,0,-2,5,72,3,-2,0,-2,1,2,2,0,1,0,-2,72,0,-2,1,42,0,3,1,0,0,0,2,5,3,0,1,-2,0,3,41,-2,-2,1,4,0,1,3,20,3,2,2,4,-2,2,0,1,1,41,-2,4.313,-2,0.6,3,0,-2,-2,2,1,3,0,68,2,-2,0,3,-2,1,-2,1,-2,0,1,21,3,1,4,0,0,-2,2,1,1,0,1,0,4,1,1,3,1,1,0,-2,-2,2,7,0,0,0,10,0,-2,739,1,0,-2,-2,0,1,1,-2,41,1,-2,0,1,1,-2,3,1,0,1,3004,1,2,1,400,2,1,1,0,3828,3,48.55,-2,-2,1,34043.63907,0,743,4,6214,4,-2,22,1,-2.0
5212,3,1,4,1,2,-2,6,1,2,3379,400,2,1,-2,0,0,1,0,8542,8,4,2,-2,5,66,1,-2,9,1,7,1,3,1,3,5,66,2,-2,0,-2,1,2,41,0,1,1,1,68,1,1,1,2,1,3,5,0,0,0,2,2,41,0,5,-2,1,3,41,41,74,1,3,0,1,3,40,3,3,3,5,-2,4,0,1,1,41,0,0.063,-2,0.67,2,0,1,-2,2,1,3,0,31,6,-2,3379,3,-2,2,1,1,-2,0,1,21,41,1,5,0,0,-2,3,1,1,1,1,0,1,1,0,3,1,1,0,72,-2,1,28,0,0,0,5,1,-2,525,1,0,72,-2,0,1,1,7,41,1,0,1,1,3,-2,3,1,0,1,4200,1,4,1,400,2,1,0,0,3379,5,44.93,0,0,0,14424.268,0,532,3,7889,8,-2,22,2,-2.0
5215,3,0,4,1,1,-2,-2,1,-2,1800,0,-2,1,-2,0,-2,1,1,6539,22,4,2,-2,1,60,1,-2,9,1,2,1,4,0,2,5,60,1,-2,0,-2,1,2,5,0,0,0,1,60,0,1,1,-2,1,3,5,0,-2,0,2,5,5,0,5,-2,1,2,-2,5,75,1,4,0,1,1,10,5,-2,4,5,-2,1,0,1,1,5,-2,0.0,-2,0.56,0,0,1,-2,1,1,3,0,66,3,-2,1800,3,-2,1,1,1,-2,0,1,22,5,1,1,0,0,-2,-2,1,0,0,1,0,4,0,0,2,0,1,0,75,-2,1,7,0,0,0,5,1,-2,376,1,0,75,-2,0,1,1,8,41,1,0,1,1,2,-2,2,1,0,1,1952,1,2,1,0,2,0,0,0,1800,5,48.05,-2,-2,0,22022.6475,0,771,2,5285,6,0,-2,-2,-2.0
5216,2,-2,3,1,1,-2,-2,1,-2,940,752,2,1,-2,0,-2,0,0,8618,57,3,1,-2,7,60,-2,-2,5,1,4,-2,2,1,-2,3,60,2,-2,0,-2,1,1,3,0,0,-2,-2,70,0,2,1,-2,1,3,5,0,-2,0,2,2,-2,0,1,-2,1,41,3,-2,78,1,2,0,1,1,-2,2,1,3,2,-2,2,0,-2,1,2,-2,0.07,-2,0.67,3,0,-2,-2,3,0,3,0,31,4,1,188,3,-2,3,-2,1,-2,0,1,22,3,1,7,0,0,-2,-2,-2,0,0,1,0,3,1,0,3,0,1,1,75,4,1,20,0,0,0,2,0,-2,502,1,0,78,3,0,1,1,-2,41,1,-2,0,0,3,-2,2,1,0,1,4064,1,2,1,0,1,-2,0,0,940,3,44.91,-2,-2,1,9741.315699,0,515,-2,7934,8,-2,-2,-2,-2.0
5217,2,1,3,1,3,-2,-2,1,2,1350,400,2,1,-2,0,-2,0,1,2675,123,3,2,-2,4,80,0,-2,4,1,6,0,3,0,1,5,80,2,-2,0,-2,1,2,2,0,0,0,-2,80,0,1,1,-2,1,2,5,0,0,0,2,5,2,0,1,-2,1,1,3,41,75,1,3,0,1,3,10,1,2,3,3,-2,5,0,-2,1,41,-2,0.003,-2,0.5,0,0,1,-2,1,0,2,0,27,3,-2,1350,3,-2,3,1,1,-2,0,1,21,41,1,4,0,0,-2,-2,-2,0,0,1,0,2,1,0,3,1,1,0,75,-2,1,10,0,0,0,1,1,-2,1245,1,0,75,-2,0,1,2,-2,41,2,0,0,1,4,-2,4,1,0,1,208,0,4,1,400,1,0,1,0,1350,4,62.27,-2,0,1,22000.73583,0,1750,0,2035,8,0,22,-2,-2.0
5218,2,0,4,1,1,-2,4,1,-2,2496,0,2,1,-2,0,0,0,1,6004,6,2,1,-2,5,65,0,-2,6,1,2,1,3,0,2,5,65,1,-2,0,-2,1,2,41,0,1,1,1,67,0,1,1,42,1,2,5,0,-2,0,3,5,-2,0,1,-2,1,3,-2,41,68,1,3,0,1,3,10,3,-2,2,5,-2,3,0,1,1,41,0,4.562,-2,0.56,2,0,1,-2,2,0,3,0,74,1,-2,2496,3,-2,2,1,1,-2,0,1,21,3,1,5,0,0,-2,2,0,1,0,1,0,4,1,1,1,0,1,0,68,-2,1,60,0,0,0,4,0,-2,1032,1,0,68,-2,0,1,1,6,41,1,0,1,0,3,-2,3,1,0,1,2707,1,2,1,0,2,-2,1,-9,2496,5,49.56,0,-2,1,37447.3846,0,1021,-2,5616,4,-2,-2,1,-2.0
