,TVONWD2,PRKGPLC1,SIZRFRI1,INTERNET,TVTYPE2,WDPELLET,USENOTMOIST,USEEL,SIZEOFGARAGE,TOTSQFT_EN,TOTUCSQFT,OUTGRILLFUEL,OUTLET,WDOTHER,ELWATER,ATTICFIN,ELFOOD,ESCWASH,HDD30YR,CDD80,BEDROOMS,NCOMBATH,DNTHEAT,WASHLOAD,TEMPGONE,HIGHCEIL,FOPAY,TOTROOMS,PERIODEL,YEARMADERANGE,CELLAR,TVONWE2,EMPLOYHH,USECENAC,ROOFTYPE,TEMPNITE,NUMFRIG,WOODLOGS,SWIMPOOL,POOL,INWIRELESS,TYPEHUQ,WHEATAGE,LPWARM,NOTMOIST,ATTIC,BASECOOL,TEMPHOME,EQUIPAUX,COOLTYPE,CWASHER,AGEFRZR,ELCOOL,WASHTEMP,DRYRFUEL,STOVE,GARGHEAT,SDESCENT,WHEATSIZ,ATHOME,AGEDW,SOLWATER,STOVENFUEL,STOVEFUEL,AIRCOND,AGECWASH,AGERFRI2,AGECENAC,TEMPGONEAC,FUELH2O,DRAFTY,FOWATER,USENG,TVTYPE1,STORIES,AGECDRYER,SIZRFRI2,EDUCATION,TVONWD1,FUELPOOL,NHSLDMEM,RECBATH,BASEHEAT,UGWATER,EQUIPAGE,ATTCCOOL,OA_LAT,PERIODFO,WSF,OVENUSE,SOLOTHER,THERMAINAC,PERIODLP,ADQINSUL,DOOR1SUM,RNSETEMP,USEWOOD,HHAGE,MONEYPY,NUMBERAC,TOTCSQFT,EQUIPM,FUELTUB,NUMCFAN,PROTHERMAC,MICRO,STUDIO,WDWATER,ELOTHER,TYPERFR1,AGERFRI1,FUELHEAT,DRYRUSE,WDWARM,FOOTHER,LPGPAY,SIZFREEZ,BASEFIN,NUMFREEZ,ELWARM,UGWARM,FOWARM,NUMMEAL,OUTGRILL,UGOTH,TVSIZE1,ICE,HEATHOME,NHAFBATH,TEMPNITEAC,USEWWAC,STOVEN,AMTMICRO,LPWATER,USESOLAR,LPOTHER,OTHROOMS,PROTHERM,OVENFUEL,CDD30YR,TOPFRONT,LPCOOK,TEMPHOMEAC,WWACAGE,USEFO,FUEL_HEAT,KOWNRENT,USEMOISTURE,WINDOWS,HHSEX,CENACHP,MOISTURE,DISHWASH,WALLTYPE,FUELH2O2,TVSIZE2,THERMAIN,USELP,DRYER,HDD50,COFFEE,TVCOLOR,PERIODNG,TOTUSQFT,TYPEGLASS,ESDISHW,ESFRIG,AUDIT,TOTHSQFT,TVONWE1,GWT,ATTCHEAT,GARGCOOL,UGCOOK,NWEIGHT,OVEN,CDD65,DWASHUSE,HDD65,OCCUPYYRANGE,SWAMPCOL,TYPERFR2,UPRTFRZR,WOODAMT
5106,2,0,4,1,1,-2,-2,1,-2,1938,1938,2,0,-2,0,-2,0,-2,2469,0,3,1,-2,-2,60,0,-2,5,1,1,1,2,1,-2,1,55,1,-2,0,-2,0,2,2,0,0,0,-2,65,0,-2,0,-2,0,-2,-2,0,-2,1,1,1,-2,0,1,-2,0,-2,-2,-2,-2,1,4,0,1,1,10,-2,-2,1,2,-2,6,0,0,1,2,-2,0.0,-2,0.47,0,0,-2,-2,3,0,-2,0,36,3,-2,0,3,-2,0,-2,1,-2,0,1,23,2,1,-2,0,0,-2,-2,0,0,0,1,0,3,1,0,3,0,1,0,-2,-2,1,25,0,0,0,2,1,-2,330,-2,0,-2,-2,0,1,2,-2,30,2,-2,0,0,2,-2,1,1,0,0,155,0,4,1,969,1,-2,1,0,969,3,60.2,-2,-2,1,24320.92003,0,411,-2,2042,8,0,-2,-2,-2.0
5109,2,0,3,1,5,0,-2,1,-2,1836,1469,23,0,0,0,0,0,0,6134,31,2,1,-2,4,68,1,-2,5,5,1,0,3,0,-2,5,68,1,1,0,-2,0,2,2,0,0,1,-2,72,1,2,1,3,1,2,5,0,-2,0,2,4,3,0,1,-2,1,41,-2,-2,69,1,2,0,1,3,10,3,-2,2,3,-2,3,0,-2,1,2,0,2.5380000000000003,-2,0.51,3,0,-2,-2,2,0,3,1,53,1,1,367,3,-2,2,-2,1,-2,0,1,22,3,1,4,1,0,-2,2,-2,1,0,1,0,2,1,0,3,0,1,0,69,1,1,3,0,0,0,3,1,-2,847,1,0,69,2,0,1,1,-2,41,1,-2,0,1,3,-2,1,1,0,1,2846,1,2,5,0,2,0,0,0,1836,4,47.03,0,-2,1,37345.56385,0,806,2,5927,6,-2,-2,2,2.0
5110,3,1,4,1,1,-2,-2,1,3,6312,650,-2,1,-2,1,0,0,1,4685,53,4,4,-2,2,70,1,-2,13,1,8,1,2,0,2,5,68,1,-2,0,-2,1,2,1,0,0,1,1,71,1,1,1,-2,1,2,5,1,0,0,3,5,1,0,-2,1,1,1,-2,1,78,5,4,0,1,2,20,1,-2,5,3,-2,2,0,1,0,1,0,5.822,-2,0.44,-2,0,1,-2,2,0,3,0,80,3,-2,6312,3,-2,5,1,2,-2,0,1,21,1,1,2,0,0,-2,-2,0,0,0,1,0,3,0,0,3,1,1,1,78,-2,0,25,0,0,0,9,1,5,1188,1,0,75,-2,0,1,1,-2,60,2,0,0,1,3,-2,4,1,0,1,1882,1,5,1,2064,2,1,1,0,4898,2,54.05,0,0,1,12545.24783,1,1265,2,4650,8,-2,-2,-2,-2.0
5113,4,0,2,1,1,-2,-2,1,-2,1793,1793,-2,1,-2,0,-2,0,0,3193,0,4,2,-2,14,65,0,-2,9,1,2,0,2,0,-2,5,65,1,-2,0,-2,1,2,41,0,0,0,-2,70,1,-2,1,-2,0,3,5,0,-2,0,2,5,-2,0,1,-2,0,41,-2,-2,-2,1,3,0,1,1,10,42,-2,3,2,-2,6,0,-2,1,41,-2,0.0,-2,0.55,3,0,-2,-2,3,0,3,0,79,6,-2,0,7,-2,0,-2,1,-2,0,1,1,1,1,14,0,0,-2,-2,-2,0,0,1,0,3,0,0,1,0,1,0,-2,-2,1,30,0,0,0,5,-2,-2,238,1,0,-2,-2,0,1,1,-2,41,1,-2,0,0,2,-2,1,0,0,1,320,1,3,1,0,2,-2,1,1,1793,2,59.89,-2,-2,1,13588.44457,0,345,-2,2911,3,0,-2,-2,-2.0
5114,2,1,3,1,3,-2,-2,1,1,1316,250,2,1,-2,0,-2,0,1,5090,89,2,1,-2,5,68,1,-2,5,1,5,0,4,1,2,5,68,1,-2,0,-2,1,3,3,0,0,0,-2,72,0,1,1,-2,1,2,5,0,0,0,4,2,3,0,1,-2,1,3,-2,3,72,1,4,0,1,3,20,3,-2,5,3,-2,1,0,-2,1,3,-2,7.046,-2,0.6,3,0,1,-2,2,2,2,0,59,8,-2,1316,3,-2,3,1,1,-2,0,1,23,3,1,5,0,0,-2,-2,-2,0,0,1,0,3,1,0,1,0,1,1,68,-2,1,5,0,0,0,3,1,-2,1373,2,0,68,-2,0,1,1,-2,20,2,0,0,1,3,-2,2,1,0,1,1951,1,3,1,250,2,1,1,0,1316,4,54.36,-2,0,1,8138.889032999998,0,1185,2,4854,7,-2,-2,-2,-2.0
5115,4,1,3,1,1,-2,-2,1,1,1301,250,-2,1,-2,0,0,1,0,2410,242,3,2,-2,3,65,1,-2,6,1,8,0,5,1,3,5,70,1,-2,0,-2,1,2,2,0,0,1,-2,70,1,1,1,1,1,3,5,0,0,0,2,2,3,0,5,-2,1,3,-2,2,65,1,3,0,1,3,10,3,-2,5,4,-2,2,0,-2,1,2,0,11.675999999999998,-2,0.41,3,0,1,-2,2,0,3,0,33,3,-2,1301,3,-2,2,1,1,-2,0,1,22,3,1,3,0,0,-2,2,-2,1,1,1,0,4,0,0,3,0,1,0,60,-2,1,6,0,0,0,3,1,-2,2148,1,0,60,-2,0,1,1,-2,41,1,0,0,1,3,-2,3,1,0,1,483,0,3,1,250,1,0,1,0,1301,5,66.02,0,0,0,14356.91457,0,2509,0,2041,8,0,-2,2,-2.0
5117,2,1,3,1,5,-2,12,1,2,3196,1908,23,1,-2,0,0,1,0,5413,13,3,2,-2,7,65,0,-2,9,1,3,1,1,0,1,5,65,1,-2,0,-2,1,2,3,0,1,1,0,65,0,1,1,3,1,3,1,0,0,0,2,5,3,0,5,-2,1,42,-2,1,75,1,4,0,1,3,10,42,-2,4,4,-2,2,0,1,1,2,0,5.752999999999999,-2,0.54,2,0,1,-2,2,1,3,0,55,7,-2,1688,2,-2,1,1,1,-2,0,1,22,3,1,6,0,0,-2,1,1,1,0,1,0,2,1,1,2,0,1,0,75,-2,1,30,0,0,0,6,0,-2,909,1,0,75,-2,0,1,1,-2,30,1,0,0,1,1,-2,2,1,0,1,2206,1,2,1,400,2,0,0,0,3196,3,52.76,0,0,0,20800.54659,0,1151,2,4967,6,-2,-2,2,-2.0
5118,4,1,4,1,1,-2,-2,1,2,2210,887,23,1,-2,0,-2,1,1,6063,21,2,2,-2,10,68,0,-2,6,1,2,1,4,0,1,5,70,2,-2,0,-2,1,2,3,0,0,0,1,74,0,1,1,-2,1,2,5,0,0,0,2,5,3,0,5,-2,1,2,3,3,72,1,4,0,1,1,10,2,3,2,4,-2,3,0,1,1,3,-2,0.0,-2,0.6,2,0,1,-2,2,0,3,0,66,5,-2,1723,3,-2,0,1,1,-2,0,1,21,3,1,10,0,0,-2,-2,1,0,0,1,0,1,1,0,3,1,1,0,72,-2,1,5,0,0,0,4,1,-2,620,1,0,72,-2,0,1,1,-2,30,2,0,0,1,3,-2,3,1,0,1,2434,1,2,1,400,2,1,1,0,2210,4,47.45,-2,0,0,11597.61767,0,660,7,5728,7,0,22,-2,-2.0
5119,-2,0,4,1,-2,-2,6,1,-2,2160,0,-2,1,-2,0,0,1,-9,6910,0,3,1,-2,3,60,0,-2,8,1,3,1,-2,1,3,5,62,1,-2,0,-2,1,2,42,0,1,1,1,67,0,1,1,-2,1,2,1,1,-2,0,2,0,41,0,-2,5,1,3,-2,42,80,1,4,0,1,-2,10,3,-2,5,-2,-2,1,0,1,1,42,0,3.281,-2,0.56,-2,0,1,-2,1,0,3,0,38,5,-2,2160,3,-2,1,1,0,-2,0,1,21,41,1,3,0,0,-2,-2,1,0,0,1,0,4,0,1,-2,1,1,1,72,-2,0,-2,0,0,0,5,1,5,452,1,0,74,-2,0,1,1,-2,30,1,0,0,1,3,-2,-2,1,0,1,3518,0,0,1,0,2,-9,-9,0,2160,-2,48.94,0,-2,0,13262.47509,1,476,1,6793,7,-2,-2,-2,-2.0
5122,-2,1,3,1,-2,-2,12,1,2,3160,1375,-2,1,-2,0,-2,1,0,7514,16,5,1,-2,6,64,0,-2,10,1,4,1,-2,1,4,5,64,1,-2,0,-2,1,2,5,0,1,0,0,70,1,1,1,-2,1,3,5,0,0,0,3,1,41,0,5,-2,1,41,-2,3,72,1,4,0,1,1,10,41,-2,5,2,-2,2,0,1,1,3,-2,2.106,-2,0.52,33,0,1,-2,2,0,3,0,27,5,-2,2185,3,-2,1,1,1,-2,0,1,22,41,1,6,0,0,-2,-2,1,0,1,1,0,2,0,0,1,0,1,2,74,-2,1,10,0,0,0,5,1,-2,531,1,0,72,-2,0,1,2,-2,42,2,0,0,1,3,-2,-2,1,0,1,3425,0,1,1,400,2,1,1,0,3160,3,45.86,-2,0,0,14829.40341,0,626,3,6770,8,-2,-2,-2,-2.0
5123,-2,0,3,1,-2,-2,-2,1,-2,2592,972,2,1,-2,0,-2,1,-9,5688,95,3,2,-2,5,66,0,-2,5,1,1,1,-2,0,1,5,72,1,-2,0,-2,1,2,41,0,0,0,1,72,0,1,1,-2,1,2,5,0,-2,1,2,5,5,0,5,-2,1,5,-2,3,80,1,3,0,1,3,10,5,-2,4,2,-2,3,0,1,1,41,-2,0.0,-2,0.61,5,0,1,-2,3,0,2,0,27,3,-2,1620,3,-2,0,0,1,-2,0,1,21,3,1,5,0,0,-2,-2,1,0,0,1,0,3,1,0,3,0,1,0,76,-2,1,15,0,0,0,2,0,-2,1134,1,0,76,-2,0,1,2,2,41,1,0,1,1,1,-2,-2,1,0,1,1898,0,1,1,972,2,-9,-9,0,1620,2,46.25,-2,-2,0,24986.05167,0,1275,4,4999,8,0,-2,-2,-2.0
5126,-2,-2,3,1,-2,-2,-2,1,-2,716,0,-2,-2,-2,1,-2,1,-2,2835,484,1,1,-2,-2,75,0,-2,3,1,4,-2,-2,0,1,-2,75,1,-2,-2,-2,1,5,41,0,0,-2,-2,75,0,1,0,-2,1,-2,-2,0,-2,0,2,5,41,0,5,-2,1,-2,-2,41,72,5,4,0,1,1,-2,-2,-2,1,5,-2,1,0,-2,0,41,-2,0.036000000000000004,-2,0.47,2,0,1,-2,1,0,-2,0,55,1,-2,716,3,-2,0,1,1,0,0,1,22,3,1,-2,0,0,-2,-2,-2,0,0,1,0,2,0,0,1,0,1,0,72,-2,1,9,0,0,0,2,1,-2,1793,-2,0,72,-2,0,1,2,-2,30,2,0,0,1,4,-2,-2,1,0,0,206,1,1,1,0,1,0,1,0,716,4,58.83,-2,-2,0,42051.63584,0,2578,1,1980,6,0,-2,-2,-2.0
5127,2,1,3,1,1,-2,-2,1,2,2030,500,2,0,-2,0,1,0,1,2965,11,4,2,-2,2,73,1,-2,6,1,4,0,1,1,4,5,80,3,-2,0,-2,1,2,1,0,0,1,-2,75,1,1,1,-2,1,3,1,0,0,1,2,5,2,0,1,-2,1,1,2,5,65,1,3,0,1,1,20,1,3,3,2,-2,4,0,-2,1,5,0,0.0,-2,0.55,0,0,1,-2,1,1,3,0,40,7,-2,1930,3,-2,0,1,1,-2,0,1,21,1,1,2,0,0,-2,-2,-2,0,1,1,0,2,1,1,4,1,1,0,74,-2,1,21,0,0,0,2,1,-2,258,2,0,76,-2,0,1,1,-2,20,2,0,0,1,4,-2,2,1,0,1,305,1,4,1,500,2,1,1,1,1930,4,59.92,0,0,1,12237.22429,0,381,0,2852,6,0,21,-2,-2.0
5129,2,1,3,1,5,-2,4,1,2,3266,400,2,1,-2,0,-2,1,1,6426,32,4,2,-2,20,67,1,-2,9,1,1,1,2,1,2,5,67,2,-2,0,-2,1,2,1,0,1,0,1,70,1,3,1,3,1,3,1,0,0,0,2,5,-2,0,5,-2,1,2,41,2,73,1,4,0,1,1,20,2,3,3,5,-2,6,0,1,1,3,-2,3.387,-2,0.6,3,0,1,-2,3,1,3,0,50,6,1,3266,3,-2,1,1,1,-2,0,1,22,41,1,10,0,0,-2,2,0,1,1,1,0,3,1,1,2,0,1,0,67,1,1,14,0,0,0,5,1,-2,730,1,0,70,3,0,1,1,4,42,2,0,1,0,3,-2,1,1,0,1,3118,1,4,1,400,1,-2,0,0,3266,5,46.38,-2,0,0,20199.04921,0,608,-2,6439,7,-2,22,2,-2.0
5130,2,0,3,1,1,-2,3,1,-2,3900,0,23,1,-2,0,0,0,0,5976,30,3,2,-2,3,67,0,-2,7,1,2,1,2,0,4,5,65,2,-2,0,-2,1,2,1,0,1,1,1,69,1,1,1,-2,1,3,1,0,-2,0,2,5,-2,0,1,-2,1,2,2,2,78,1,2,0,1,1,10,1,2,4,3,-2,2,0,1,1,1,0,4.473,-2,0.56,3,0,1,-2,3,1,3,0,76,4,-2,3900,3,-2,1,1,1,-2,0,1,23,2,1,3,0,0,-2,-2,1,0,1,1,0,2,1,1,3,0,1,0,76,-2,2,10,0,0,0,4,1,-2,1057,1,0,78,-2,0,1,1,6,42,1,0,1,0,1,-2,2,1,0,1,2613,1,3,1,0,2,-2,1,0,3900,3,48.72,0,-2,1,26369.8165,0,1099,-2,5520,4,-2,22,-2,-2.0
5131,2,0,3,1,3,-2,-2,1,-2,1716,858,2,1,-2,1,0,1,0,3837,117,2,1,-2,2,70,0,-2,4,1,2,1,2,1,1,5,70,2,-2,0,-2,1,3,1,0,0,1,0,70,0,1,1,-2,1,3,5,0,-2,0,2,5,42,0,5,-2,1,42,41,1,71,5,4,0,1,3,10,42,1,4,2,-2,3,1,0,0,5,0,8.693999999999999,-2,0.44,2,0,1,-2,2,0,3,0,47,6,-2,858,3,5,3,1,1,-2,0,1,21,5,1,2,0,0,-2,-2,0,0,0,1,0,2,1,0,2,1,1,0,71,-2,1,5,0,0,0,2,1,-2,1579,1,0,71,-2,0,1,1,-2,30,2,0,0,1,1,-2,2,1,0,1,1123,0,3,1,858,1,0,0,0,858,2,58.42,0,-2,0,9247.424668,0,1572,2,3294,8,-2,-2,-2,-2.0
5132,1,1,3,1,1,-2,-2,1,1,1344,906,2,0,-2,0,0,1,0,3906,0,3,1,-2,3,69,0,-2,5,1,2,0,1,2,-2,5,69,1,-2,0,-2,1,2,1,0,0,1,-2,71,0,2,1,-2,1,2,1,0,1,0,2,4,1,0,5,-2,1,41,-2,-2,76,1,3,0,1,1,10,41,-2,4,2,-2,2,0,-2,1,3,0,0.685,-2,0.52,4,0,-2,-2,2,1,3,0,33,5,2,438,3,-2,1,-2,1,-2,0,1,23,3,1,3,0,0,-2,-2,-2,0,0,1,0,2,1,1,2,0,1,0,70,4,1,20,0,0,0,2,1,-2,475,1,0,72,1,0,1,1,-2,41,1,-2,0,1,2,-2,1,1,0,1,762,1,2,1,0,2,1,0,0,1344,2,52.58,0,0,0,14424.45108,0,701,4,3588,8,0,-2,-2,-2.0
5133,-2,1,4,1,-2,-2,-2,1,1,1704,627,2,1,-2,0,1,1,1,5078,0,2,1,-2,4,62,0,-2,4,1,4,0,-2,1,3,5,62,2,-2,0,-2,1,2,3,0,0,1,-2,70,0,1,1,-2,1,2,5,1,0,0,4,0,3,0,5,5,1,2,41,2,86,1,4,0,1,3,10,2,4,4,3,-2,1,0,-2,1,3,0,6.797999999999999,-2,0.52,0,0,1,-2,1,1,3,0,69,4,-2,1327,2,-2,3,1,1,-2,0,1,23,3,1,4,0,0,-2,-2,-2,0,0,1,0,3,1,0,3,0,1,0,86,-2,1,5,0,0,0,2,1,-2,903,2,0,78,-2,0,1,1,1,30,2,0,1,1,3,-2,-2,1,0,1,2168,0,1,1,627,2,1,1,1,1327,4,54.77,0,0,0,30488.141710000004,0,1174,3,4907,7,-2,23,-2,-2.0
5134,2,1,4,1,3,-2,-2,1,2,2039,400,2,0,-2,0,-2,0,1,6032,0,4,2,-2,7,72,1,-2,7,1,6,1,2,0,2,5,72,1,-2,0,-2,1,2,42,0,0,0,1,72,0,1,1,3,1,2,5,0,0,1,2,5,3,0,1,-2,1,3,-2,2,80,1,4,0,1,3,20,3,-2,3,5,-2,4,0,1,1,42,-2,0.0,-2,0.6,2,0,1,-2,2,1,3,0,35,5,-2,2039,3,-2,3,1,1,-2,0,1,21,3,1,7,0,0,-2,2,0,1,0,1,0,3,1,0,3,1,1,1,72,-2,1,20,0,0,0,3,1,-2,634,1,0,72,-2,0,1,1,-2,41,1,0,0,1,3,-2,2,1,0,1,2479,1,2,1,400,2,0,1,0,2039,5,48.19,-2,0,1,19496.024380000006,0,590,7,5895,7,0,-2,2,-2.0
5135,2,1,4,1,1,-2,-2,1,2,3927,1408,1,1,-2,0,0,1,1,6203,0,5,2,-2,4,70,0,-2,11,1,3,1,2,0,1,5,70,2,-2,0,-2,1,2,2,0,0,1,0,70,0,3,1,-2,1,2,5,0,0,0,2,5,41,0,5,-2,1,41,42,2,74,1,3,0,1,1,20,41,4,5,4,-2,2,0,1,1,3,0,2.452,-2,0.51,3,0,1,-2,2,1,3,0,67,4,1,2919,3,-2,3,0,1,-2,0,1,21,3,1,4,0,0,-2,-2,1,0,0,1,0,3,1,1,3,1,1,1,74,4,1,30,0,0,0,6,0,-2,801,1,0,74,3,0,1,1,-2,50,1,0,0,1,3,-2,2,1,0,1,2926,1,2,1,400,2,1,1,0,3927,4,46.22,0,0,0,16011.71534,0,785,4,5999,5,-2,22,-2,-2.0
5136,-2,0,3,1,-2,-2,-2,1,-2,1562,625,23,1,-2,0,0,0,0,1971,393,3,1,-2,4,68,0,-2,5,5,1,0,-2,1,-2,5,65,1,-2,0,-2,1,2,2,0,0,1,-2,80,1,2,1,2,1,2,5,0,-2,0,2,1,-2,0,1,-2,1,41,-2,-2,80,1,3,0,1,1,10,41,-2,5,3,-2,1,0,-2,1,3,0,14.286,-2,0.37,0,0,-2,-2,2,0,3,0,56,3,3,937,21,-2,6,-2,1,-2,0,1,21,42,1,4,0,0,-2,1,-2,1,1,1,0,4,1,0,3,1,1,0,72,1,1,8,0,0,0,2,-2,-2,2438,1,0,75,1,0,1,2,-2,42,2,-2,0,0,3,-2,-2,0,0,1,319,1,1,5,0,1,-2,0,0,1562,3,67.16,0,-2,1,19207.65966,0,3266,-2,1567,8,0,-2,2,-2.0
5137,-2,-2,2,0,-2,-2,-2,1,-2,940,627,23,0,-2,0,-2,0,-2,6872,0,1,1,-2,-2,72,0,-2,3,1,1,-2,-2,0,-2,5,72,1,-2,-2,-2,-2,4,1,0,0,-2,-2,72,0,2,0,-2,1,-2,-2,0,-2,0,-2,5,-2,0,1,-2,1,-2,-2,-2,80,1,2,0,1,3,-2,-2,-2,2,3,-2,1,0,-2,1,5,-2,2.532,-2,0.65,1,0,-2,-2,3,0,-2,0,59,1,1,313,3,-2,0,-2,1,0,0,1,22,41,1,-2,0,0,-2,-2,-2,0,0,1,0,4,1,0,3,0,1,0,60,1,1,1,0,0,0,2,0,-2,651,-2,0,80,41,0,1,2,-2,30,1,-2,0,0,2,-2,-2,1,0,0,3210,0,1,1,0,1,-2,-9,0,940,4,46.87,-2,-2,1,38053.20285,0,590,-2,6560,7,-2,-2,-2,-2.0
5145,3,0,3,1,3,-2,-2,1,-2,2959,1479,23,0,-2,0,1,1,1,5430,35,3,1,-2,5,67,0,-2,8,1,1,1,3,1,-2,1,67,1,-2,0,-2,1,2,1,0,0,1,0,67,0,2,1,5,1,3,5,0,-2,0,2,5,-2,0,5,-2,1,1,-2,-2,72,1,4,0,1,1,20,1,-2,3,3,-2,7,0,0,1,1,1,5.374,-2,0.54,2,0,-2,-2,2,1,3,0,40,3,4,1480,3,-2,0,-2,1,-2,0,1,1,2,1,5,0,0,-2,4,1,1,0,1,0,4,1,0,3,0,1,0,65,1,1,7,0,0,0,5,1,-2,1016,1,0,65,2,0,1,2,-2,50,1,-2,0,0,3,-2,1,1,0,1,2363,0,5,2,1106,1,-2,0,0,1853,3,51.94,0,-2,0,34466.84132,0,1165,-2,5170,8,-2,-2,1,-2.0
5147,-2,1,4,1,-2,-2,-2,1,2,2126,400,2,0,-2,0,-2,1,0,1478,586,3,2,-2,3,65,0,-2,7,1,4,0,-2,1,3,5,67,2,-2,1,0,1,2,1,0,0,0,-2,67,0,1,1,2,1,3,1,1,0,0,2,3,1,0,-2,1,1,3,2,3,79,1,4,0,1,1,10,41,3,3,2,-2,4,0,-2,1,3,-2,10.1,-2,0.45,-2,0,1,-2,2,0,3,0,36,4,-2,2126,3,-2,3,1,1,-2,0,1,5,2,1,3,0,0,-2,2,-2,1,0,1,0,4,1,1,3,0,1,0,76,-2,0,6,0,0,0,4,1,5,3183,1,0,76,-2,0,1,1,-2,41,2,0,0,1,1,-2,-2,1,0,1,251,1,1,1,400,2,1,1,0,2126,2,69.9,-2,0,1,17183.57588,1,3471,1,1364,8,0,22,2,-2.0
5149,3,1,4,1,3,-2,-2,1,2,2589,400,-2,0,-2,0,-2,0,0,1861,1410,5,3,-2,3,73,1,-2,8,1,6,0,3,2,4,1,73,2,-2,0,-2,1,2,3,0,0,0,-2,73,0,1,1,-2,1,3,1,0,0,0,2,5,2,0,1,-2,1,3,2,41,75,1,4,0,1,3,20,3,1,3,4,-2,3,0,-2,1,41,-2,0.0,-2,0.55,0,0,1,-2,2,1,3,0,22,2,-2,2589,3,-2,1,0,1,-2,0,1,21,3,1,3,0,0,-2,-2,-2,0,0,1,0,1,0,1,3,1,1,1,75,-2,1,20,0,0,0,3,0,-2,3832,1,0,75,-2,0,1,1,-2,42,2,0,0,1,6,-2,2,1,0,1,184,0,3,1,400,2,1,0,0,2589,4,63.03,-2,0,1,32170.66611,0,3928,0,1560,7,0,-2,-2,-2.0
5153,-2,1,4,0,-2,-2,2,1,2,2999,400,-2,1,-2,1,0,1,0,5449,0,3,2,-2,3,56,1,-2,8,1,5,1,-2,0,4,5,72,2,-2,0,-2,-2,2,42,0,1,1,1,75,0,1,1,-2,1,3,5,0,0,0,3,5,5,0,5,-2,1,5,5,1,70,5,3,0,1,3,10,5,3,2,3,-2,1,0,1,0,3,0,5.746,-2,0.54,3,0,1,-2,1,0,3,0,84,2,-2,2999,3,-2,2,0,1,-2,0,1,21,5,1,3,0,0,-2,-2,1,0,0,1,0,4,0,0,3,1,1,0,72,-2,1,40,0,0,0,5,0,-2,879,1,0,72,-2,0,1,1,-2,41,1,0,0,1,3,-2,-2,1,0,1,2225,0,1,1,400,2,0,0,0,2999,3,52.73,0,0,0,19027.66456,0,1084,1,5036,5,-2,22,-2,-2.0
5154,1,1,4,1,3,-2,-2,1,3,5852,2118,2,1,-2,0,0,0,1,6915,0,6,3,-2,7,68,1,-2,13,1,6,1,1,1,1,5,68,2,-2,1,1,1,2,1,0,0,1,1,68,0,1,1,-2,1,2,5,1,0,0,3,5,1,0,5,1,1,1,3,5,72,1,4,0,1,3,20,1,4,5,3,1,5,0,1,1,5,0,5.038,-2,0.51,0,0,1,-2,1,1,3,0,35,8,-2,4384,3,-2,1,1,2,-2,0,1,23,1,1,7,0,0,-2,-2,1,0,0,1,0,3,1,1,4,1,1,1,72,-2,1,10,0,0,0,7,1,1,588,2,0,72,-2,0,1,1,-2,50,1,0,0,1,9,1,2,1,0,1,3234,1,2,1,2118,2,1,1,0,4384,2,50.41,0,0,1,13604.303280000002,2,742,7,6330,8,-2,23,-2,-2.0
5155,-2,1,4,1,-2,-2,5,1,2,2965,1370,2,1,-2,0,0,0,0,5292,4,3,2,-2,4,60,1,-2,7,1,4,1,-2,1,3,5,65,1,-2,0,-2,1,2,3,0,1,1,0,69,1,1,1,41,1,2,5,0,0,0,3,1,2,0,1,-2,1,3,-2,3,78,1,4,0,1,1,20,42,-2,3,3,-2,4,0,1,1,3,0,4.549,-2,0.5,4,0,1,-2,2,0,3,0,54,3,-2,1995,3,-2,6,1,2,-2,0,1,23,2,1,3,0,0,-2,3,1,1,0,1,0,2,1,0,3,1,1,1,74,-2,1,8,0,0,0,4,1,-2,899,1,0,74,-2,0,1,1,4,42,2,0,1,1,3,-2,-2,1,0,1,2470,1,1,1,400,2,1,1,0,2965,3,50.01,0,0,1,17906.83429,0,742,2,5680,6,-2,-2,1,-2.0
5157,2,-2,3,1,3,-2,-2,1,-2,936,0,-2,-2,-2,0,-2,1,-8,5866,119,2,2,-2,6,65,0,-2,5,1,5,-2,1,1,2,-2,65,1,-2,-2,-2,1,5,42,0,0,-2,-2,71,0,1,1,-2,1,2,5,0,-2,0,2,3,41,0,5,-2,1,5,-2,41,76,1,4,0,1,3,-2,41,-2,4,3,-2,2,0,-2,1,3,-2,0.0,-2,0.61,1,0,1,-2,2,1,3,0,32,5,-2,936,3,-2,0,1,1,0,0,1,22,41,1,6,0,0,-2,-2,-2,0,0,1,0,4,0,0,3,0,1,0,70,-2,1,8,0,0,0,3,1,-2,1078,1,0,70,-2,0,1,1,3,30,2,0,1,1,2,-2,2,1,0,1,1756,1,3,1,0,2,-8,-8,0,936,3,46.38,-2,-2,0,10183.72979,0,1321,3,4861,8,0,-2,-2,-2.0
